x y flux0 flux1 flux2 width rv
-33.021  38.822 1.68e-17 1.14e-17 7.71e-18 13.85 -2420.55
-32.970  38.681 1.79e-17 1.30e-17 8.35e-18 12.43 -2420.58
-32.966  38.689 1.77e-17 1.32e-17 8.47e-18 16.08 -2420.41
-32.951  38.451 1.89e-17 1.48e-17 9.94e-18 14.71 -2420.40
-32.908  38.664 1.42e-17 1.08e-17 7.52e-18 15.16 -2420.54
-32.906  38.704 1.56e-17 1.18e-17 8.04e-18  9.11 -2420.36
-32.905  38.741 1.55e-17 1.08e-17 7.36e-18 16.64 -2420.28
-32.904  38.675 1.44e-17 1.03e-17 6.72e-18 21.91 -2420.41
-32.902  38.683 1.60e-17 1.16e-17 7.57e-18 13.64 -2420.53
-32.902  38.684 1.63e-17 1.23e-17 8.28e-18 10.71 -2420.57
-32.898  38.715 1.56e-17 1.24e-17 8.78e-18 19.83 -2420.38
-32.897  38.695 1.75e-17 1.38e-17 8.93e-18  9.97 -2420.39
-32.886  38.668 2.15e-17 1.41e-17 9.74e-18 15.12 -2420.54
-32.882  38.512 2.00e-17 1.36e-17 9.25e-18 13.92 -2420.48
-32.877  38.547 1.58e-17 1.07e-17 7.12e-18 15.61 -2420.53
-32.876  38.723 1.58e-17 1.12e-17 7.14e-18 16.40 -2420.54
-32.874  38.686 1.72e-17 1.17e-17 7.54e-18 13.50 -2420.30
-32.866  38.616 1.78e-17 1.24e-17 8.39e-18 19.22 -2420.41
-32.843  38.635 1.91e-17 1.32e-17 8.44e-18 12.67 -2420.30
-32.835  38.643 1.47e-17 1.08e-17 7.29e-18 18.11 -2420.58
-32.814  38.647 1.55e-17 1.11e-17 7.46e-18 12.01 -2420.54
-32.813  38.690 1.93e-17 1.41e-17 9.08e-18  9.43 -2420.31
