x y flux0 flux1 flux2 width rv
 44.668  20.243 2.40e-17 2.39e-17 1.68e-17 26.80 -1824.07
 44.710  20.008 3.10e-17 2.73e-17 1.21e-17 17.28 -1823.93
 44.767  19.972 3.87e-17 2.47e-17 2.10e-17 15.11 -1824.25
 44.783  19.992 2.80e-17 2.58e-17 1.75e-17 23.82 -1824.23
 44.812  19.944 3.07e-17 1.66e-17 1.73e-17 14.54 -1823.92
 44.812  19.919 2.33e-17 2.04e-17 1.47e-17 24.14 -1824.07
 44.814  19.950 2.10e-17 2.05e-17 1.09e-17 20.44 -1823.91
 44.814  19.938 2.91e-17 1.74e-17 1.64e-17 19.16 -1824.05
 44.816  19.914 3.17e-17 2.38e-17 1.74e-17 18.91 -1824.06
 44.817  19.936 2.46e-17 2.30e-17 1.49e-17 20.04 -1824.05
 44.822  19.937 3.38e-17 2.03e-17 1.35e-17  9.27 -1823.95
 44.824  20.002 2.75e-17 1.75e-17 1.38e-17 24.75 -1824.03
 44.824  19.942 2.56e-17 1.80e-17 1.20e-17 17.45 -1824.29
 44.828  19.936 3.24e-17 2.27e-17 1.36e-17 16.92 -1824.08
 44.834  19.955 2.15e-17 1.62e-17 1.07e-17 12.99 -1824.03
 44.849  19.950 3.07e-17 2.42e-17 1.52e-17 18.58 -1824.15
 44.853  20.111 2.70e-17 1.92e-17 1.30e-17 22.96 -1824.02
 44.877  19.837 2.38e-17 1.71e-17 1.38e-17 23.39 -1824.08
 44.932  19.964 2.52e-17 1.84e-17 1.44e-17 19.80 -1824.11
 44.971  19.994 2.81e-17 2.04e-17 1.65e-17 22.29 -1823.91
 44.999  19.816 2.86e-17 2.02e-17 1.65e-17 17.33 -1824.01
