Time,Flux
0.0,0.9302360176243049
1.0,0.9383373385819613
2.0,0.9331377203823098
3.0,0.9480303574324095
4.0,0.9570774460475868
5.0,0.9819176793984496
6.0,0.9760994271854677
7.0,0.9799121511973787
8.0,0.9670324257410721
9.0,1.0213878590895678
10.0,0.9946480275052887
11.0,0.9454262449204417
12.0,0.9273766216250464
13.0,0.9033941839359231
14.0,0.9266314790561394
15.0,0.9050870365246639
16.0,0.9266864755931484
17.0,0.9310408769255978
18.0,0.9704045129697259
19.0,0.9543500417894004
20.0,0.9591575649363376
21.0,0.979390395022115
22.0,0.9781379170298234
23.0,0.9988352875336136
24.0,1.0030020279167706
25.0,1.0173795377036807
26.0,0.9680639096284245
27.0,0.9501595530974355
28.0,0.9568666689757019
29.0,0.9255125841702613
30.0,0.9067667543480726
31.0,0.9223196840247813
32.0,0.9365809098783139
33.0,0.9390209227576509
34.0,0.9461410294493726
35.0,0.95862716999339
36.0,0.9624503065173368
37.0,0.9644933349310052
38.0,0.967344193086664
39.0,1.000161681955366
40.0,1.0005140766135918
41.0,1.0056208966647147
42.0,0.9846691767806637
43.0,0.9765369395154048
44.0,0.9441177305868768
45.0,0.940899637949515
46.0,0.9080771970496598
47.0,0.9298819082945551
48.0,0.9394374815368071
49.0,0.9254221960785898
50.0,0.929056918012868
51.0,0.9418918128609302
52.0,0.9513375552530398
53.0,0.9625327990989464
54.0,0.9827692340882902
55.0,0.9832989959114113
56.0,0.995959835583253
57.0,0.9749243479249533
58.0,0.9989877789288789
59.0,0.976118930889148
60.0,0.9796494349478534
61.0,0.9519837452773382
62.0,0.9415398338967845
63.0,0.9024024683090809
64.0,0.9213188261265723
65.0,0.9387669642800633
66.0,0.9317369323983651
67.0,0.9278362924467966
68.0,0.9453902745709335
69.0,0.9676467842758144
70.0,0.9712129818230205
71.0,0.9774476083303392
72.0,0.9633255141994517
73.0,0.9963151281836629
74.0,0.9986812712012971
75.0,0.9645786085054051
76.0,0.9583953615135352
77.0,0.9696138629067778
78.0,0.9290320679418441
79.0,0.9213564636825099
80.0,0.9311239394316458
81.0,0.9172769508079517
82.0,0.9200174660642422
83.0,0.9404901733168806
84.0,0.9553689748764753
85.0,0.9550135737293035
86.0,0.9564416483230266
87.0,0.9788113708189028
88.0,0.9799419840450136
89.0,0.999020851576833
90.0,0.9825178228546396
91.0,0.9921522361449985
92.0,0.9837532860507593
93.0,0.9486068796117542
94.0,0.935752985107993
95.0,0.8899359703516061
96.0,0.9363951042833683
97.0,0.9231467507630174
98.0,0.951495993519997
99.0,0.9385576332060694
100.0,0.9485467772876183
101.0,0.9463741496673336
102.0,0.9466995605548112
103.0,0.9699748396801786
104.0,0.9795455266891397
105.0,0.9776253281786021
106.0,1.0200597529541684
107.0,1.0130642120197222
108.0,0.9956330543075887
109.0,0.9555759479048634
110.0,0.9502238458465203
111.0,0.9478621367191059
112.0,0.9311277843284422
113.0,0.9302500900015459
114.0,0.9422536785348637
115.0,0.9523075931212207
116.0,0.9496676728769997
117.0,0.9332721499323412
118.0,0.9961558623553537
119.0,0.9791482884566947
