x y flux0 flux1 flux2 width rv
-31.756  -3.304 2.14e-17 1.31e-17 9.52e-18 10.28 -2415.07
-31.745  -3.111 2.11e-17 1.57e-17 8.62e-18 16.35 -2414.90
-31.636  -3.490 2.03e-17 1.30e-17 7.00e-18 13.14 -2415.02
-31.609  -3.601 1.63e-17 1.11e-17 8.18e-18 13.54 -2415.00
-31.604  -3.506 1.45e-17 1.18e-17 1.08e-17 16.27 -2415.15
-31.602  -3.538 1.23e-17 1.05e-17 6.46e-18 13.88 -2415.11
-31.601  -3.436 1.85e-17 1.48e-17 1.03e-17 14.61 -2415.19
-31.600  -3.538 1.49e-17 1.21e-17 8.58e-18 14.27 -2415.23
-31.588  -3.542 1.48e-17 1.19e-17 7.38e-18  9.59 -2415.06
-31.586  -3.521 1.48e-17 1.20e-17 8.46e-18 11.38 -2415.12
-31.570  -3.465 1.64e-17 1.31e-17 8.80e-18 12.23 -2415.14
-31.543  -3.533 1.88e-17 1.40e-17 1.08e-17 15.98 -2414.98
-31.456  -3.546 1.64e-17 1.41e-17 8.82e-18 17.71 -2415.36
