x y flux0 flux1 flux2 width rv
 -7.999  12.371 2.16e-17 1.49e-17 1.05e-17 11.54 -2342.28
 -7.997  12.324 1.99e-17 1.45e-17 9.60e-18 14.50 -2342.24
 -7.958  12.761 1.57e-17 1.15e-17 8.11e-18 13.47 -2342.15
 -7.940  12.368 2.23e-17 1.77e-17 1.11e-17 17.67 -2342.14
 -7.936  12.565 2.00e-17 1.27e-17 8.34e-18 14.50 -2342.19
 -7.935  12.457 1.52e-17 1.14e-17 8.08e-18 12.94 -2342.15
 -7.932  12.347 2.07e-17 1.45e-17 1.15e-17  9.95 -2342.45
 -7.922  12.545 1.87e-17 1.58e-17 9.98e-18 13.07 -2342.15
 -7.911  12.393 1.49e-17 1.19e-17 1.02e-17 18.32 -2342.16
 -7.889  12.378 1.92e-17 1.32e-17 9.46e-18 14.62 -2342.26
 -7.888  12.411 1.48e-17 1.01e-17 1.00e-17  7.77 -2342.39
 -7.874  12.406 1.67e-17 1.48e-17 8.72e-18 15.75 -2342.26
 -7.872  12.416 1.72e-17 1.42e-17 1.11e-17 11.48 -2342.10
 -7.870  12.391 2.21e-17 1.51e-17 9.40e-18 21.29 -2342.34
 -7.870  12.364 1.60e-17 1.45e-17 8.25e-18  8.98 -2342.28
 -7.862  12.352 1.88e-17 1.50e-17 7.80e-18 11.25 -2342.45
 -7.849  12.425 1.85e-17 1.80e-17 9.16e-18 16.33 -2342.45
 -7.840  12.421 2.06e-17 1.37e-17 8.30e-18 17.21 -2342.36
 -7.840  12.421 1.93e-17 1.14e-17 9.28e-18 20.07 -2342.47
 -7.807  12.474 1.62e-17 1.59e-17 8.47e-18  9.57 -2342.46
 -7.797  12.727 1.64e-17 1.65e-17 9.59e-18 15.17 -2342.13
 -4.726   4.321 1.77e-17 1.08e-17 7.50e-18 13.44 -2597.44
 -4.704   4.382 1.54e-17 1.10e-17 8.13e-18 13.63 -2597.42
 -4.641   4.270 1.69e-17 1.16e-17 7.29e-18 11.26 -2597.48
 -4.636   4.275 1.42e-17 1.29e-17 6.95e-18 12.05 -2597.59
 -4.635   4.305 2.15e-17 1.34e-17 7.49e-18 11.27 -2597.72
 -4.635   4.271 1.59e-17 1.13e-17 7.77e-18 20.67 -2597.30
 -4.626   4.271 1.35e-17 1.01e-17 7.02e-18 14.73 -2597.59
 -4.626   4.281 1.57e-17 1.10e-17 5.62e-18  8.90 -2597.70
 -4.624   4.279 1.39e-17 1.15e-17 7.90e-18 18.34 -2597.51
 -4.623   4.285 1.42e-17 1.04e-17 6.88e-18 12.58 -2597.44
 -4.618   4.277 1.59e-17 1.10e-17 7.45e-18 10.59 -2597.62
 -4.606   4.290 1.83e-17 1.21e-17 7.80e-18 12.90 -2597.41
 -4.604   4.245 1.83e-17 1.22e-17 7.97e-18 12.19 -2597.50
 -4.593   4.274 1.62e-17 1.05e-17 6.96e-18  7.21 -2597.52
 -4.591   4.308 1.43e-17 1.14e-17 5.83e-18 10.05 -2597.67
 -4.589   4.328 1.48e-17 1.06e-17 7.41e-18 10.18 -2597.49
 -4.541   4.348 1.98e-17 1.23e-17 7.38e-18 13.73 -2597.39
