x y flux0 flux1 flux2 width rv
-37.253  34.511 1.39e-16 1.07e-16 7.00e-17 37.71 -886.73
-36.801  35.473 1.54e-16 1.08e-16 7.49e-17 38.41 -886.62
-36.767  35.056 8.86e-17 6.02e-17 4.22e-17 40.56 -886.54
-36.582  34.371 1.40e-16 1.01e-16 6.56e-17 45.75 -886.75
-36.434  34.995 9.41e-17 6.47e-17 4.82e-17 35.02 -886.68
-36.363  34.731 1.54e-16 9.91e-17 7.14e-17 44.26 -886.67
-36.234  34.704 1.45e-16 1.05e-16 7.09e-17 19.21 -886.87
-36.225  34.800 1.29e-16 9.26e-17 6.21e-17 26.28 -886.60
-36.215  34.697 1.24e-16 8.58e-17 6.26e-17 55.95 -886.74
-36.213  34.710 1.07e-16 8.10e-17 5.21e-17 40.80 -886.86
-36.208  34.847 9.75e-17 7.15e-17 4.94e-17 33.09 -886.81
-36.200  35.009 1.52e-16 1.09e-16 7.83e-17 34.84 -886.92
-36.197  34.827 1.20e-16 8.33e-17 5.79e-17 25.74 -886.79
-36.194  34.888 1.36e-16 9.38e-17 5.90e-17 55.68 -886.64
-36.184  34.732 1.12e-16 8.22e-17 5.32e-17 38.48 -886.72
-36.183  34.824 1.39e-16 1.02e-16 7.06e-17 29.57 -886.81
-36.159  34.712 1.10e-16 7.90e-17 5.38e-17 25.45 -886.89
-36.153  34.693 1.44e-16 1.01e-16 7.13e-17 37.87 -886.92
-36.144  34.784 1.21e-16 8.58e-17 5.72e-17 41.47 -886.88
-36.054  34.644 1.60e-16 1.26e-16 8.41e-17 60.49 -886.94
-36.029  35.019 9.28e-17 6.68e-17 4.48e-17 35.97 -886.88
-36.024  34.761 1.52e-16 1.09e-16 7.18e-17 48.03 -886.72
-35.993  34.292 1.12e-16 8.20e-17 5.49e-17 45.69 -887.04
-35.984  34.651 1.21e-16 9.44e-17 6.14e-17 33.51 -886.89
-35.921  34.829 1.17e-16 7.98e-17 5.31e-17 32.37 -886.75
-35.912  34.556 1.07e-16 7.80e-17 5.56e-17 41.34 -886.79
-35.902  34.397 1.38e-16 1.04e-16 7.14e-17 34.45 -887.01
-35.387  34.235 1.06e-16 7.54e-17 4.83e-17 44.80 -886.88
-35.305  34.295 1.21e-16 9.09e-17 5.90e-17 38.47 -886.64
-35.293  35.573 1.29e-16 9.83e-17 6.14e-17 43.19 -886.52
-33.257  42.731 3.08e-17 2.21e-17 1.41e-17 25.41 -1850.84
-33.252  42.745 2.95e-17 2.13e-17 1.37e-17 12.81 -1850.78
-33.225  42.699 2.82e-17 2.02e-17 1.32e-17 11.34 -1850.90
-33.185  42.523 3.62e-17 2.53e-17 1.75e-17 27.63 -1850.69
-33.177  42.652 2.94e-17 2.24e-17 1.44e-17 13.63 -1850.74
-33.163  42.719 2.57e-17 1.89e-17 1.27e-17 17.91 -1850.66
-33.148  42.413 2.52e-17 1.86e-17 1.25e-17 17.30 -1850.85
-33.145  42.835 3.10e-17 2.25e-17 1.53e-17 25.89 -1850.80
-33.143  43.212 3.32e-17 2.40e-17 1.74e-17 13.77 -1850.46
-33.139  42.646 2.80e-17 1.96e-17 1.33e-17 21.64 -1850.65
-33.139  42.645 2.72e-17 1.99e-17 1.36e-17 17.22 -1850.73
-33.130  42.594 2.67e-17 1.92e-17 1.24e-17 31.56 -1850.93
-33.125  42.613 3.44e-17 2.51e-17 1.65e-17 22.39 -1850.81
-33.125  42.614 3.20e-17 2.34e-17 1.53e-17 24.49 -1850.78
-33.102  42.608 3.46e-17 2.62e-17 1.74e-17  9.87 -1850.78
-33.098  42.610 2.91e-17 1.95e-17 1.41e-17 20.32 -1850.67
-33.098  42.611 2.99e-17 2.14e-17 1.46e-17 18.62 -1850.88
-33.097  42.741 2.97e-17 1.99e-17 1.31e-17 21.99 -1850.73
-33.086  42.433 2.60e-17 1.84e-17 1.26e-17 12.51 -1850.81
-33.085  42.681 3.55e-17 2.65e-17 1.82e-17 21.99 -1850.68
-33.039  42.355 3.43e-17 2.28e-17 1.58e-17 12.19 -1850.84
-33.034  42.400 3.36e-17 2.33e-17 1.65e-17 13.31 -1850.83
-33.019  42.319 2.68e-17 1.92e-17 1.32e-17  9.53 -1850.87
-33.019  42.783 2.71e-17 1.98e-17 1.30e-17 16.46 -1850.68
-33.015  42.545 3.56e-17 2.47e-17 1.76e-17 18.05 -1850.76
-32.968  42.714 3.18e-17 2.35e-17 1.58e-17 15.13 -1850.75
-32.939  42.600 2.42e-17 1.66e-17 1.14e-17 17.69 -1850.96
-32.411  41.909 3.19e-17 2.39e-17 1.70e-17 16.51 -1850.75
