x y flux0 flux1 flux2 width rv
 13.560 -23.828 1.78e-17 1.26e-17 7.07e-18 17.65 -2570.25
 13.560 -23.819 1.29e-17 1.09e-17 6.38e-18 12.71 -2570.27
 13.566 -23.772 1.20e-17 1.01e-17 6.72e-18 14.54 -2570.33
 13.566 -23.809 1.06e-17 1.11e-17 7.63e-18 20.05 -2570.12
 13.572 -23.798 1.40e-17 1.14e-17 6.89e-18 14.41 -2570.22
 13.589 -23.820 1.64e-17 1.49e-17 1.06e-17 20.52 -2570.34
 13.591 -23.834 1.28e-17 1.00e-17 8.03e-18 15.02 -2570.22
 13.597 -23.821 1.41e-17 1.19e-17 6.75e-18 11.47 -2570.26
 13.597 -23.819 1.50e-17 1.11e-17 6.94e-18 11.48 -2570.28
 13.602 -23.821 1.79e-17 1.17e-17 7.57e-18 12.83 -2570.00
 13.602 -23.786 1.27e-17 1.23e-17 7.68e-18 12.35 -2570.36
 13.605 -23.902 1.94e-17 1.58e-17 9.27e-18 10.00 -2570.12
 13.605 -23.789 1.97e-17 1.18e-17 9.18e-18 13.76 -2570.15
 13.672 -23.863 1.45e-17 1.19e-17 6.45e-18 10.07 -2570.21
 13.672 -23.800 1.53e-17 1.03e-17 8.23e-18 15.25 -2570.20
 13.676 -23.770 1.30e-17 1.39e-17 6.44e-18 11.23 -2570.11
