x y flux0 flux1 flux2 width rv
 42.261   8.339 2.04e-17 1.69e-17 1.00e-17  8.02 -2230.86
 42.387   8.316 1.95e-17 1.22e-17 1.24e-17 19.01 -2230.91
 42.429   8.902 2.11e-17 2.01e-17 1.11e-17 15.44 -2230.84
 42.540   8.341 1.87e-17 1.62e-17 1.10e-17 16.41 -2230.96
 42.543   8.450 1.96e-17 1.47e-17 8.47e-18 12.93 -2230.98
 42.569   8.399 2.16e-17 1.30e-17 1.30e-17 13.52 -2231.08
 42.570   8.494 2.00e-17 1.06e-17 7.91e-18 20.25 -2230.95
 42.583   8.267 1.47e-17 1.07e-17 7.70e-18 16.32 -2230.98
 42.585   8.352 2.14e-17 1.51e-17 1.12e-17 18.20 -2230.97
 42.587   8.401 1.85e-17 1.46e-17 1.08e-17 14.60 -2230.94
 42.587   8.422 2.46e-17 1.45e-17 1.25e-17 12.83 -2230.98
 42.588   8.420 1.86e-17 1.62e-17 9.95e-18 13.43 -2231.14
 42.590   8.378 2.01e-17 1.46e-17 8.82e-18 15.20 -2231.09
 42.590   8.422 1.31e-17 1.11e-17 8.19e-18 13.84 -2230.94
 42.590   8.409 2.21e-17 1.39e-17 1.06e-17 16.98 -2230.92
 42.607   8.380 2.27e-17 2.13e-17 7.17e-18 14.06 -2230.70
 42.607   8.460 1.45e-17 1.32e-17 7.01e-18 14.19 -2231.10
 42.612   8.478 1.71e-17 1.25e-17 9.65e-18 21.60 -2230.78
 42.614   8.462 2.11e-17 1.30e-17 1.13e-17 16.11 -2230.97
 42.617   8.453 1.76e-17 1.04e-17 6.87e-18 12.55 -2230.76
 42.618   8.398 1.87e-17 1.80e-17 9.60e-18 10.01 -2230.96
 42.620   8.405 2.16e-17 1.63e-17 1.16e-17 17.28 -2230.98
 42.620   8.487 1.80e-17 1.30e-17 9.08e-18 16.63 -2230.90
 42.621   8.291 1.70e-17 1.25e-17 8.30e-18 13.57 -2231.04
 42.626   8.327 1.74e-17 1.58e-17 9.94e-18 14.58 -2230.95
 42.628   8.446 1.83e-17 1.51e-17 9.03e-18 14.40 -2231.01
 42.630   8.404 1.78e-17 1.34e-17 1.01e-17 15.90 -2231.10
 42.686   8.812 1.99e-17 2.10e-17 1.24e-17 17.32 -2230.90
 42.691   8.293 1.73e-17 1.26e-17 7.55e-18 11.69 -2231.02
 42.695   8.442 1.87e-17 1.24e-17 1.00e-17 22.58 -2230.97
 42.773   8.524 2.39e-17 1.36e-17 7.83e-18  9.33 -2230.83
 42.779   8.333 2.30e-17 1.43e-17 1.21e-17 15.15 -2230.99
