x y flux0 flux1 flux2 width rv
 -4.214  39.882 1.83e-17 1.39e-17 8.42e-18  9.44 -2276.74
 -4.102  39.879 1.59e-17 1.14e-17 7.97e-18 11.08 -2276.60
 -4.064  39.615 1.55e-17 1.19e-17 8.32e-18 12.75 -2276.64
 -4.022  39.748 2.15e-17 1.52e-17 1.05e-17 10.40 -2276.79
 -4.005  39.815 1.72e-17 1.18e-17 7.85e-18 15.64 -2276.68
 -3.977  39.778 1.59e-17 1.34e-17 8.06e-18 14.75 -2276.59
 -3.974  39.750 2.36e-17 1.63e-17 1.07e-17 14.62 -2276.81
 -3.965  39.813 2.36e-17 1.55e-17 1.07e-17 17.44 -2276.82
 -3.960  39.778 2.17e-17 1.52e-17 1.00e-17 14.33 -2276.66
 -3.959  39.757 1.71e-17 1.21e-17 8.58e-18 11.95 -2276.73
 -3.956  39.751 2.31e-17 1.70e-17 1.14e-17 21.04 -2276.65
 -3.951  39.776 1.94e-17 1.54e-17 1.06e-17 11.80 -2276.63
 -3.944  39.864 2.04e-17 1.41e-17 1.08e-17 13.65 -2276.56
 -3.930  39.783 1.68e-17 1.45e-17 8.17e-18 19.98 -2276.54
 -3.901  39.731 1.84e-17 1.16e-17 9.05e-18  9.13 -2276.84
 -3.836  39.930 1.73e-17 1.38e-17 8.47e-18 15.04 -2276.38
 -3.808  39.866 2.27e-17 1.47e-17 1.20e-17 10.26 -2276.67
 -3.805  39.733 1.76e-17 1.34e-17 9.04e-18  9.99 -2276.63
 -3.734  39.848 2.47e-17 1.82e-17 1.32e-17 15.80 -2276.57
 -3.683  39.711 2.07e-17 1.64e-17 9.30e-18 22.24 -2276.72
 -3.662  39.709 1.99e-17 1.49e-17 1.01e-17 15.10 -2276.70
 -3.578  39.597 1.92e-17 1.25e-17 9.54e-18 14.13 -2276.80
 -3.433  39.765 2.25e-17 1.79e-17 1.17e-17 12.78 -2276.66
 -1.497  34.878 1.91e-17 1.52e-17 1.08e-17 16.20 -2197.66
 -1.491  34.741 1.86e-17 1.51e-17 8.94e-18 11.42 -2197.61
 -1.320  34.656 1.96e-17 1.38e-17 8.89e-18 15.40 -2197.67
 -1.274  34.875 2.15e-17 1.36e-17 9.65e-18 15.18 -2197.55
 -1.249  34.748 1.92e-17 1.28e-17 8.21e-18 12.74 -2197.74
 -1.232  34.738 1.94e-17 1.40e-17 8.64e-18 10.88 -2197.77
 -1.187  34.794 1.52e-17 1.22e-17 7.73e-18 18.66 -2197.58
 -1.178  34.689 2.41e-17 1.81e-17 1.20e-17 18.88 -2197.63
 -1.177  34.786 2.41e-17 1.53e-17 1.05e-17 14.61 -2197.68
 -1.154  34.786 2.00e-17 1.29e-17 8.75e-18 13.10 -2197.68
 -1.143  34.815 1.95e-17 1.30e-17 9.30e-18 19.86 -2197.64
 -1.142  34.794 2.23e-17 1.41e-17 1.10e-17 16.06 -2197.61
 -1.140  34.744 2.14e-17 1.49e-17 1.09e-17 16.06 -2197.62
 -1.134  34.829 2.26e-17 1.45e-17 1.07e-17 13.94 -2197.69
 -1.134  34.817 2.56e-17 1.72e-17 1.14e-17 13.67 -2197.54
 -1.133  34.798 1.90e-17 1.36e-17 9.68e-18 14.57 -2197.83
 -1.130  34.798 2.22e-17 1.64e-17 1.08e-17 12.01 -2197.62
 -1.129  34.800 2.07e-17 1.37e-17 8.89e-18 15.28 -2197.49
 -1.126  34.799 1.84e-17 1.31e-17 8.84e-18 12.23 -2197.84
 -1.125  34.801 2.19e-17 1.68e-17 9.54e-18 16.35 -2197.61
 -1.123  34.796 2.00e-17 1.36e-17 9.87e-18 10.60 -2197.87
 -1.120  34.674 1.89e-17 1.29e-17 8.92e-18 17.50 -2197.52
 -1.118  34.787 1.93e-17 1.40e-17 9.94e-18 12.10 -2197.64
 -1.105  34.805 2.16e-17 1.47e-17 1.11e-17 10.65 -2197.63
 -1.068  34.861 2.27e-17 1.74e-17 1.05e-17 15.03 -2197.74
 -1.042  34.508 2.11e-17 1.49e-17 1.06e-17 17.76 -2197.77
 -0.956  34.851 2.04e-17 1.49e-17 1.07e-17 23.09 -2197.69
 -0.741  34.889 1.98e-17 1.56e-17 9.65e-18 15.05 -2197.42
