x y flux0 flux1 flux2 width rv
 28.524 -21.255 2.67e-16 2.13e-16 1.26e-16 38.88 -536.71
 28.861 -22.075 1.44e-16 1.25e-16 6.94e-17 23.84 -977.72
 28.920 -21.414 3.47e-16 2.25e-16 1.32e-16 76.05 -536.55
 29.122 -22.027 4.03e-16 5.24e-16 2.22e-16 68.03 -536.81
 29.187 -21.392 3.12e-16 2.83e-16 1.72e-16 52.78 -536.58
 29.190 -20.838 2.91e-16 1.91e-16 1.29e-16 48.55 -536.39
 29.205 -21.433 5.29e-16 2.92e-16 1.64e-16 64.58 -536.73
 29.214 -21.368 5.13e-16 3.23e-16 2.12e-16 81.70 -536.81
 29.252 -21.453 2.82e-16 1.57e-16 9.88e-17 72.25 -536.65
 29.269 -21.466 3.11e-16 2.18e-16 1.64e-16 46.46 -536.83
 29.279 -21.795 2.95e-16 2.26e-16 1.58e-16 58.25 -536.93
 29.287 -21.458 2.01e-16 1.21e-16 1.17e-16 62.61 -536.82
 29.290 -21.459 3.06e-16 2.95e-16 1.53e-16 25.02 -536.67
 29.299 -21.450 5.56e-16 2.86e-16 2.31e-16 52.03 -536.56
 29.305 -21.345 2.41e-16 1.89e-16 1.19e-16 58.95 -536.57
 29.307 -22.600 1.16e-16 7.38e-17 4.99e-17 39.27 -977.68
 29.313 -21.452 3.26e-16 1.21e-16 1.66e-16 52.98 -536.72
 29.317 -21.453 4.86e-16 2.66e-16 1.92e-16 70.34 -536.73
 29.331 -21.469 2.45e-16 1.85e-16 1.75e-16 41.51 -536.69
 29.339 -21.543 4.02e-16 2.49e-16 1.77e-16 71.30 -536.69
 29.367 -21.976 9.00e-17 6.69e-17 5.12e-17 33.69 -977.55
 29.381 -21.318 3.32e-16 2.08e-16 1.20e-16 39.19 -536.85
 29.399 -21.455 4.32e-16 2.46e-16 1.34e-16 54.03 -536.53
 29.406 -22.188 1.47e-16 8.06e-17 3.61e-17 28.09 -977.62
 29.421 -22.035 8.58e-17 8.86e-17 4.32e-17 29.62 -977.58
 29.427 -21.552 1.00e-16 7.56e-17 4.41e-17 19.29 -977.46
 29.433 -21.983 1.04e-16 4.99e-17 4.70e-17 27.65 -977.57
 29.445 -22.032 1.45e-16 8.37e-17 8.16e-17 37.04 -977.73
 29.450 -22.049 9.52e-17 9.59e-17 5.63e-17 37.93 -977.65
 29.451 -22.089 1.26e-16 1.04e-16 5.24e-17 24.01 -977.49
 29.453 -22.054 7.27e-17 5.20e-17 3.74e-17 40.67 -977.53
 29.453 -22.054 1.07e-16 8.59e-17 4.36e-17 37.42 -977.63
 29.455 -21.100 3.82e-16 3.01e-16 2.15e-16 43.51 -536.68
 29.456 -22.045 1.32e-16 1.04e-16 5.27e-17 22.02 -977.49
 29.456 -21.457 3.10e-16 2.41e-16 1.46e-16 66.28 -536.63
 29.460 -22.055 1.52e-16 1.19e-16 5.37e-17 47.38 -977.63
 29.461 -22.106 1.14e-16 7.93e-17 5.21e-17 55.17 -977.61
 29.483 -21.068 4.57e-16 2.14e-16 1.36e-16 44.22 -536.42
 29.496 -22.033 1.22e-16 9.47e-17 4.39e-17 47.84 -977.74
 29.504 -22.214 9.91e-17 7.22e-17 4.05e-17 31.88 -977.81
 29.593 -22.291 1.26e-16 8.47e-17 5.48e-17 22.81 -977.65
 29.631 -21.622 7.94e-17 8.22e-17 3.78e-17 29.28 -977.46
 29.664 -22.236 7.32e-17 5.71e-17 3.52e-17 30.32 -977.74
 29.738 -21.973 1.07e-16 1.05e-16 6.24e-17 23.81 -977.56
 29.740 -21.549 3.23e-16 3.28e-16 1.86e-16 58.53 -536.72
 29.784 -21.526 1.16e-16 1.04e-16 4.65e-17 25.76 -977.46
 29.790 -22.280 8.66e-17 7.27e-17 5.10e-17 44.13 -977.70
