x y flux0 flux1 flux2 width rv
-20.094 -34.879 3.35e-17 2.65e-17 1.61e-17 15.64 -1804.05
-20.069 -35.011 3.24e-17 1.72e-17 1.32e-17 15.51 -1804.05
-20.048 -34.977 2.40e-17 1.89e-17 9.90e-18 19.26 -1804.02
-20.035 -34.954 3.67e-17 2.28e-17 1.30e-17 18.80 -1804.23
-20.032 -34.896 2.62e-17 2.73e-17 1.91e-17 24.04 -1804.13
-20.028 -34.967 1.66e-17 1.74e-17 1.37e-17 16.81 -1804.14
-20.023 -34.942 2.50e-17 1.45e-17 1.38e-17 16.32 -1803.97
-20.014 -34.939 2.13e-17 1.86e-17 1.26e-17 21.10 -1803.89
-20.013 -34.925 2.45e-17 1.61e-17 1.72e-17 17.74 -1803.89
-20.013 -34.939 3.02e-17 1.81e-17 1.30e-17 14.20 -1804.15
-20.010 -34.940 3.22e-17 2.55e-17 1.78e-17 23.63 -1804.08
-19.995 -34.921 3.50e-17 2.45e-17 1.35e-17 22.79 -1803.97
-19.992 -34.904 3.97e-17 2.08e-17 1.25e-17 17.31 -1804.01
-19.987 -34.967 2.68e-17 2.08e-17 1.36e-17 17.00 -1804.02
-19.978 -34.973 2.44e-17 1.72e-17 1.49e-17 20.51 -1804.18
-19.976 -34.966 2.54e-17 1.82e-17 1.05e-17 17.94 -1804.16
-19.975 -34.918 3.50e-17 2.02e-17 1.83e-17 13.74 -1804.08
-19.925 -34.923 2.68e-17 2.33e-17 1.02e-17 15.40 -1804.21
-19.870 -34.968 3.11e-17 2.41e-17 1.72e-17 18.94 -1804.14
