x y flux0 flux1 flux2 width rv
-43.940 -38.763 6.79e-17 5.50e-17 3.65e-17 23.76 -1253.89
-43.795 -38.584 7.49e-17 4.62e-17 3.53e-17 31.69 -1254.17
-43.508 -38.429 7.25e-17 5.01e-17 2.62e-17 28.83 -1254.05
-43.500 -38.334 5.32e-17 3.27e-17 2.11e-17 21.91 -1254.02
-43.497 -38.269 6.63e-17 3.89e-17 2.36e-17 34.57 -1254.08
-43.492 -38.270 5.91e-17 3.69e-17 2.73e-17 25.95 -1253.84
-43.481 -38.396 7.46e-17 3.91e-17 3.25e-17 22.19 -1253.95
-43.471 -38.360 7.07e-17 6.80e-17 2.43e-17 18.07 -1253.96
-43.459 -38.205 7.79e-17 4.82e-17 3.30e-17 18.44 -1253.99
-43.454 -38.078 6.39e-17 4.55e-17 2.74e-17 25.81 -1254.01
-43.440 -38.394 7.16e-17 4.58e-17 3.21e-17 24.90 -1253.89
-43.431 -38.475 8.03e-17 4.39e-17 3.61e-17 28.35 -1254.07
-43.431 -38.333 6.56e-17 5.39e-17 4.78e-17 29.55 -1253.99
-43.430 -38.305 5.23e-17 3.55e-17 1.83e-17 21.52 -1253.89
-43.429 -38.448 5.02e-17 4.01e-17 2.60e-17 28.10 -1253.86
-43.427 -38.276 7.61e-17 4.90e-17 3.14e-17 23.47 -1254.04
-43.423 -38.299 5.27e-17 3.45e-17 1.94e-17 27.01 -1254.12
-43.417 -38.181 7.16e-17 4.25e-17 4.33e-17 30.38 -1253.98
-43.381 -38.411 4.76e-17 5.06e-17 3.06e-17 19.29 -1253.99
-43.353 -38.384 9.83e-17 3.43e-17 3.17e-17 21.53 -1253.83
-43.343 -38.322 6.71e-17 4.73e-17 4.42e-17 36.37 -1254.08
-43.319 -38.381 5.37e-17 4.10e-17 2.89e-17 18.34 -1254.01
-43.302 -38.213 5.89e-17 4.45e-17 2.59e-17 25.46 -1253.84
-43.267 -38.446 6.95e-17 5.58e-17 3.53e-17 26.35 -1253.73
-43.244 -38.160 8.51e-17 4.90e-17 3.66e-17 25.22 -1253.75
-43.114 -38.343 6.41e-17 3.38e-17 2.17e-17 21.31 -1253.83
-41.731 -40.047 1.42e-17 1.02e-17 7.82e-18 12.44 -2436.94
-41.671 -40.156 1.66e-17 1.01e-17 6.75e-18 13.28 -2436.93
-41.653 -40.055 1.42e-17 1.16e-17 9.14e-18  8.39 -2436.88
-41.627 -40.024 1.66e-17 1.22e-17 6.53e-18 12.93 -2436.92
-41.624 -40.029 2.42e-17 1.09e-17 1.18e-17 12.87 -2436.74
-41.610 -40.039 1.98e-17 1.21e-17 1.04e-17 12.05 -2436.73
-41.605 -40.030 1.71e-17 1.26e-17 7.61e-18 14.21 -2436.80
-41.594 -40.038 1.31e-17 1.14e-17 6.80e-18 11.81 -2436.86
-41.591 -40.061 1.64e-17 1.17e-17 8.16e-18  9.28 -2436.89
-41.585 -40.013 1.89e-17 1.68e-17 8.91e-18 11.81 -2436.76
-41.584 -40.044 1.51e-17 1.28e-17 9.02e-18 12.67 -2436.93
-41.582 -40.006 1.17e-17 1.68e-17 6.43e-18 14.85 -2437.13
-41.576 -40.021 1.93e-17 1.00e-17 5.40e-18 15.50 -2436.82
-41.574 -40.028 1.64e-17 1.26e-17 7.77e-18 14.48 -2436.98
-41.565 -39.995 1.53e-17 1.40e-17 7.81e-18 13.60 -2436.77
-41.545 -40.048 1.98e-17 1.39e-17 8.25e-18 20.43 -2436.87
-41.538 -40.088 2.16e-17 1.38e-17 9.48e-18 13.30 -2436.94
-41.509 -40.046 1.63e-17 1.31e-17 5.33e-18  9.15 -2437.07
