Time,Flux
0.0,1.2139259337429738
1.0,1.2383960639376512
2.0,1.2014960450110674
3.0,1.201023895776421
4.0,1.2320640552690665
5.0,1.2487238891432886
6.0,1.259443014697828
7.0,1.2835084541960136
8.0,1.2919982370092016
9.0,1.2735106234338085
10.0,1.2723875869488444
11.0,1.2750361073145464
12.0,1.2821274299242722
13.0,1.312273339883178
14.0,1.3082042581972522
15.0,1.288810879227189
16.0,1.3111392306364713
17.0,1.2572599891350429
18.0,1.215590011864687
19.0,1.2100629153558293
20.0,1.2155064391018546
21.0,1.1689834913419765
22.0,1.1431636932682114
23.0,1.139224842618991
24.0,1.1190849918762786
25.0,1.100488445368348
26.0,1.081140323486083
27.0,1.0869395156725092
28.0,1.050020224617906
29.0,1.008895966335507
30.0,0.9822663240812382
31.0,0.9980929844773672
32.0,1.02158773509255
33.0,1.0520869995331155
34.0,1.038988309814595
35.0,1.0281323736225567
36.0,1.0635735631429242
37.0,1.0317485057984235
38.0,1.0438972684427463
39.0,1.089796262258621
40.0,1.092972037912324
41.0,1.1020154115774679
42.0,1.1051632505078735
43.0,1.0953359462439518
44.0,1.0874601874338843
45.0,1.1272139824226093
46.0,1.1223823375912454
47.0,1.1248590019900304
48.0,1.1319130482111819
49.0,1.140255726661628
50.0,1.1541706904764424
51.0,1.1537242019285745
52.0,1.1667870617815288
53.0,1.1872210425186334
54.0,1.177247892231954
55.0,1.2157258916879252
56.0,1.2126930013492403
57.0,1.2238715821509116
58.0,1.1925364371812444
59.0,1.195609407499847
60.0,1.2198468752623044
61.0,1.2330399457022299
62.0,1.257523467551223
63.0,1.2241714926055107
64.0,1.2420194993297338
65.0,1.2571622587291562
66.0,1.2796041451563405
67.0,1.2996837115078288
68.0,1.2887765349786742
69.0,1.315882321003039
70.0,1.284240491556918
71.0,1.2976443427929643
72.0,1.3327564819292375
73.0,1.3174107232770607
74.0,1.2727571360394496
75.0,1.2410632951709346
76.0,1.2345558042344962
77.0,1.2328802426640033
78.0,1.2069916002253007
79.0,1.1933472626272306
80.0,1.1294040776604954
81.0,1.1305503721804522
82.0,1.128893214843038
83.0,1.098802082852729
84.0,1.0926119712760745
85.0,1.052428319057413
86.0,1.0312437123494609
87.0,1.0295099577211995
88.0,1.0232359035592378
89.0,1.011332622958536
90.0,1.048176265261726
91.0,1.0378429765960242
92.0,1.0342764676864025
93.0,1.0289258214023067
94.0,1.0432724562633655
95.0,1.066257136046588
96.0,1.0656504476710353
97.0,1.0497468262245107
98.0,1.0830643280378638
99.0,1.0687413433479518
100.0,1.0966737845810601
101.0,1.103613601463278
102.0,1.1205468757215828
103.0,1.1352049964658824
104.0,1.1054302411370656
105.0,1.1073648986930358
106.0,1.1154315291704084
107.0,1.1672352784408504
108.0,1.1530479428225433
109.0,1.1665282682056437
110.0,1.1762934461038217
111.0,1.1820636285855768
112.0,1.1815101339877943
113.0,1.1776230509323362
114.0,1.20575116802614
115.0,1.2202278415407588
116.0,1.2082694354340104
117.0,1.2458846211528483
118.0,1.2410542928649337
119.0,1.2177203435847885
