x y flux0 flux1 flux2 width rv
 15.116 -41.707 2.83e-17 1.43e-17 1.01e-17  9.30 -2411.60
 15.139 -41.748 1.84e-17 1.43e-17 1.00e-17 16.64 -2412.00
 15.143 -41.744 1.92e-17 1.21e-17 8.27e-18 10.92 -2411.69
 15.145 -41.764 1.73e-17 1.50e-17 5.39e-18 12.65 -2411.79
 15.175 -41.741 2.80e-17 1.37e-17 8.91e-18 17.89 -2411.82
 15.175 -41.729 1.29e-17 1.34e-17 9.50e-18 14.72 -2411.80
 15.182 -41.730 1.91e-17 1.37e-17 8.41e-18 10.06 -2411.72
 15.184 -41.738 1.07e-17 1.19e-17 6.50e-18 20.69 -2411.86
 15.186 -41.778 1.58e-17 1.15e-17 7.11e-18 13.78 -2411.62
 15.186 -41.735 1.61e-17 1.38e-17 7.03e-18 17.70 -2411.68
 15.186 -41.736 2.01e-17 1.21e-17 9.02e-18 12.86 -2411.68
 15.190 -41.739 1.77e-17 1.61e-17 8.84e-18 10.00 -2411.73
 15.203 -41.759 1.90e-17 1.21e-17 6.68e-18 11.17 -2411.64
 15.207 -41.815 1.55e-17 1.53e-17 1.01e-17 13.85 -2411.72
 15.217 -41.819 1.57e-17 1.50e-17 8.24e-18 13.31 -2411.94
 15.224 -41.760 2.00e-17 1.50e-17 8.05e-18 16.54 -2411.93
 15.225 -41.759 1.71e-17 1.11e-17 7.81e-18 12.84 -2411.77
 15.228 -41.757 1.64e-17 1.15e-17 7.69e-18 12.88 -2411.67
 15.232 -41.731 2.55e-17 1.51e-17 1.17e-17  9.11 -2411.74
 28.252 -32.590 1.93e-17 1.46e-17 8.48e-18 12.69 -2443.93
 28.411 -32.604 1.33e-17 1.44e-17 6.03e-18 12.38 -2444.19
 28.424 -32.298 1.89e-17 1.29e-17 9.08e-18 11.20 -2443.91
 28.444 -32.427 1.23e-17 1.28e-17 7.56e-18  9.19 -2444.12
 28.465 -32.487 2.16e-17 1.47e-17 7.26e-18 10.03 -2444.22
 28.469 -32.440 1.26e-17 1.11e-17 7.17e-18 13.76 -2444.00
 28.475 -32.450 1.84e-17 1.07e-17 8.32e-18 13.70 -2444.14
 28.479 -32.451 2.13e-17 1.08e-17 7.85e-18 14.64 -2443.93
 28.486 -32.431 1.68e-17 1.41e-17 9.24e-18 14.06 -2444.03
 28.488 -32.391 1.42e-17 1.37e-17 9.68e-18  9.23 -2444.25
 28.488 -32.437 1.62e-17 1.26e-17 8.11e-18 12.60 -2444.18
 28.488 -32.442 1.44e-17 1.15e-17 5.64e-18 10.42 -2444.10
 28.496 -32.438 1.75e-17 1.11e-17 1.12e-17  5.87 -2444.10
 28.498 -32.435 1.64e-17 1.00e-17 4.80e-18 11.28 -2444.11
 28.510 -32.464 1.05e-17 1.02e-17 7.67e-18 11.17 -2444.12
 28.520 -32.470 1.27e-17 1.52e-17 7.15e-18 12.88 -2444.18
 28.522 -32.460 1.19e-17 1.00e-17 6.50e-18 12.92 -2444.14
 28.543 -32.219 1.44e-17 1.44e-17 7.30e-18  7.50 -2444.00
 28.753 -32.759 2.90e-17 1.31e-17 8.52e-18 13.20 -2444.14
 29.203 -32.988 2.08e-17 1.26e-17 5.96e-18 13.65 -2444.12
