x y flux0 flux1 flux2 width rv
-44.586 -22.075 2.37e-16 1.55e-16 1.08e-16 26.08 -783.00
-44.560 -22.135 1.16e-16 1.03e-16 5.92e-17 40.50 -783.09
-44.504 -21.878 1.25e-16 1.24e-16 1.09e-16 38.08 -783.13
-44.463 -22.142 1.27e-16 8.86e-17 8.90e-17 32.01 -783.16
-44.456 -22.416 1.79e-16 9.71e-17 8.82e-17 76.97 -783.18
-44.445 -22.325 1.25e-16 1.33e-16 7.03e-17 46.45 -783.18
-44.407 -22.324 1.52e-16 9.85e-17 7.39e-17 45.30 -783.25
-44.404 -22.436 1.60e-16 1.39e-16 9.58e-17 38.27 -783.46
-44.394 -22.270 1.38e-16 1.19e-16 6.80e-17 35.49 -783.06
-44.390 -22.560 1.62e-16 1.16e-16 7.44e-17 26.07 -783.46
-44.385 -22.388 1.31e-16 9.12e-17 6.92e-17 51.35 -783.31
-44.371 -22.299 1.67e-16 1.53e-16 8.71e-17 48.59 -783.30
-44.358 -22.181 1.08e-16 9.16e-17 5.99e-17 35.89 -783.00
-44.337 -22.424 1.79e-16 1.25e-16 9.12e-17 46.80 -783.31
-44.303 -22.286 1.62e-16 1.48e-16 6.72e-17 47.61 -783.24
-44.293 -22.307 2.11e-16 1.77e-16 9.73e-17 42.34 -783.29
-44.225 -22.649 2.06e-16 1.41e-16 8.17e-17 34.04 -783.30
-44.202 -22.036 1.66e-16 1.33e-16 7.26e-17 52.60 -783.07
-43.843 -21.413 1.75e-16 1.01e-16 7.12e-17 47.12 -782.94
-43.340 -22.185 1.65e-16 1.17e-16 6.67e-17 63.30 -783.22
