x y flux0 flux1 flux2 width rv
-24.534  -7.564 1.41e-17 1.32e-17 8.58e-18 12.99 -2224.92
-24.517  -7.661 2.56e-17 2.10e-17 1.29e-17 14.04 -2225.03
-24.508  -7.464 1.72e-17 1.15e-17 8.89e-18 20.46 -2224.85
-24.499  -7.689 2.25e-17 1.35e-17 9.35e-18 15.18 -2225.00
-24.490  -7.538 2.06e-17 1.46e-17 1.31e-17 15.87 -2224.83
-24.487  -7.633 1.75e-17 1.28e-17 9.19e-18 19.07 -2225.00
-24.466  -7.806 2.20e-17 1.77e-17 9.19e-18 13.01 -2225.00
-24.456  -7.498 1.70e-17 1.61e-17 9.48e-18 14.77 -2224.95
-24.453  -7.556 3.17e-17 1.94e-17 1.56e-17 10.17 -2225.04
-24.452  -7.648 1.63e-17 1.34e-17 9.16e-18 13.82 -2224.88
-24.451  -7.653 1.92e-17 1.58e-17 8.89e-18 16.13 -2224.91
-24.449  -7.654 2.04e-17 1.39e-17 8.68e-18 11.52 -2225.08
-24.441  -7.639 1.76e-17 1.44e-17 1.28e-17 12.70 -2224.97
-24.424  -7.633 1.52e-17 1.41e-17 8.57e-18 16.51 -2224.93
-24.423  -7.517 2.61e-17 1.47e-17 1.25e-17 13.65 -2225.07
-24.420  -7.685 1.76e-17 1.10e-17 7.25e-18 12.76 -2224.80
-24.420  -7.597 1.99e-17 1.33e-17 1.11e-17 18.60 -2225.02
-24.411  -7.615 2.05e-17 1.37e-17 1.16e-17 17.08 -2224.86
-24.403  -7.659 2.78e-17 1.37e-17 1.14e-17 13.85 -2224.97
-24.394  -7.620 1.40e-17 1.28e-17 7.11e-18 13.40 -2224.95
-24.332  -7.572 2.78e-17 1.80e-17 1.16e-17 12.84 -2224.86
-24.056 -11.429 1.88e-17 1.01e-17 8.16e-18 11.86 -2196.92
-23.985 -11.349 1.54e-17 1.14e-17 6.71e-18 12.15 -2196.80
-23.965 -11.271 1.84e-17 1.28e-17 1.06e-17 17.02 -2196.89
-23.962 -11.332 2.63e-17 1.45e-17 1.44e-17 17.89 -2196.87
-23.945 -11.325 2.57e-17 2.06e-17 1.65e-17 20.15 -2196.60
-23.943 -11.344 2.18e-17 1.36e-17 1.53e-17 14.45 -2196.73
-23.939 -11.315 2.70e-17 1.69e-17 1.12e-17 16.79 -2196.89
-23.938 -11.325 1.66e-17 1.60e-17 9.63e-18 12.91 -2196.56
-23.935 -11.339 2.64e-17 1.45e-17 1.10e-17 18.09 -2196.76
-23.932 -11.323 2.07e-17 1.79e-17 8.00e-18 23.68 -2196.73
-23.931 -11.332 2.19e-17 1.59e-17 9.69e-18 14.73 -2196.71
-23.931 -11.325 2.45e-17 1.38e-17 9.89e-18 15.95 -2196.87
-23.919 -11.354 1.90e-17 1.35e-17 7.75e-18 12.86 -2196.84
-23.910 -11.337 2.28e-17 1.73e-17 1.07e-17 24.54 -2196.84
-23.906 -11.215 2.15e-17 1.30e-17 9.34e-18 16.83 -2196.70
-23.898 -11.226 2.08e-17 1.32e-17 1.12e-17 13.49 -2196.81
-23.894 -11.314 1.89e-17 1.69e-17 9.87e-18 11.88 -2196.67
-23.888 -11.319 1.93e-17 1.43e-17 1.13e-17 13.89 -2196.95
-23.885 -11.316 1.96e-17 1.33e-17 1.29e-17 18.28 -2196.73
-23.858 -11.394 1.70e-17 1.41e-17 7.17e-18 12.59 -2196.83
-23.844 -11.344 2.04e-17 1.45e-17 8.78e-18 18.45 -2196.51
-23.835 -11.357 2.14e-17 1.72e-17 1.15e-17 14.09 -2196.76
-23.826 -11.213 1.54e-17 1.47e-17 7.97e-18 10.13 -2196.61
-23.825 -11.345 1.91e-17 1.10e-17 9.24e-18 18.33 -2196.75
-23.808 -11.348 1.93e-17 1.46e-17 1.16e-17 18.37 -2196.74
-23.728 -11.238 1.62e-17 1.45e-17 9.68e-18 13.61 -2196.76
