Time,Flux
0.0,1.1866650419517502
1.0,1.1661899910663354
2.0,1.1581475139716697
3.0,1.1233975351304115
4.0,1.1240950014911804
5.0,1.0887570045257688
6.0,1.0698284367314268
7.0,1.051235072491248
8.0,1.045295236802023
9.0,1.0542597825714801
10.0,1.0124265820294736
11.0,1.0246503382308343
12.0,0.9859960037351516
13.0,1.0222807732323071
14.0,1.0189756207758525
15.0,1.020054989470809
16.0,1.0038405409506304
17.0,1.0402070372359042
18.0,1.030478716910983
19.0,1.063826628134446
20.0,1.0428226396548235
21.0,1.058718512839647
22.0,1.0708723578047414
23.0,1.0795310553352553
24.0,1.065251883679521
25.0,1.0771394382035073
26.0,1.1031684909793251
27.0,1.096579443117703
28.0,1.0826883417134143
29.0,1.0941189048449187
30.0,1.1384473930184793
31.0,1.1232675127981862
32.0,1.108884267849536
33.0,1.1420481398816014
34.0,1.14259833306992
35.0,1.1471998940902628
36.0,1.1553938180257364
37.0,1.1586609750648937
38.0,1.1778760769518046
39.0,1.1745285070930338
40.0,1.1869916586774643
41.0,1.1795332609112004
42.0,1.1899580287416147
43.0,1.1898593215767086
44.0,1.1744659658779926
45.0,1.1670850487293134
46.0,1.2100086158583916
47.0,1.2303163737063956
48.0,1.2314957599179153
49.0,1.2095684537989528
50.0,1.2243958086252507
51.0,1.1810963729779362
52.0,1.19189253344174
53.0,1.1847058932640235
54.0,1.1478033549540587
55.0,1.131347340498843
56.0,1.1489321182015284
57.0,1.1178578114476245
58.0,1.0829426032467397
59.0,1.0984999905127644
60.0,1.0702466303985012
61.0,1.0585349293901751
62.0,1.031442204463964
63.0,1.0044108527613278
64.0,1.025483346989961
65.0,0.9729611114023253
66.0,1.0158847439817535
67.0,1.0083231943301967
68.0,0.9928015340476902
69.0,1.0180070052555485
70.0,1.0489696023017177
71.0,1.0155662590322112
72.0,1.054545419727111
73.0,1.053401630519236
74.0,1.0719281928526596
75.0,1.052659213105678
76.0,1.0443387061111085
77.0,1.0623209074874702
78.0,1.070555327054821
79.0,1.0882759847849273
80.0,1.099911648126756
81.0,1.1222260595210107
82.0,1.1127125568021328
83.0,1.1163009137749296
84.0,1.1142544428993362
85.0,1.1237511447170483
86.0,1.1281808017302797
87.0,1.131420788981744
88.0,1.1406931462812875
89.0,1.1453090343257681
90.0,1.1527702273002773
91.0,1.131264812426772
92.0,1.1838294285375406
93.0,1.151533958197726
94.0,1.1641903881608269
95.0,1.1839677142068235
96.0,1.1718841827950783
97.0,1.2004068178621978
98.0,1.2131810929887492
99.0,1.231216477445837
100.0,1.2005353317605785
101.0,1.2433427273292856
102.0,1.2436947443002457
103.0,1.2108006916732423
104.0,1.1982749473745138
105.0,1.2234031534983922
106.0,1.1952242874307761
107.0,1.1686008874831366
108.0,1.1873660260341659
109.0,1.1354497002100303
110.0,1.1221691764814012
111.0,1.1204937686306513
112.0,1.1104362517780413
113.0,1.0882789239699033
114.0,1.0619920168752743
115.0,1.0500023647105667
116.0,1.0425965217039164
117.0,1.002048863041183
118.0,1.0005671929429454
119.0,1.0078785700038566
