Time,Flux
0.0,1.2108183631552167
1.0,1.2051873249717948
2.0,1.2475972544988867
3.0,1.2600907526970029
4.0,1.2475952892557378
5.0,1.3008843868014235
6.0,1.2476033736260284
7.0,1.274568155920842
8.0,1.2789362506373863
9.0,1.3189618806132075
10.0,1.3268409303688076
11.0,1.3395669317918686
12.0,1.364729479389451
13.0,1.3532257810294244
14.0,1.3916140587128334
15.0,1.3621510615134014
16.0,1.3897265454131913
17.0,1.402236284564547
18.0,1.3819678487891234
19.0,1.4108125692761957
20.0,1.412423777188785
21.0,1.400527013823523
22.0,1.399660276814876
23.0,1.3476131578143913
24.0,1.3224544260253845
25.0,1.2778055851539487
26.0,1.2633421566507017
27.0,1.2575332258984144
28.0,1.2465327104716446
29.0,1.1974017760162357
30.0,1.1692450484578383
31.0,1.132810003122948
32.0,1.12826879790702
33.0,1.1181004995448418
34.0,1.0490869629092496
35.0,1.035671011976414
36.0,1.0223543708055571
37.0,0.9906868918391364
38.0,1.011206331159895
39.0,1.0108244264824666
40.0,1.0432136007708592
41.0,1.0498604239163833
42.0,1.0496701914715652
43.0,1.0466690029580645
44.0,1.0666423895855086
45.0,1.0782142717178167
46.0,1.0625300371627673
47.0,1.130938811025164
48.0,1.1376879253701417
49.0,1.1289130797948914
50.0,1.1081785104431479
51.0,1.1442238612409308
52.0,1.188847425669855
53.0,1.174664229685287
54.0,1.209426590780704
55.0,1.1835420616555397
56.0,1.2091563441939746
57.0,1.1950172843877052
58.0,1.2060730681486718
59.0,1.2251648582009993
60.0,1.2664537152299034
61.0,1.2456091285204516
62.0,1.2636098423212399
63.0,1.2466073483821212
64.0,1.3128268035851367
65.0,1.2961857692101268
66.0,1.304682969868469
67.0,1.2962385282207645
68.0,1.319771599629461
69.0,1.3652609423324646
70.0,1.364124368449621
71.0,1.3430170580478062
72.0,1.3474284153368907
73.0,1.3725779947253758
74.0,1.367565752826889
75.0,1.414150949145794
76.0,1.3860596482801855
77.0,1.390591761805552
78.0,1.4184803380092217
79.0,1.4163014552590798
80.0,1.3699403021561636
81.0,1.322313690492023
82.0,1.3084613878200273
83.0,1.2843835227637077
84.0,1.2829985751709556
85.0,1.237318561380356
86.0,1.2083869464189563
87.0,1.1886109517688792
88.0,1.2073898670098262
89.0,1.1169690150878833
90.0,1.0956400453447288
91.0,1.0841043755361017
92.0,1.0504247028928315
93.0,1.0392554240768035
94.0,0.9932156789503311
95.0,1.0007031414866823
96.0,1.0078609691984546
97.0,1.0359467708792114
98.0,1.026998496180758
99.0,1.0594809057952046
100.0,1.0419653024501967
101.0,1.0563635613759987
102.0,1.0712468534493942
103.0,1.0799671745926163
104.0,1.1036801454642164
105.0,1.1041027061912099
106.0,1.144569411075836
107.0,1.1243591764102117
108.0,1.1362201399793062
109.0,1.1479519005326995
110.0,1.158521833645765
111.0,1.1892427941830395
112.0,1.2007737819802602
113.0,1.180942375829583
114.0,1.2151607625991578
115.0,1.2336731585880663
116.0,1.2630719439563056
117.0,1.234489685909284
118.0,1.2590730104902164
119.0,1.2431815383626776
