x y flux0 flux1 flux2 width rv
-22.788  29.717 2.65e-17 2.19e-17 1.30e-17 16.31 -2046.85
-22.614  29.958 1.96e-17 1.59e-17 1.17e-17 13.21 -2046.84
-22.608  29.705 2.35e-17 1.74e-17 1.14e-17 21.02 -2046.82
-22.549  29.904 2.81e-17 2.03e-17 1.36e-17 22.47 -2046.66
-22.498  29.835 2.54e-17 2.03e-17 1.17e-17 12.57 -2046.82
-22.397  29.906 2.03e-17 1.35e-17 1.03e-17 16.26 -2046.87
-22.395  29.909 2.33e-17 1.80e-17 1.35e-17 11.97 -2046.94
-22.381  29.937 1.90e-17 1.26e-17 7.67e-18 14.82 -2046.75
-22.379  29.948 2.77e-17 1.80e-17 1.21e-17 13.91 -2046.80
-22.377  29.909 2.11e-17 1.62e-17 1.01e-17 18.43 -2046.69
-22.376  29.930 2.49e-17 1.41e-17 1.11e-17 13.96 -2046.94
-22.376  29.949 2.21e-17 1.70e-17 1.00e-17 15.17 -2046.80
-22.373  29.940 2.41e-17 1.98e-17 1.14e-17 21.06 -2047.00
-22.372  29.942 2.74e-17 1.48e-17 1.28e-17 19.79 -2046.75
-22.363  29.901 2.50e-17 1.78e-17 1.21e-17 22.27 -2046.78
-22.362  29.952 2.13e-17 1.71e-17 1.46e-17  8.72 -2046.59
-22.359  29.967 1.76e-17 1.36e-17 1.01e-17 12.38 -2046.91
-22.334  29.960 1.83e-17 1.37e-17 8.59e-18 15.92 -2046.83
-22.327  29.931 1.56e-17 1.28e-17 8.24e-18 14.17 -2046.79
-22.271  29.975 2.48e-17 2.01e-17 1.06e-17 14.79 -2046.93
-22.238  29.843 2.83e-17 1.92e-17 1.47e-17 12.62 -2046.64
-22.177  29.846 2.19e-17 1.61e-17 1.06e-17  9.71 -2046.83
-20.653  15.396 2.00e-16 1.68e-16 1.22e-16 94.80 -501.04
-19.610  17.854 2.34e-16 1.85e-16 1.25e-16 71.04 -501.20
-19.465  17.567 3.63e-16 2.45e-16 1.51e-16 36.28 -501.43
-19.354  18.289 3.03e-16 2.72e-16 1.73e-16 50.74 -501.10
-19.332  17.466 3.55e-16 2.91e-16 1.79e-16 62.71 -501.21
-19.319  17.564 3.09e-16 2.97e-16 1.68e-16 76.91 -501.33
-19.296  17.455 3.23e-16 2.47e-16 2.08e-16 74.07 -501.46
-19.212  17.989 2.49e-16 1.81e-16 1.33e-16 85.06 -501.18
-19.184  17.678 4.08e-16 3.16e-16 2.15e-16 47.43 -501.45
-18.919  26.838 1.71e-17 1.34e-17 9.46e-18 12.45 -2235.44
-18.864  26.999 2.05e-17 1.61e-17 1.14e-17 10.59 -2235.38
-18.860  16.937 2.55e-16 2.22e-16 1.50e-16 62.48 -501.54
-18.827  26.876 1.66e-17 1.12e-17 7.53e-18 17.19 -2235.65
-18.793  27.116 1.91e-17 1.39e-17 8.45e-18 16.28 -2235.47
-18.777  26.928 1.81e-17 1.23e-17 9.56e-18 14.54 -2235.42
-18.777  26.886 1.66e-17 1.27e-17 7.24e-18 13.65 -2235.61
-18.774  26.911 2.15e-17 1.70e-17 1.13e-17 12.66 -2235.33
-18.774  26.926 2.00e-17 1.59e-17 1.02e-17 19.31 -2235.51
-18.770  26.962 1.90e-17 1.16e-17 8.09e-18 10.83 -2235.37
-18.768  26.925 2.23e-17 1.46e-17 1.01e-17 12.17 -2235.52
-18.767  26.979 1.97e-17 1.33e-17 9.72e-18  9.56 -2235.52
-18.767  26.925 1.60e-17 1.21e-17 7.40e-18 13.60 -2235.48
-18.761  26.904 2.88e-17 1.99e-17 1.11e-17 20.01 -2235.58
-18.761  26.924 1.73e-17 1.35e-17 1.06e-17 14.62 -2235.57
-18.757  26.929 1.93e-17 1.72e-17 1.06e-17 19.22 -2235.50
-18.755  26.925 2.12e-17 1.66e-17 1.25e-17 16.47 -2235.65
-18.749  26.916 1.94e-17 1.39e-17 1.01e-17 14.41 -2235.62
-18.743  26.911 1.63e-17 1.05e-17 8.31e-18 13.64 -2235.52
-18.742  26.764 1.51e-17 1.33e-17 8.56e-18 21.18 -2235.62
-18.740  26.905 2.01e-17 1.42e-17 9.91e-18 18.02 -2235.45
-18.735  26.891 2.08e-17 1.34e-17 1.06e-17 13.60 -2235.49
-18.734  26.959 1.83e-17 1.44e-17 7.60e-18 10.02 -2235.70
-18.734  26.900 1.96e-17 1.62e-17 1.21e-17 14.64 -2235.48
-18.733  26.866 1.87e-17 1.32e-17 7.39e-18 15.29 -2235.44
-18.725  26.966 1.91e-17 1.67e-17 1.12e-17 10.71 -2235.57
-18.724  26.847 1.59e-17 1.19e-17 8.00e-18 11.56 -2235.57
-18.704  26.949 2.08e-17 1.78e-17 1.10e-17 19.16 -2235.47
-18.699  17.200 4.31e-16 2.68e-16 2.09e-16 61.05 -501.54
-18.697  26.904 1.67e-17 1.40e-17 8.57e-18 11.58 -2235.38
-18.622  27.091 1.59e-17 1.22e-17 8.79e-18 21.31 -2235.48
-18.543  26.938 1.76e-17 1.14e-17 9.23e-18 16.35 -2235.87
-18.534  26.764 2.02e-17 1.48e-17 1.00e-17 17.24 -2235.62
-18.517  27.009 1.81e-17 1.53e-17 1.33e-17 11.18 -2235.73
-18.345  17.751 4.12e-16 2.35e-16 2.13e-16 92.52 -501.40
