x y flux0 flux1 flux2 width rv
-25.209  21.576 2.12e-17 1.22e-17 1.01e-17 16.44 -2197.00
-25.203  21.599 2.01e-17 1.59e-17 1.10e-17 12.31 -2197.12
-25.201  21.529 1.69e-17 1.33e-17 7.46e-18 12.55 -2196.77
-25.191  21.564 2.03e-17 1.71e-17 1.06e-17 10.07 -2196.89
-25.162  21.567 2.21e-17 1.42e-17 1.16e-17  7.80 -2197.01
-25.162  21.371 1.86e-17 1.39e-17 9.18e-18 14.93 -2196.78
-25.154  21.371 1.99e-17 1.36e-17 1.19e-17 20.25 -2196.74
-25.140  21.576 2.61e-17 1.45e-17 1.10e-17 18.23 -2196.96
-25.127  21.591 1.76e-17 1.18e-17 8.12e-18 16.74 -2197.11
-25.122  21.576 2.01e-17 1.58e-17 9.62e-18  9.12 -2196.81
-25.122  21.626 2.17e-17 1.50e-17 1.03e-17 14.18 -2196.94
-25.118  21.568 1.89e-17 1.44e-17 1.08e-17 17.64 -2196.83
-25.118  21.673 2.01e-17 1.32e-17 8.41e-18 16.10 -2196.86
-25.115  21.555 2.15e-17 1.62e-17 1.20e-17 20.67 -2196.79
-25.114  21.605 2.37e-17 1.30e-17 9.34e-18 12.23 -2196.98
-25.100  21.519 2.21e-17 1.65e-17 1.21e-17 17.53 -2197.00
-25.089  21.611 1.80e-17 1.57e-17 9.79e-18 14.19 -2196.97
-25.082  21.596 2.53e-17 1.65e-17 1.15e-17 15.47 -2196.91
-25.078  21.601 1.69e-17 1.19e-17 7.70e-18 14.47 -2197.01
-25.057  21.599 1.57e-17 1.10e-17 7.68e-18 15.19 -2196.88
-25.052  21.170 2.03e-17 1.41e-17 1.08e-17 12.91 -2196.70
-24.973  21.908 1.88e-17 1.51e-17 1.05e-17 16.51 -2196.94
-16.314  18.383 1.74e-17 1.29e-17 7.88e-18 14.86 -2459.96
-16.293  18.344 1.73e-17 1.26e-17 8.83e-18 16.29 -2460.25
-16.281  18.364 1.91e-17 1.24e-17 7.90e-18 16.89 -2459.81
-16.281  18.377 1.61e-17 1.04e-17 7.66e-18 14.11 -2459.84
-16.279  18.338 1.39e-17 1.36e-17 8.05e-18 15.80 -2459.89
-16.276  18.341 1.27e-17 1.05e-17 7.25e-18 15.13 -2459.89
-16.271  18.341 1.82e-17 1.43e-17 8.99e-18 16.33 -2459.90
-16.269  18.327 1.72e-17 1.22e-17 9.36e-18 13.80 -2459.92
-16.268  18.338 1.47e-17 1.21e-17 7.85e-18 14.73 -2460.09
-16.268  18.339 1.52e-17 1.10e-17 7.16e-18 13.50 -2460.03
-16.267  18.337 1.14e-17 1.07e-17 6.75e-18 15.37 -2460.07
-16.266  18.339 1.67e-17 1.15e-17 8.21e-18 15.86 -2459.85
-16.266  18.345 2.03e-17 1.17e-17 8.89e-18 14.14 -2459.98
-16.266  18.354 1.82e-17 1.31e-17 9.69e-18 16.27 -2459.74
-16.258  18.324 1.40e-17 1.04e-17 7.50e-18 17.02 -2459.98
-16.258  18.329 1.67e-17 1.36e-17 9.36e-18 16.65 -2460.02
-16.252  18.320 1.52e-17 1.02e-17 8.11e-18 12.22 -2459.95
-16.246  18.338 1.72e-17 1.31e-17 8.69e-18 14.52 -2460.09
-16.245  18.340 1.75e-17 1.23e-17 7.56e-18 15.86 -2460.04
