x y flux0 flux1 flux2 width rv
-29.998 -25.407 1.63e-17 1.54e-17 8.28e-18 16.47 -2476.07
-29.994 -25.186 1.98e-17 1.49e-17 8.07e-18 15.66 -2476.13
-29.991 -25.182 1.45e-17 1.46e-17 8.59e-18 15.16 -2476.07
-29.983 -25.180 1.48e-17 1.38e-17 8.39e-18 16.33 -2476.11
-29.982 -25.171 1.49e-17 1.25e-17 8.25e-18 14.05 -2475.94
-29.936 -25.172 1.97e-17 1.51e-17 1.10e-17 12.78 -2476.18
-29.930 -25.148 1.92e-17 1.71e-17 6.64e-18 11.05 -2476.06
-29.909 -25.134 1.62e-17 1.41e-17 1.03e-17  7.74 -2476.14
-29.901 -25.269 2.02e-17 1.24e-17 1.02e-17 14.34 -2476.01
-29.898 -25.125 1.71e-17 1.11e-17 1.01e-17 12.88 -2476.13
-29.876 -24.549 1.24e-17 1.04e-17 7.37e-18 13.13 -2475.84
