x y flux0 flux1 flux2 width rv
-13.439   9.748 1.84e-17 1.30e-17 1.07e-17 19.58 -1936.03
-13.325   9.904 2.70e-17 1.80e-17 1.24e-17 17.98 -1935.99
-13.143   9.824 3.25e-17 2.16e-17 1.46e-17 15.11 -1936.15
-13.139   9.510 1.99e-17 1.30e-17 1.02e-17 24.35 -1935.91
-13.128   9.503 1.76e-17 1.67e-17 1.06e-17 18.20 -1936.17
-13.064   9.793 2.67e-17 1.71e-17 1.27e-17 16.84 -1936.06
-13.047   9.715 2.09e-17 1.62e-17 9.86e-18 23.40 -1936.08
-13.040   9.737 2.56e-17 1.62e-17 1.23e-17  8.30 -1935.94
-13.031   9.671 2.75e-17 1.94e-17 1.26e-17 10.41 -1936.01
-13.020   9.709 2.48e-17 1.61e-17 9.28e-18 19.70 -1935.99
-13.014   9.646 1.56e-17 1.43e-17 1.06e-17 17.28 -1936.03
-13.014   9.793 2.53e-17 2.00e-17 1.35e-17 15.90 -1936.24
-13.011   9.677 2.95e-17 2.26e-17 1.73e-17 22.49 -1936.33
-13.008   9.724 3.02e-17 2.08e-17 1.20e-17 19.94 -1936.13
-13.008   9.688 2.00e-17 1.42e-17 1.27e-17 21.99 -1936.09
-12.998   9.719 2.53e-17 1.60e-17 1.06e-17 22.55 -1936.00
-12.996   9.637 2.73e-17 1.67e-17 1.36e-17 14.87 -1936.18
-12.994   9.923 2.32e-17 1.71e-17 1.24e-17 20.87 -1936.09
-12.991   9.756 3.05e-17 1.65e-17 1.49e-17 14.72 -1936.11
-12.943   9.917 3.37e-17 1.96e-17 1.39e-17 21.94 -1936.08
-12.925   9.598 2.68e-17 1.64e-17 1.33e-17 29.52 -1935.98
-12.843   9.779 2.87e-17 1.84e-17 1.09e-17 25.26 -1935.90
-12.836   9.788 3.24e-17 1.87e-17 1.55e-17 20.97 -1936.02
-12.832   9.540 1.72e-17 1.23e-17 1.02e-17 19.50 -1935.98
-12.780   9.499 2.18e-17 1.92e-17 1.37e-17 19.97 -1936.13
