x y flux0 flux1 flux2 width rv
 36.150  36.123 1.36e-17 1.32e-17 8.05e-18 18.53 -2423.96
 36.160  36.252 1.72e-17 1.15e-17 7.28e-18 12.84 -2423.94
 36.166  36.134 1.75e-17 1.14e-17 8.43e-18 13.12 -2423.80
 36.210  36.169 1.58e-17 1.20e-17 6.91e-18 24.48 -2423.93
 36.212  36.183 2.27e-17 1.66e-17 1.13e-17 19.65 -2423.94
 36.217  36.206 2.20e-17 1.44e-17 9.44e-18 11.21 -2424.03
 36.222  36.194 1.79e-17 1.17e-17 7.88e-18 13.28 -2424.01
 36.225  36.202 1.80e-17 1.33e-17 7.55e-18  9.91 -2424.02
 36.235  36.252 1.70e-17 1.36e-17 9.16e-18 18.19 -2423.85
 36.238  36.197 1.44e-17 1.03e-17 6.52e-18 14.60 -2423.98
 36.240  36.196 1.36e-17 1.18e-17 7.02e-18 13.88 -2423.86
 36.262  36.217 1.78e-17 1.43e-17 8.45e-18 14.06 -2423.89
 36.267  36.223 1.54e-17 1.11e-17 6.96e-18 18.47 -2423.91
 36.309  36.322 1.89e-17 1.12e-17 8.22e-18  9.84 -2423.91
 38.027  44.835 2.14e-17 1.32e-17 9.10e-18 15.58 -2303.95
 38.135  44.992 1.62e-17 1.14e-17 8.17e-18 17.05 -2304.20
 38.140  44.940 1.81e-17 1.23e-17 8.86e-18 11.91 -2304.17
 38.163  44.884 2.03e-17 1.32e-17 9.39e-18 13.67 -2304.23
 38.181  44.995 1.93e-17 1.35e-17 7.78e-18 15.08 -2304.33
