Time,Flux
0.0,1.1286538906143957
1.0,1.1176125450364809
2.0,1.138396631587267
3.0,1.135904224465956
4.0,1.141133837984657
5.0,1.1661715376085755
6.0,1.1523703007053294
7.0,1.1591812741949445
8.0,1.1552145814689112
9.0,1.1798282645627467
10.0,1.1523365548156193
11.0,1.1850270943436645
12.0,1.193077598193191
13.0,1.19520605682059
14.0,1.2098437717951915
15.0,1.1632698791846208
16.0,1.1140984156214713
17.0,1.1452397134696404
18.0,1.1290689587547613
19.0,1.0913202007114824
20.0,1.085072524976795
21.0,1.0499893132089884
22.0,1.0510119695001747
23.0,1.0544950216042155
24.0,1.033514580500104
25.0,1.0158686080909574
26.0,1.0308730022874608
27.0,0.9883411354933024
28.0,1.015916823948447
29.0,1.02216046273196
30.0,1.0008530610208468
31.0,1.0260012208011307
32.0,1.0386231374316999
33.0,1.0482362168135502
34.0,1.0219681767634397
35.0,1.0539799435169883
36.0,1.0676285014362388
37.0,1.0348278799505009
38.0,1.0804624755780967
39.0,1.0547277674552913
40.0,1.065305299310814
41.0,1.0767925381889532
42.0,1.0663871132708964
43.0,1.0883015056110736
44.0,1.0586146152591218
45.0,1.102347937260582
46.0,1.1084063073795702
47.0,1.0786610484083543
48.0,1.1293876000520742
49.0,1.128191426928288
50.0,1.1073194929155514
51.0,1.1289781848934979
52.0,1.1334893942542772
53.0,1.1199937488959253
54.0,1.1461705967371183
55.0,1.1462131323542653
56.0,1.161099908681625
57.0,1.1614962176986896
58.0,1.1614044896512414
59.0,1.1713296012688148
60.0,1.1800846607716498
61.0,1.1896571462837147
62.0,1.1748664201024837
63.0,1.1931299145635155
64.0,1.166199053161869
65.0,1.1577147386810775
66.0,1.1619738127757517
67.0,1.1402139825365094
68.0,1.1336267941309794
69.0,1.1043574575580022
70.0,1.1091022146808018
71.0,1.101110494091099
72.0,1.0590846473148532
73.0,1.059406720418286
74.0,1.059724932023602
75.0,1.0237226280949978
76.0,1.0472084841938651
77.0,0.990006876431065
78.0,1.0019400266101726
79.0,1.0225987509481849
80.0,0.9982940083758777
81.0,1.0150746164643791
82.0,1.0298808455007418
83.0,1.0439500113124593
84.0,1.0792462302366899
85.0,1.0501844293003488
86.0,1.0483620311735355
87.0,1.0576706506431608
88.0,1.0726192365719618
89.0,1.0570466034254526
90.0,1.0786431917341082
91.0,1.0596701683009082
92.0,1.0992610044867426
93.0,1.098118514611703
94.0,1.1056066279925352
95.0,1.0978365163662056
96.0,1.0729905080174922
97.0,1.0867810837925709
98.0,1.119346569324137
99.0,1.1332848472946362
100.0,1.1311089491941628
101.0,1.1272440265053307
102.0,1.139942478062816
103.0,1.1257295804589833
104.0,1.1679477263745335
105.0,1.1272570090861807
106.0,1.1679284790356923
107.0,1.1430084469388122
108.0,1.144860557387612
109.0,1.1785156333420936
110.0,1.1980754669250502
111.0,1.1696807892851682
112.0,1.190685908189978
113.0,1.1729844988927163
114.0,1.1921742588327338
115.0,1.1912292926066155
116.0,1.186465983873709
117.0,1.1484804292792339
118.0,1.151274651101307
119.0,1.1290542849441074
