x y flux0 flux1 flux2 width rv
 16.269 -22.802 3.31e-16 3.05e-16 2.15e-16 86.34 -518.48
 16.372 -23.946 3.78e-16 2.39e-16 2.32e-16 50.01 -518.78
 16.376 -22.827 5.09e-16 3.53e-16 1.65e-16 48.99 -518.37
 16.383 -23.412 2.74e-16 1.69e-16 1.08e-16 68.27 -518.60
 16.466 -23.072 4.03e-16 3.04e-16 1.62e-16 43.28 -518.71
 16.494 -23.441 3.77e-16 3.23e-16 1.68e-16 53.95 -518.75
 16.576 -23.404 3.71e-16 2.78e-16 1.91e-16 65.77 -518.61
 16.708 -23.196 4.48e-16 2.61e-16 1.76e-16 66.02 -518.91
 16.772 -23.343 2.59e-16 2.93e-16 1.91e-16 71.78 -518.83
 16.776 -23.296 3.41e-16 2.74e-16 1.74e-16 47.22 -518.74
 16.790 -23.356 2.56e-16 2.01e-16 1.96e-16 60.02 -518.89
 16.816 -23.390 4.00e-16 2.47e-16 1.34e-16 74.40 -518.80
 16.845 -23.624 4.17e-16 2.69e-16 1.44e-16 54.39 -518.82
 16.847 -23.437 4.44e-16 3.95e-16 2.15e-16 57.59 -518.82
 16.859 -23.337 4.44e-16 2.28e-16 1.61e-16 64.44 -518.91
 16.876 -22.914 2.88e-16 2.38e-16 1.77e-16 89.23 -518.70
 16.909 -23.337 5.00e-16 2.75e-16 2.39e-16 50.38 -518.90
 16.958 -23.423 4.05e-16 2.87e-16 1.93e-16 60.43 -518.68
 16.991 -23.541 3.09e-16 1.88e-16 1.25e-16 61.48 -519.02
 17.010 -22.593 3.03e-16 1.86e-16 9.94e-17 72.89 -518.66
 17.015 -23.375 4.29e-16 3.44e-16 2.35e-16 69.13 -518.67
 17.063 -23.378 3.20e-16 3.21e-16 2.49e-16 59.35 -518.86
 17.066 -23.168 3.46e-16 2.01e-16 1.56e-16 57.24 -518.74
 17.079 -23.475 4.51e-16 3.08e-16 2.31e-16 62.28 -518.90
 17.141 -23.675 3.83e-16 2.40e-16 2.07e-16 48.83 -518.75
 17.179 -23.367 3.06e-16 2.57e-16 2.12e-16 49.16 -518.91
 17.237 -24.078 4.12e-16 2.37e-16 1.80e-16 73.85 -518.86
