x y flux0 flux1 flux2 width rv
  4.467 -22.375 2.11e-17 1.92e-17 1.19e-17 16.21 -1948.88
  4.672 -22.458 1.93e-17 1.70e-17 8.33e-18 19.88 -1948.79
  4.774 -22.496 2.29e-17 1.44e-17 9.23e-18 17.94 -1949.04
  4.790 -22.727 1.83e-17 1.66e-17 9.31e-18 19.18 -1948.79
  4.813 -22.824 2.23e-17 2.33e-17 1.15e-17 16.43 -1949.04
  4.820 -22.464 2.49e-17 2.26e-17 1.70e-17 16.73 -1948.92
  4.833 -22.924 2.53e-17 1.54e-17 9.64e-18 10.17 -1948.85
  4.842 -22.693 1.59e-17 1.27e-17 6.48e-18 16.05 -1948.91
  4.876 -22.656 2.11e-17 2.52e-17 1.40e-17 16.92 -1948.86
  4.879 -22.810 2.49e-17 2.13e-17 1.33e-17 18.13 -1948.85
  4.879 -22.656 2.09e-17 1.82e-17 1.34e-17 11.11 -1949.04
  4.885 -22.616 2.50e-17 1.68e-17 1.29e-17 15.95 -1948.97
  4.890 -22.659 2.20e-17 1.69e-17 1.00e-17 22.78 -1948.94
  4.898 -22.648 2.52e-17 2.02e-17 1.71e-17 14.48 -1948.74
  4.903 -22.677 3.38e-17 3.14e-17 1.67e-17 14.41 -1948.94
  4.906 -22.659 1.90e-17 1.13e-17 8.35e-18 15.70 -1949.01
  4.910 -22.678 2.96e-17 2.43e-17 1.54e-17 21.79 -1948.84
  4.915 -22.637 2.13e-17 2.10e-17 1.30e-17 14.11 -1949.07
  4.923 -22.657 1.98e-17 1.28e-17 1.29e-17 21.87 -1948.92
  4.933 -22.611 3.39e-17 2.10e-17 1.41e-17 16.43 -1948.86
  4.941 -22.626 2.89e-17 1.64e-17 1.77e-17 16.38 -1948.77
  4.962 -22.591 2.71e-17 1.50e-17 1.14e-17 18.51 -1949.06
  4.982 -22.712 2.23e-17 2.49e-17 1.06e-17 19.43 -1948.85
  5.091 -22.877 2.89e-17 2.14e-17 1.15e-17 22.60 -1948.80
