x y flux0 flux1 flux2 width rv
-13.022 -14.137 3.00e-17 2.24e-17 1.65e-17 23.90 -1336.16
-12.972 -13.774 5.01e-17 3.35e-17 2.42e-17 24.78 -1336.29
-12.957 -13.862 6.29e-17 4.33e-17 2.60e-17 34.70 -1336.26
-12.856 -14.042 5.48e-17 3.84e-17 2.65e-17 27.43 -1336.38
-12.829 -13.867 5.30e-17 4.55e-17 3.20e-17 21.59 -1336.14
-12.827 -13.910 3.89e-17 2.68e-17 2.32e-17 24.06 -1336.14
-12.816 -14.149 4.93e-17 3.35e-17 2.53e-17 23.94 -1336.22
-12.815 -13.880 7.37e-17 4.09e-17 2.53e-17 21.27 -1336.15
-12.797 -13.871 6.90e-17 3.54e-17 2.68e-17 19.66 -1336.27
-12.772 -13.913 6.27e-17 5.58e-17 3.23e-17 28.73 -1336.19
-12.768 -14.071 4.61e-17 3.79e-17 3.44e-17 23.07 -1336.23
-12.760 -13.883 6.70e-17 5.11e-17 2.88e-17 31.35 -1336.49
-12.757 -13.846 5.30e-17 4.58e-17 2.32e-17 30.22 -1336.20
-12.757 -13.883 5.15e-17 3.30e-17 2.67e-17 35.29 -1336.23
-12.756 -13.880 5.92e-17 3.75e-17 2.95e-17 16.85 -1336.27
-12.753 -13.875 5.67e-17 3.38e-17 2.18e-17 41.23 -1336.12
-12.752 -13.864 4.64e-17 3.46e-17 2.12e-17 19.15 -1336.22
-12.728 -13.820 6.08e-17 4.69e-17 3.13e-17 25.97 -1336.22
-12.724 -13.747 7.80e-17 4.84e-17 2.70e-17 22.41 -1336.10
-12.705 -13.865 5.28e-17 3.15e-17 3.31e-17 21.20 -1336.06
-12.703 -14.026 5.69e-17 2.53e-17 2.04e-17 21.88 -1336.16
-12.695 -13.956 4.97e-17 4.82e-17 2.70e-17 28.39 -1336.26
-12.683 -13.862 3.11e-17 2.51e-17 1.30e-17 17.48 -1336.11
-12.682 -13.842 6.35e-17 3.56e-17 2.74e-17 19.30 -1336.32
-12.645 -13.879 4.87e-17 4.05e-17 2.61e-17 20.06 -1335.96
-12.642 -13.889 4.84e-17 3.30e-17 2.92e-17 29.07 -1336.12
-12.559 -13.956 6.90e-17 3.30e-17 2.75e-17 27.84 -1336.21
-12.517 -13.766 4.35e-17 3.57e-17 2.19e-17 22.10 -1336.12
 -4.240 -12.839 5.16e-17 4.53e-17 2.83e-17 11.07 -1234.80
 -4.230 -12.934 6.69e-17 5.22e-17 3.24e-17 25.00 -1234.76
 -4.207 -12.769 5.98e-17 3.54e-17 2.56e-17 28.27 -1234.88
 -4.156 -12.679 5.31e-17 3.61e-17 3.01e-17 24.97 -1234.89
 -4.147 -12.693 7.01e-17 6.18e-17 3.52e-17 27.72 -1234.82
 -4.112 -12.842 7.96e-17 5.10e-17 3.85e-17 27.19 -1234.83
 -4.100 -12.840 5.06e-17 4.06e-17 2.88e-17 28.92 -1234.85
 -4.093 -12.891 6.83e-17 4.50e-17 3.02e-17 24.22 -1234.78
 -4.018 -12.773 4.83e-17 2.57e-17 2.82e-17 21.16 -1234.88
 -3.985 -12.829 6.27e-17 3.76e-17 3.58e-17 27.37 -1234.75
 -3.818 -13.042 6.40e-17 5.94e-17 2.79e-17 29.93 -1234.92
