Time,Flux
0.0,1.0429153868754417
1.0,1.076780743684433
2.0,1.0409125835274213
3.0,1.043568709388795
4.0,1.0873570507759946
5.0,1.0816578633351568
6.0,1.081313925145838
7.0,1.0785152981084252
8.0,1.091673400201128
9.0,1.089554060010654
10.0,1.0850023920035197
11.0,1.1229563135966163
12.0,1.1141227119895858
13.0,1.1247908016428763
14.0,1.109521966705343
15.0,1.11695907416027
16.0,1.1523624956231793
17.0,1.1468473406772814
18.0,1.1477240487336797
19.0,1.1668309899085902
20.0,1.1869797413530678
21.0,1.1914749088528025
22.0,1.1597224587275734
23.0,1.1991227526915222
24.0,1.191568475841146
25.0,1.1722957206504543
26.0,1.1850074189549253
27.0,1.2151503073648464
28.0,1.2038222991506813
29.0,1.2309089935190898
30.0,1.245182145298047
31.0,1.2469284881809064
32.0,1.2608084329091829
33.0,1.2445478272411898
34.0,1.2463892875629443
35.0,1.26669421605665
36.0,1.2473107379365154
37.0,1.213610591930611
38.0,1.1996521489904854
39.0,1.1793127515737343
40.0,1.1542691333697508
41.0,1.1094618315736609
42.0,1.1339066322050664
43.0,1.137383988724959
44.0,1.0928179146522154
45.0,1.0825459554313857
46.0,1.0454917416675886
47.0,1.0350513592654809
48.0,1.0170657555744314
49.0,0.9833118198123847
50.0,1.0253850122855672
51.0,1.0084601555644577
52.0,1.0487951589846898
53.0,1.0600753049008211
54.0,1.0345994716059805
55.0,1.0393036232869348
56.0,1.041672766081076
57.0,1.065012328978132
58.0,1.0700140413670458
59.0,1.0787902418297375
60.0,1.0793814825825194
61.0,1.0718426826082135
62.0,1.0832967933653543
63.0,1.0759130598458015
64.0,1.0767831000196764
65.0,1.0819333767199661
66.0,1.125264134443719
67.0,1.1138695844743847
68.0,1.120120068511983
69.0,1.1263972714669426
70.0,1.118244035042549
71.0,1.178059671397618
72.0,1.167971289140499
73.0,1.1643184181534658
74.0,1.1794079840615406
75.0,1.203519328166203
76.0,1.2101075592461408
77.0,1.168506561154906
78.0,1.169486959161839
79.0,1.2008874756359722
80.0,1.1959154851581786
81.0,1.204499727322727
82.0,1.213273778413687
83.0,1.212939431456603
84.0,1.2297838620878714
85.0,1.2434997479429843
86.0,1.2522429368701837
87.0,1.2724487628390209
88.0,1.2596639581059526
89.0,1.2604857437559625
90.0,1.2258669541087255
91.0,1.2149047762237435
92.0,1.168062864983492
93.0,1.1919280487773989
94.0,1.1524216140736003
95.0,1.129692343748836
96.0,1.1134223136454244
97.0,1.09617999972981
98.0,1.0528995570744653
99.0,1.0646378044794222
100.0,1.0648179400177855
101.0,1.024489652536573
102.0,0.9965598577362078
103.0,1.0199934767867758
104.0,1.016835338260811
105.0,1.0144551331857172
106.0,1.0338504517046465
107.0,1.0552812103367775
108.0,1.0542393253154771
109.0,1.0514278490958051
110.0,1.081815524966219
111.0,1.054012757631087
112.0,1.0565416989302419
113.0,1.0848165420226912
114.0,1.0637576394185886
115.0,1.078902426187037
116.0,1.1023618962040558
117.0,1.1014294621748115
118.0,1.099577734257644
119.0,1.1279370735159062
