x y flux0 flux1 flux2 width rv
 19.764  16.507 1.75e-17 1.46e-17 9.45e-18 10.30 -2437.37
 19.801  16.629 1.73e-17 1.08e-17 7.54e-18  9.50 -2437.56
 19.803  16.592 1.85e-17 1.14e-17 6.83e-18 12.19 -2437.43
 19.834  16.607 1.78e-17 1.35e-17 9.22e-18 11.64 -2437.26
 19.842  16.606 1.87e-17 1.33e-17 8.34e-18 12.32 -2437.53
 19.862  16.598 2.30e-17 1.50e-17 9.41e-18 14.66 -2437.30
 19.869  16.593 1.71e-17 1.27e-17 7.70e-18 10.64 -2437.57
 19.869  16.596 1.82e-17 1.34e-17 8.10e-18 12.69 -2437.53
 19.870  16.590 1.85e-17 1.05e-17 7.68e-18 11.94 -2437.71
 19.876  16.635 1.40e-17 1.07e-17 7.59e-18 12.94 -2437.51
 19.880  16.631 1.83e-17 1.14e-17 8.75e-18 12.82 -2437.39
 19.887  16.628 2.19e-17 1.41e-17 9.05e-18 10.75 -2437.69
 19.895  16.551 1.52e-17 1.03e-17 7.21e-18 13.02 -2437.40
 19.897  16.607 1.66e-17 1.42e-17 1.13e-17 13.44 -2437.57
 19.910  16.624 1.81e-17 1.41e-17 8.50e-18 14.39 -2437.60
 20.211  15.300 2.21e-17 1.54e-17 1.02e-17 14.20 -2107.59
 20.258  15.375 1.80e-17 1.14e-17 8.75e-18 16.62 -2107.59
 20.276  15.383 1.69e-17 1.37e-17 9.31e-18 12.14 -2107.53
 20.284  15.393 2.29e-17 2.04e-17 1.39e-17 22.12 -2107.50
 20.287  15.405 2.85e-17 1.89e-17 1.21e-17 13.31 -2107.70
 20.291  15.423 2.54e-17 1.65e-17 1.25e-17 10.16 -2107.72
 20.292  15.417 2.21e-17 1.47e-17 8.97e-18 21.81 -2107.71
 20.292  15.405 1.80e-17 1.04e-17 9.97e-18 12.75 -2107.48
 20.292  15.406 2.11e-17 1.50e-17 1.25e-17 15.80 -2107.57
 20.293  15.404 2.32e-17 1.92e-17 1.17e-17 17.23 -2107.49
 20.293  15.397 3.00e-17 1.94e-17 1.18e-17 20.05 -2107.54
 20.293  15.400 1.73e-17 1.28e-17 9.62e-18 15.30 -2107.45
 20.293  15.402 1.97e-17 1.81e-17 9.72e-18 14.22 -2107.55
 20.293  15.402 2.26e-17 1.63e-17 1.12e-17 19.74 -2107.73
 20.294  15.413 2.48e-17 1.92e-17 1.58e-17 19.37 -2107.49
 20.295  15.406 2.59e-17 2.06e-17 1.18e-17 16.31 -2107.69
 20.296  15.403 2.00e-17 1.31e-17 9.68e-18 17.37 -2107.65
 20.297  15.398 2.34e-17 1.98e-17 8.92e-18 12.51 -2107.49
 20.299  15.397 3.22e-17 1.96e-17 1.37e-17 10.16 -2107.75
 20.303  15.395 1.90e-17 1.40e-17 9.13e-18 14.65 -2107.71
 20.306  15.454 2.15e-17 1.37e-17 1.08e-17 11.17 -2107.67
 20.308  15.416 2.35e-17 1.51e-17 1.04e-17 14.02 -2107.73
 20.308  15.434 1.96e-17 1.82e-17 9.97e-18 16.28 -2107.58
 20.314  15.389 2.21e-17 1.41e-17 9.85e-18 20.42 -2107.35
 20.322  15.445 2.03e-17 1.74e-17 8.80e-18 11.99 -2107.69
 20.329  15.400 2.90e-17 1.69e-17 1.35e-17 15.85 -2107.56
 20.332  15.438 2.05e-17 1.64e-17 1.11e-17 14.08 -2107.63
