x y flux0 flux1 flux2 width rv
-23.715 -18.843 3.68e-16 3.56e-16 2.78e-16 98.64 -453.60
-23.190 -18.226 5.33e-16 3.53e-16 2.13e-16 69.97 -453.78
-22.654 -18.640 5.56e-16 3.28e-16 2.15e-16 71.99 -453.73
-22.596 -18.882 5.39e-16 3.64e-16 2.13e-16 76.19 -453.67
-22.410 -18.210 3.18e-16 3.56e-16 2.27e-16 79.67 -453.61
-22.362 -17.521 5.81e-16 4.16e-16 3.08e-16 81.89 -453.43
-22.237 -18.738 7.39e-16 2.56e-16 2.51e-16 73.43 -453.69
-22.150 -18.224 3.81e-16 3.08e-16 1.20e-16 76.06 -453.60
-22.148 -18.389 4.84e-16 4.81e-16 2.36e-16 85.44 -453.53
-22.113 -18.764 5.04e-16 3.53e-16 2.38e-16 31.06 -453.74
-22.105 -18.416 4.81e-16 3.35e-16 1.99e-16 109.59 -453.50
-22.094 -18.053 4.07e-16 3.96e-16 3.11e-16 77.16 -453.48
-22.045 -18.314 4.04e-16 3.83e-16 2.04e-16 79.77 -453.58
-22.007 -18.236 6.25e-16 3.63e-16 2.90e-16 106.77 -453.62
-21.998 -18.259 5.00e-16 3.57e-16 2.16e-16 87.85 -453.53
-21.994 -17.797 4.27e-16 3.11e-16 1.69e-16 64.73 -453.42
-21.990 -18.118 4.27e-16 2.95e-16 2.10e-16 54.75 -453.58
-21.989 -18.285 4.71e-16 3.40e-16 1.70e-16 103.60 -453.44
-21.986 -18.251 3.94e-16 3.95e-16 1.75e-16 66.77 -453.46
-21.975 -18.257 6.00e-16 4.01e-16 2.95e-16 49.93 -453.42
-21.969 -18.221 5.08e-16 2.63e-16 1.93e-16 60.96 -453.36
-21.963 -18.238 5.18e-16 3.50e-16 2.89e-16 57.89 -453.48
-21.950 -18.459 6.38e-16 5.01e-16 4.44e-16 45.11 -453.54
-21.944 -18.220 5.61e-16 3.50e-16 1.74e-16 63.57 -453.48
-21.932 -18.608 4.22e-16 3.90e-16 2.22e-16 87.75 -453.57
-21.907 -18.265 5.75e-16 5.17e-16 2.18e-16 81.12 -453.39
-21.885 -17.860 3.76e-16 2.62e-16 1.85e-16 60.78 -453.47
-21.816 -18.332 5.64e-16 2.84e-16 1.71e-16 80.84 -453.54
-21.774 -18.070 4.65e-16 3.05e-16 2.59e-16 42.87 -453.36
-21.658 -18.182 4.51e-16 3.56e-16 1.65e-16 126.62 -453.32
-21.628 -17.394 6.42e-16 3.67e-16 2.98e-16 59.12 -453.18
-21.628 -18.440 4.57e-16 3.57e-16 2.51e-16 51.56 -453.32
-21.618 -18.075 5.37e-16 3.35e-16 2.06e-16 56.57 -453.52
-17.250 -18.683 1.50e-17 1.16e-17 8.44e-18 14.03 -2509.20
-17.018 -18.680 1.73e-17 1.06e-17 8.70e-18 15.72 -2509.06
-17.016 -18.611 1.45e-17 1.24e-17 9.24e-18  9.93 -2509.04
-17.001 -18.613 2.15e-17 1.29e-17 7.16e-18 10.93 -2509.01
-16.996 -18.664 1.58e-17 1.14e-17 7.91e-18 12.24 -2508.96
-16.977 -18.568 1.87e-17 1.14e-17 8.74e-18 11.57 -2508.91
-16.967 -18.632 1.33e-17 1.27e-17 5.31e-18 17.17 -2509.11
-16.956 -18.663 1.62e-17 1.18e-17 5.45e-18 11.69 -2509.07
-16.951 -18.636 1.05e-17 1.21e-17 6.94e-18 13.93 -2508.91
-16.950 -18.735 1.55e-17 1.39e-17 8.23e-18 12.56 -2509.14
-16.939 -18.616 1.85e-17 1.10e-17 5.11e-18 16.14 -2509.03
-16.938 -18.640 1.43e-17 1.01e-17 6.56e-18 11.91 -2508.90
-16.935 -18.639 1.74e-17 1.23e-17 7.22e-18 14.38 -2508.97
-16.933 -18.637 1.76e-17 1.07e-17 8.41e-18 15.71 -2509.05
-16.927 -18.661 1.94e-17 1.37e-17 7.27e-18 13.55 -2509.01
-16.922 -18.629 1.41e-17 1.01e-17 8.08e-18 14.14 -2508.95
-16.906 -18.647 1.42e-17 1.31e-17 8.28e-18 12.79 -2508.81
-16.894 -18.560 1.13e-17 1.08e-17 6.74e-18  6.03 -2509.00
-16.880 -18.607 1.58e-17 1.36e-17 8.54e-18 14.70 -2509.02
-16.759 -18.443 2.31e-17 1.08e-17 6.65e-18 11.62 -2508.90
