Time,Flux
0.0,1.0277086200670738
1.0,1.014202306214715
2.0,1.00827035209732
3.0,1.0027850535676917
4.0,1.0048330106638015
5.0,1.01281738837575
6.0,1.0550774875553006
7.0,1.0238434706337818
8.0,1.0234134548277716
9.0,1.0376283194833706
10.0,1.0747992752378082
11.0,1.0401977283869885
12.0,1.0546325360541446
13.0,1.0824284617728916
14.0,1.0808121129289965
15.0,1.0946075039495178
16.0,1.0921561966811484
17.0,1.0981153656122307
18.0,1.1114678683267873
19.0,1.0917956664626831
20.0,1.1137391497293134
21.0,1.125592217019664
22.0,1.129741979420966
23.0,1.1318976347669367
24.0,1.1222851845507522
25.0,1.1357223976554458
26.0,1.1745266559857184
27.0,1.1707315997911185
28.0,1.1713526226693693
29.0,1.1863609978556824
30.0,1.200744073565858
31.0,1.173498142729521
32.0,1.2036005415537743
33.0,1.2271387210146179
34.0,1.1984816363070652
35.0,1.223025468663316
36.0,1.195675498059543
37.0,1.2447242013634436
38.0,1.2204411253068255
39.0,1.2432622945070502
40.0,1.221367237805535
41.0,1.2430646300747923
42.0,1.2419280407234974
43.0,1.208380381698837
44.0,1.2109786880133762
45.0,1.1855422479805966
46.0,1.1603460446447864
47.0,1.1646695588047737
48.0,1.1154711803038628
49.0,1.1561360712830397
50.0,1.1062601656963469
51.0,1.1198575253453704
52.0,1.080718209012874
53.0,1.0349445640579573
54.0,1.0309262488967346
55.0,1.0159943119580845
56.0,1.0274452687293847
57.0,1.0039685597974524
58.0,1.0104778154730247
59.0,1.0089109215284722
60.0,1.0204025025728196
61.0,1.034369999145434
62.0,1.0195754585445629
63.0,1.0464815972621937
64.0,1.0822646800952396
65.0,1.0463636229052786
66.0,1.0527857134902627
67.0,1.0615806932009757
68.0,1.05922402254305
69.0,1.1004889162010885
70.0,1.0826488453045597
71.0,1.0876684809123822
72.0,1.07441721965377
73.0,1.1059255994636812
74.0,1.0983395130352624
75.0,1.1228098461036609
76.0,1.1301056108198042
77.0,1.1062471317693074
78.0,1.1361157167131468
79.0,1.1479002921996877
80.0,1.1296278326205618
81.0,1.1553763131842314
82.0,1.1573421798126737
83.0,1.141813528986661
84.0,1.1790381443983013
85.0,1.2057285313603472
86.0,1.1616928710840717
87.0,1.164531588994986
88.0,1.196951856193746
89.0,1.2265457904786343
90.0,1.2245348104096863
91.0,1.221161073478729
92.0,1.2331415192003943
93.0,1.2096329250092763
94.0,1.2302372083627904
95.0,1.2524322905126641
96.0,1.2446559318522363
97.0,1.275451665064433
98.0,1.2505940745157522
99.0,1.2013016937646674
100.0,1.2086849618310584
101.0,1.183016410692462
102.0,1.1600518245143034
103.0,1.1395176502429247
104.0,1.1646031663737626
105.0,1.129910018209577
106.0,1.0766454104450773
107.0,1.0998926954363895
108.0,1.051891012331423
109.0,1.0324515227411226
110.0,1.042499268259845
111.0,1.0107873038492177
112.0,1.0412490605167033
113.0,0.9716940426350896
114.0,0.9820466821120882
115.0,1.036118522688539
116.0,1.0286952103926883
117.0,1.047061311618136
118.0,1.0362441619454137
119.0,1.0549807439669205
