x y flux0 flux1 flux2 width rv
-37.579 -31.444 1.87e-17 1.47e-17 8.13e-18 15.60 -2197.77
-37.529 -31.359 2.45e-17 1.80e-17 1.18e-17 14.03 -2197.60
-37.488 -31.533 2.08e-17 1.23e-17 1.06e-17 13.48 -2197.59
-37.481 -31.044 2.03e-17 1.57e-17 1.06e-17 12.95 -2197.67
-37.472 -31.537 1.42e-17 1.17e-17 9.30e-18 23.46 -2197.75
-37.447 -31.513 2.55e-17 1.96e-17 1.06e-17 16.17 -2197.80
-37.444 -31.491 2.66e-17 2.07e-17 1.08e-17 12.87 -2197.81
-37.437 -31.487 1.59e-17 1.44e-17 8.02e-18 15.30 -2197.81
-37.432 -31.485 2.00e-17 1.38e-17 9.49e-18 12.41 -2197.67
-37.425 -31.462 2.08e-17 1.50e-17 9.84e-18 11.38 -2197.63
-37.425 -31.461 1.92e-17 1.53e-17 1.23e-17 23.09 -2197.74
-37.405 -31.537 2.15e-17 1.46e-17 8.54e-18 10.73 -2197.77
-37.379 -31.468 1.60e-17 1.18e-17 8.71e-18 14.34 -2197.86
-37.320 -31.514 1.86e-17 1.56e-17 1.28e-17 10.51 -2197.78
