x y flux0 flux1 flux2 width rv
  2.816 -17.126 1.43e-16 9.44e-17 4.84e-17 40.55 -875.91
  3.055 -16.967 1.53e-16 6.13e-17 7.02e-17 36.57 -875.95
  3.087 -16.748 1.05e-16 7.27e-17 5.18e-17 62.22 -875.85
  3.095 -16.807 1.48e-16 1.36e-16 8.47e-17 34.61 -875.99
  3.098 -16.596 1.09e-16 1.13e-16 7.24e-17 30.59 -876.08
  3.102 -16.839 1.46e-16 7.37e-17 5.30e-17 54.99 -876.02
  3.108 -16.927 1.39e-16 8.39e-17 7.06e-17 54.66 -876.16
  3.109 -16.806 9.00e-17 8.67e-17 4.68e-17 20.92 -876.07
  3.111 -17.310 1.00e-16 5.72e-17 5.59e-17 34.63 -875.69
  3.135 -16.836 1.35e-16 7.47e-17 6.67e-17 45.79 -875.96
  3.145 -16.832 1.35e-16 8.58e-17 6.18e-17 42.87 -876.05
  3.153 -16.833 9.10e-17 8.42e-17 4.39e-17 41.48 -875.89
  3.155 -16.697 6.69e-17 6.99e-17 4.66e-17 27.69 -875.69
  3.174 -16.808 1.34e-16 7.88e-17 6.32e-17 49.42 -875.75
  3.193 -16.798 8.09e-17 5.13e-17 4.70e-17 39.00 -875.81
  3.222 -16.866 1.29e-16 1.05e-16 5.95e-17 44.49 -875.95
  3.247 -16.732 1.17e-16 7.39e-17 6.25e-17 41.28 -875.86
  3.403 -16.948 1.35e-16 9.05e-17 6.03e-17 25.12 -876.10
  3.436 -16.774 1.06e-16 1.08e-16 5.69e-17 31.21 -876.11
  3.449 -16.237 1.61e-16 1.02e-16 6.82e-17 49.31 -875.91
  3.847 -16.619 1.21e-16 8.23e-17 5.80e-17 22.69 -875.81
 12.233 -25.233 1.62e-17 1.23e-17 9.82e-18 13.80 -2284.12
 12.257 -25.239 1.79e-17 1.14e-17 8.33e-18 11.53 -2284.06
 12.270 -25.262 2.05e-17 1.68e-17 1.07e-17 22.25 -2283.92
 12.273 -25.201 1.86e-17 1.50e-17 9.54e-18 15.25 -2284.07
 12.278 -25.171 1.63e-17 1.15e-17 9.89e-18 11.81 -2284.17
 12.290 -25.252 1.55e-17 1.69e-17 1.06e-17 14.37 -2284.16
 12.295 -25.231 1.88e-17 1.00e-17 7.19e-18  9.63 -2284.13
 12.301 -25.243 2.14e-17 1.75e-17 1.20e-17 13.76 -2283.95
 12.304 -25.244 1.42e-17 1.23e-17 7.16e-18 14.77 -2284.05
 12.305 -25.310 1.65e-17 1.53e-17 7.97e-18 15.10 -2284.00
 12.305 -25.221 1.88e-17 1.59e-17 1.04e-17 12.25 -2284.06
 12.307 -25.241 1.87e-17 2.08e-17 1.07e-17 12.03 -2284.20
 12.309 -25.248 2.07e-17 1.28e-17 6.94e-18 16.58 -2284.27
 12.312 -25.241 2.06e-17 1.65e-17 1.12e-17 21.07 -2283.96
 12.313 -25.242 2.06e-17 1.01e-17 7.60e-18 12.37 -2284.05
 12.317 -25.241 2.01e-17 1.50e-17 1.11e-17 16.88 -2284.07
 12.330 -25.245 1.82e-17 1.58e-17 8.05e-18 14.17 -2284.07
 12.334 -25.324 2.57e-17 1.40e-17 1.10e-17 14.94 -2284.15
 12.343 -25.214 1.42e-17 1.22e-17 8.37e-18 18.85 -2284.11
 12.345 -25.296 2.51e-17 1.55e-17 9.30e-18 17.51 -2284.04
 12.347 -25.258 1.40e-17 1.25e-17 9.43e-18 16.95 -2284.26
 12.369 -25.313 1.61e-17 1.16e-17 7.19e-18 11.41 -2284.12
 12.382 -25.278 2.16e-17 1.53e-17 1.13e-17 17.02 -2284.21
 12.389 -25.234 1.63e-17 1.40e-17 6.30e-18 12.85 -2284.23
 12.501 -29.504 1.74e-17 1.20e-17 8.53e-18 14.93 -2513.39
 12.518 -25.015 2.23e-17 1.39e-17 9.35e-18 13.19 -2284.05
 12.537 -29.524 1.65e-17 1.34e-17 9.22e-18 16.54 -2513.25
 12.539 -29.437 1.18e-17 1.01e-17 5.15e-18 13.62 -2513.28
 12.547 -29.493 1.53e-17 1.19e-17 7.05e-18 15.15 -2513.35
 12.548 -29.525 1.50e-17 1.43e-17 8.07e-18  7.76 -2513.50
 12.555 -29.505 1.69e-17 1.38e-17 8.25e-18 14.91 -2513.67
 12.557 -29.508 1.48e-17 1.29e-17 8.55e-18 12.19 -2513.49
 12.557 -29.518 1.22e-17 1.01e-17 6.70e-18 10.40 -2513.40
 12.559 -29.516 1.82e-17 1.32e-17 8.70e-18 19.83 -2513.50
 12.584 -25.186 2.35e-17 1.52e-17 9.64e-18 15.83 -2284.14
 12.629 -29.498 1.46e-17 1.53e-17 9.36e-18 19.62 -2513.69
