x y flux0 flux1 flux2 width rv
 39.318 -18.586 3.49e-17 2.60e-17 1.43e-17 18.79 -1722.15
 39.416 -18.518 3.25e-17 2.59e-17 1.74e-17 14.28 -1722.41
 39.425 -18.669 3.42e-17 2.28e-17 1.37e-17 21.85 -1722.27
 39.493 -18.437 3.30e-17 2.66e-17 1.45e-17 22.70 -1722.25
 39.522 -18.575 4.48e-17 2.66e-17 1.79e-17 13.89 -1722.29
 39.524 -18.590 3.27e-17 2.41e-17 1.25e-17 14.91 -1722.20
 39.530 -18.609 3.23e-17 1.97e-17 1.49e-17 25.07 -1722.35
 39.531 -18.792 3.72e-17 2.06e-17 1.44e-17 15.25 -1722.03
 39.548 -18.648 3.06e-17 2.07e-17 1.88e-17 23.41 -1722.09
 39.554 -18.590 2.57e-17 1.56e-17 1.18e-17 18.25 -1722.29
 39.561 -18.637 2.99e-17 1.58e-17 1.71e-17 11.10 -1722.33
 39.561 -18.607 2.94e-17 1.80e-17 1.38e-17 19.10 -1722.15
 39.565 -18.626 3.09e-17 1.92e-17 1.61e-17 26.93 -1722.12
 39.566 -18.612 5.24e-17 2.91e-17 2.41e-17 19.29 -1722.12
 39.574 -18.657 3.91e-17 2.44e-17 1.30e-17 17.52 -1722.23
 39.580 -18.615 2.57e-17 1.84e-17 1.34e-17 25.08 -1722.09
 39.584 -18.587 1.86e-17 1.35e-17 1.13e-17 22.18 -1722.13
 39.603 -18.485 3.10e-17 2.24e-17 1.54e-17 15.40 -1722.14
 39.613 -18.641 3.27e-17 1.88e-17 1.87e-17 21.87 -1722.37
 39.614 -18.583 2.43e-17 2.32e-17 1.51e-17 20.18 -1722.20
 39.630 -18.739 3.88e-17 1.76e-17 1.47e-17 20.84 -1722.35
 39.772 -18.444 5.02e-17 3.50e-17 1.51e-17 18.80 -1722.04
 39.830 -18.302 2.75e-17 2.67e-17 1.67e-17 18.36 -1722.08
