x y flux0 flux1 flux2 width rv
 30.043 -22.501 1.04e-16 7.23e-17 5.63e-17 35.31 -977.72
 30.269 -22.724 2.08e-16 2.52e-16 1.31e-16 67.01 -536.95
 31.177 -16.505 2.07e-17 1.50e-17 1.12e-17  8.19 -2174.33
 31.183 -16.396 1.48e-17 1.04e-17 9.04e-18 13.20 -2174.25
 31.219 -16.541 1.48e-17 1.01e-17 6.76e-18 15.92 -2174.29
 31.236 -16.492 2.42e-17 1.45e-17 1.50e-17 19.44 -2174.45
 31.237 -16.486 1.99e-17 1.58e-17 1.14e-17 20.14 -2174.30
 31.238 -16.499 1.87e-17 1.46e-17 9.40e-18 14.63 -2174.53
 31.242 -16.487 2.04e-17 1.42e-17 8.18e-18 20.56 -2174.38
 31.249 -16.501 2.89e-17 1.63e-17 1.16e-17 18.46 -2174.37
 31.252 -16.506 1.53e-17 1.44e-17 8.86e-18 15.42 -2174.33
 31.252 -16.505 1.61e-17 1.61e-17 8.68e-18 15.16 -2174.26
 31.253 -16.515 1.94e-17 1.29e-17 1.19e-17 10.86 -2174.51
 31.254 -16.505 2.18e-17 1.24e-17 8.36e-18  8.53 -2174.40
 31.254 -16.504 1.41e-17 1.22e-17 5.91e-18 11.53 -2174.43
 31.255 -16.500 2.76e-17 1.36e-17 9.94e-18 12.99 -2173.99
 31.255 -16.498 1.77e-17 1.19e-17 1.22e-17 18.27 -2174.40
 31.258 -16.550 2.35e-17 1.42e-17 9.37e-18 19.48 -2174.17
 31.258 -16.506 1.97e-17 1.13e-17 9.25e-18 17.41 -2174.14
 31.264 -16.508 2.72e-17 1.45e-17 1.13e-17 15.62 -2174.30
 31.272 -16.515 3.14e-17 1.51e-17 1.11e-17 15.73 -2174.42
