x y flux0 flux1 flux2 width rv
 26.480 -13.705 3.74e-17 3.49e-17 3.02e-17 24.32 -1355.50
 26.661 -14.032 4.46e-17 2.85e-17 1.77e-17 28.90 -1355.53
 26.742 -13.544 7.57e-17 4.13e-17 3.44e-17 27.57 -1355.38
 26.744 -14.158 5.51e-17 4.22e-17 3.13e-17 41.67 -1355.45
 26.810 -13.819 7.89e-17 4.29e-17 3.16e-17 23.99 -1355.49
 26.827 -14.417 3.74e-17 3.25e-17 1.66e-17 20.88 -1355.62
 26.846 -14.174 6.37e-17 4.00e-17 2.45e-17 31.75 -1355.61
 26.886 -14.187 9.40e-17 4.30e-17 3.61e-17 19.23 -1355.62
 26.895 -14.182 5.01e-17 4.32e-17 2.82e-17 19.02 -1355.59
 26.896 -14.135 6.82e-17 4.72e-17 2.87e-17 21.83 -1355.68
 26.899 -14.147 5.17e-17 3.37e-17 3.15e-17 18.37 -1355.71
 26.899 -14.115 4.21e-17 3.38e-17 2.62e-17 20.43 -1355.58
 26.905 -14.116 4.43e-17 5.52e-17 2.79e-17 21.19 -1355.59
 26.931 -14.089 5.19e-17 3.64e-17 3.02e-17 25.10 -1355.70
 26.934 -14.136 4.80e-17 3.29e-17 3.01e-17 22.85 -1355.55
 26.939 -14.201 5.47e-17 3.48e-17 2.18e-17 23.01 -1355.43
 26.940 -14.205 5.00e-17 3.14e-17 2.05e-17 29.14 -1355.60
 26.940 -14.290 5.53e-17 3.22e-17 2.65e-17 16.93 -1355.62
 26.958 -14.179 6.82e-17 3.71e-17 3.34e-17 37.49 -1355.59
 26.989 -14.192 5.96e-17 3.76e-17 3.73e-17 25.35 -1355.72
 27.005 -14.048 4.69e-17 3.74e-17 2.69e-17 20.73 -1355.52
 27.007 -14.488 5.15e-17 4.23e-17 2.55e-17 31.87 -1355.43
 27.024 -14.281 4.26e-17 3.12e-17 2.03e-17 20.03 -1355.46
 27.044 -14.669 4.41e-17 2.74e-17 2.16e-17 30.97 -1355.59
 27.066 -13.721 4.83e-17 3.15e-17 2.87e-17 22.23 -1355.51
 27.092 -14.393 5.93e-17 3.91e-17 2.70e-17 36.75 -1355.46
 27.117 -14.609 4.80e-17 3.00e-17 2.07e-17 23.26 -1355.42
 27.543 -14.974 7.20e-17 5.43e-17 3.19e-17 35.54 -1355.79
