x y flux0 flux1 flux2 width rv
 31.430   1.965 1.56e-17 1.29e-17 8.56e-18 12.10 -2497.19
 31.487   2.109 1.74e-17 1.14e-17 8.31e-18 20.22 -2497.23
 31.496   2.138 1.76e-17 1.12e-17 8.22e-18 13.09 -2497.19
 31.535   2.112 2.05e-17 1.16e-17 8.21e-18 12.87 -2497.13
 31.549   2.032 1.49e-17 1.18e-17 7.40e-18 17.50 -2497.21
 31.550   2.050 2.26e-17 1.38e-17 9.83e-18  7.58 -2497.18
 31.551   2.046 1.77e-17 1.42e-17 9.45e-18 12.34 -2496.96
 31.553   2.029 1.83e-17 1.04e-17 8.66e-18 13.73 -2497.06
 31.555   2.031 1.40e-17 1.11e-17 6.41e-18 20.60 -2497.13
 31.557   2.055 1.26e-17 1.23e-17 6.41e-18 16.45 -2497.33
 31.558   2.013 1.66e-17 1.17e-17 8.55e-18 11.27 -2497.35
 31.561   2.027 1.61e-17 1.32e-17 7.96e-18 14.59 -2497.14
 31.562   1.992 2.05e-17 1.43e-17 8.29e-18 14.07 -2497.06
 31.565   2.049 1.29e-17 1.16e-17 6.36e-18 15.63 -2497.23
 31.565   2.046 1.12e-17 1.03e-17 5.45e-18 14.77 -2497.19
 31.565   2.019 1.38e-17 1.19e-17 8.11e-18 11.63 -2497.18
 31.565   2.032 1.61e-17 1.52e-17 8.87e-18 15.72 -2497.15
 31.568   2.090 1.77e-17 1.43e-17 1.04e-17 10.69 -2497.10
 31.647   2.081 1.38e-17 1.26e-17 8.52e-18 13.43 -2497.29
 31.731   2.158 1.84e-17 1.59e-17 7.81e-18 11.09 -2497.26
 39.538   1.382 2.26e-17 1.63e-17 1.37e-17 13.39 -1978.43
 39.593   1.006 2.30e-17 2.00e-17 1.32e-17 14.68 -1978.45
 39.611   1.210 2.47e-17 1.96e-17 1.34e-17 15.41 -1978.64
 39.624   1.079 2.88e-17 1.59e-17 9.85e-18 18.00 -1978.30
 39.650   1.152 3.35e-17 2.20e-17 1.24e-17 17.33 -1978.64
 39.651   1.250 2.68e-17 1.66e-17 1.06e-17 16.49 -1978.31
 39.662   1.155 2.78e-17 2.24e-17 1.29e-17 16.46 -1978.36
 39.664   1.158 2.37e-17 1.88e-17 1.09e-17 19.72 -1978.62
 39.666   1.151 3.86e-17 1.82e-17 1.33e-17 10.14 -1978.59
 39.666   1.157 2.64e-17 1.62e-17 1.28e-17 27.57 -1978.35
 39.675   1.163 1.93e-17 1.56e-17 8.34e-18 10.55 -1978.46
 39.676   1.166 2.36e-17 1.85e-17 1.31e-17 19.14 -1978.62
 39.678   1.126 3.21e-17 1.93e-17 1.46e-17 12.21 -1978.46
 39.684   1.129 2.95e-17 2.05e-17 1.63e-17 10.39 -1978.46
 39.701   1.194 3.20e-17 2.12e-17 1.22e-17 16.86 -1978.50
 39.703   1.200 3.23e-17 2.26e-17 1.90e-17 14.00 -1978.46
 39.716   1.109 1.78e-17 1.22e-17 7.35e-18 12.81 -1978.40
 39.753   1.152 2.36e-17 1.71e-17 1.25e-17 11.66 -1978.47
 39.813   0.995 2.39e-17 2.14e-17 1.32e-17 15.17 -1978.46
