x y flux0 flux1 flux2 width rv
-31.682 -16.260 1.13e-17 1.10e-17 4.72e-18 10.24 -2592.16
-31.679 -16.205 1.44e-17 1.46e-17 7.71e-18 12.24 -2592.21
-31.674 -16.212 1.49e-17 1.17e-17 7.75e-18 13.96 -2592.07
-31.668 -16.238 1.34e-17 1.09e-17 6.36e-18 16.23 -2592.11
-31.667 -16.237 1.45e-17 1.15e-17 6.48e-18 15.47 -2592.20
-31.656 -16.199 1.41e-17 1.18e-17 9.88e-18 17.33 -2591.91
-31.648 -16.231 1.28e-17 1.07e-17 8.92e-18 10.56 -2592.03
-31.626 -16.239 1.73e-17 1.20e-17 7.01e-18 12.16 -2592.22
-31.622 -16.252 1.96e-17 1.01e-17 8.09e-18 10.40 -2592.19
-31.618 -16.172 1.60e-17 1.03e-17 1.02e-17 16.51 -2591.98
-31.608 -16.191 1.60e-17 1.11e-17 8.36e-18 15.91 -2591.88
