x y flux0 flux1 flux2 width rv
 21.682 -42.431 5.71e-17 8.55e-17 4.19e-17 27.08 -1147.88
 21.801 -42.611 8.43e-17 5.32e-17 3.90e-17 22.92 -1147.73
 22.023 -42.518 7.14e-17 6.67e-17 3.04e-17 25.62 -1147.88
 22.026 -42.538 1.09e-16 4.37e-17 4.67e-17 38.25 -1148.02
 22.034 -42.554 7.70e-17 9.01e-17 4.11e-17 36.14 -1147.86
 22.036 -42.471 6.32e-17 5.14e-17 4.01e-17 30.82 -1147.92
 22.037 -42.525 8.11e-17 4.55e-17 2.69e-17 25.53 -1147.85
 22.049 -42.772 1.02e-16 4.60e-17 4.32e-17 33.16 -1147.73
 22.069 -42.606 5.40e-17 6.60e-17 2.77e-17 31.20 -1147.75
 22.079 -42.504 7.13e-17 3.90e-17 3.74e-17 31.62 -1147.68
 22.088 -42.587 7.87e-17 6.57e-17 3.94e-17 18.25 -1147.86
 22.090 -42.347 1.03e-16 8.06e-17 4.18e-17 20.32 -1147.83
 22.168 -42.715 9.11e-17 6.45e-17 2.50e-17 25.03 -1147.89
 22.220 -42.444 1.35e-16 6.49e-17 3.51e-17 33.09 -1147.81
 22.468 -42.900 6.75e-17 5.98e-17 3.73e-17 40.38 -1147.69
 23.690 -32.765 1.64e-17 1.05e-17 8.94e-18 21.64 -2500.70
 23.832 -32.723 1.22e-17 1.43e-17 7.81e-18 17.49 -2500.86
 23.844 -32.736 1.56e-17 1.67e-17 8.59e-18 21.53 -2500.76
 23.875 -32.749 1.44e-17 1.26e-17 1.18e-17 11.55 -2500.96
 23.885 -32.754 1.27e-17 1.14e-17 5.91e-18 12.32 -2500.67
 23.892 -32.754 2.14e-17 1.32e-17 1.25e-17 18.63 -2500.82
 23.893 -32.763 1.91e-17 1.29e-17 6.36e-18 13.64 -2500.85
 23.893 -32.762 1.56e-17 1.22e-17 9.30e-18 13.28 -2500.82
 23.895 -32.755 1.89e-17 1.24e-17 6.32e-18  9.72 -2500.82
 23.898 -32.785 1.83e-17 1.09e-17 6.19e-18  7.47 -2500.69
 23.901 -32.747 1.48e-17 1.33e-17 1.13e-17 13.71 -2500.83
 23.949 -32.815 9.95e-18 1.08e-17 7.42e-18 12.05 -2500.88
 23.962 -32.755 1.71e-17 1.13e-17 8.14e-18 10.27 -2500.67
 23.995 -32.609 1.67e-17 1.53e-17 9.02e-18  9.87 -2500.64
 24.003 -32.724 2.32e-17 1.12e-17 6.52e-18 10.14 -2500.83
 24.080 -32.843 1.52e-17 1.22e-17 7.81e-18 11.38 -2500.71
