x y flux0 flux1 flux2 width rv
 -2.529 -32.520 4.43e-17 4.09e-17 2.36e-17 33.07 -1477.45
 -2.201 -32.050 3.58e-17 2.87e-17 1.74e-17 22.54 -1477.36
 -2.164 -32.110 5.17e-17 3.72e-17 2.31e-17 21.01 -1477.43
 -2.156 -32.206 5.43e-17 2.90e-17 1.90e-17 21.33 -1477.58
 -2.141 -32.214 2.46e-17 2.03e-17 1.41e-17 25.66 -1477.44
 -2.139 -32.337 6.77e-17 3.53e-17 2.31e-17 28.54 -1477.37
 -2.122 -32.168 5.37e-17 3.81e-17 2.24e-17 18.48 -1477.36
 -2.069 -32.186 4.75e-17 3.73e-17 2.73e-17 21.50 -1477.56
 -2.064 -32.213 6.49e-17 3.81e-17 2.08e-17 14.99 -1477.50
 -2.061 -32.187 2.88e-17 2.59e-17 1.31e-17 28.93 -1477.37
 -2.051 -32.165 3.71e-17 4.20e-17 1.76e-17 15.37 -1477.47
 -2.035 -32.136 3.46e-17 2.30e-17 1.72e-17 16.10 -1477.60
 -2.028 -32.155 2.99e-17 4.26e-17 1.84e-17 19.73 -1477.45
 -1.922 -32.486 5.73e-17 2.28e-17 2.36e-17 21.97 -1477.53
 -1.730 -32.013 6.36e-17 3.18e-17 2.46e-17 27.36 -1477.42
 -1.693 -32.184 4.00e-17 4.78e-17 3.10e-17 21.18 -1477.49
 -1.645 -32.093 3.24e-17 2.95e-17 2.15e-17 27.32 -1477.51
 -0.756 -35.966 2.85e-17 1.44e-17 1.29e-17 16.33 -1794.38
 -0.668 -35.922 3.28e-17 2.01e-17 1.59e-17 21.69 -1794.24
 -0.614 -35.899 2.79e-17 1.76e-17 1.48e-17 20.41 -1794.26
 -0.607 -35.959 2.74e-17 1.32e-17 1.07e-17 20.71 -1794.20
 -0.602 -36.024 2.94e-17 2.11e-17 1.96e-17 14.20 -1794.34
 -0.595 -35.962 2.05e-17 2.15e-17 1.10e-17 14.90 -1794.32
 -0.589 -35.964 3.15e-17 2.31e-17 1.50e-17 18.74 -1794.12
 -0.583 -35.838 3.53e-17 2.35e-17 1.28e-17 20.67 -1794.26
 -0.578 -35.948 3.00e-17 2.73e-17 1.60e-17 23.49 -1794.30
 -0.562 -35.967 3.26e-17 2.18e-17 1.28e-17 19.20 -1794.33
 -0.561 -36.036 3.79e-17 2.11e-17 1.49e-17 25.75 -1794.29
 -0.557 -36.059 2.63e-17 2.37e-17 1.24e-17 14.36 -1794.33
 -0.556 -36.011 3.30e-17 2.24e-17 1.65e-17 16.24 -1794.24
 -0.551 -35.999 3.25e-17 2.28e-17 1.92e-17 14.87 -1794.26
 -0.546 -35.968 3.31e-17 2.05e-17 1.75e-17 18.16 -1794.18
 -0.546 -35.958 4.02e-17 2.04e-17 1.23e-17 15.91 -1794.26
 -0.546 -36.014 3.92e-17 3.13e-17 1.69e-17 10.81 -1794.14
 -0.545 -35.939 3.30e-17 2.29e-17 1.46e-17 16.10 -1794.28
 -0.543 -35.997 2.62e-17 1.68e-17 1.75e-17 15.06 -1794.22
 -0.539 -36.004 3.14e-17 2.44e-17 1.53e-17 23.45 -1794.44
 -0.539 -36.035 3.21e-17 2.14e-17 1.42e-17  8.91 -1794.29
 -0.521 -36.021 2.22e-17 1.51e-17 6.43e-18 16.80 -1794.24
 -0.513 -35.989 2.19e-17 1.05e-17 1.08e-17 21.51 -1794.39
 -0.511 -35.959 2.87e-17 1.52e-17 1.05e-17 16.46 -1794.07
 -0.493 -35.986 2.96e-17 2.00e-17 1.28e-17 18.60 -1794.25
 -0.485 -36.005 2.54e-17 2.28e-17 1.48e-17 32.20 -1794.27
 -0.451 -35.832 1.61e-17 1.51e-17 1.36e-17 15.78 -1794.29
 -0.445 -35.929 2.36e-17 2.63e-17 1.25e-17 19.62 -1794.65
 -0.429 -36.005 2.92e-17 2.78e-17 1.54e-17 18.43 -1794.33
 -0.279 -35.868 2.75e-17 1.52e-17 8.40e-18 19.74 -1794.23
