x y flux0 flux1 flux2 width rv
 -4.438 -35.944 2.18e-17 1.95e-17 9.28e-18 18.34 -2087.67
 -4.433 -36.010 2.03e-17 1.29e-17 1.01e-17 15.60 -2087.69
 -4.427 -35.963 2.10e-17 1.37e-17 9.82e-18 19.14 -2087.76
 -4.386 -36.006 2.56e-17 1.70e-17 9.36e-18 13.65 -2087.50
 -4.381 -35.929 1.77e-17 1.25e-17 8.00e-18 15.87 -2087.59
 -4.367 -35.938 2.18e-17 1.64e-17 1.12e-17 17.14 -2087.76
 -4.366 -35.958 2.21e-17 1.40e-17 1.21e-17 15.25 -2087.65
 -4.359 -35.943 3.09e-17 1.71e-17 1.41e-17  9.95 -2087.85
 -4.350 -35.949 2.70e-17 2.58e-17 1.10e-17 16.86 -2087.57
 -4.345 -35.949 2.10e-17 1.57e-17 9.22e-18 16.86 -2087.60
 -4.345 -35.945 2.58e-17 1.53e-17 7.06e-18 16.40 -2087.70
 -4.345 -35.958 1.66e-17 1.78e-17 6.70e-18 13.52 -2087.75
 -4.345 -35.945 2.80e-17 1.65e-17 1.07e-17 14.03 -2087.77
 -4.345 -35.942 1.76e-17 1.80e-17 1.52e-17 15.93 -2087.81
 -4.344 -35.940 2.61e-17 1.35e-17 9.79e-18 10.05 -2087.68
 -4.343 -35.948 2.41e-17 1.65e-17 9.23e-18 21.33 -2087.96
 -4.341 -35.949 1.91e-17 1.51e-17 9.32e-18  9.88 -2087.78
 -4.341 -35.892 4.19e-17 1.61e-17 1.18e-17 14.21 -2087.63
 -4.339 -35.900 2.16e-17 1.05e-17 1.30e-17 21.34 -2087.83
 -4.330 -35.994 2.00e-17 1.12e-17 1.08e-17 11.93 -2087.77
 -4.319 -35.948 1.93e-17 1.26e-17 1.05e-17 15.66 -2087.74
 -4.317 -35.943 1.69e-17 1.41e-17 9.63e-18 16.77 -2087.62
 -4.307 -35.994 2.06e-17 1.89e-17 8.32e-18 19.50 -2087.59
 -4.285 -36.016 2.59e-17 1.34e-17 1.11e-17 21.08 -2087.72
 -4.231 -35.887 2.21e-17 1.75e-17 1.72e-17 23.50 -2087.82
 -4.204 -35.991 2.36e-17 1.76e-17 1.09e-17 16.44 -2087.94
