x y flux0 flux1 flux2 width rv
  9.762  -7.819 1.62e-17 1.02e-17 8.40e-18 10.15 -2512.93
  9.799  -7.824 1.62e-17 1.24e-17 6.82e-18  6.48 -2513.07
  9.866  -7.851 1.68e-17 1.09e-17 6.51e-18 12.73 -2513.20
  9.870  -7.835 1.24e-17 1.16e-17 8.58e-18 10.63 -2513.12
  9.872  -7.881 1.72e-17 1.38e-17 6.87e-18 14.86 -2512.99
  9.886  -7.875 1.29e-17 1.10e-17 8.52e-18 10.99 -2513.23
  9.887  -7.902 1.16e-17 1.22e-17 7.77e-18 12.76 -2513.05
  9.887  -7.853 1.35e-17 1.81e-17 8.47e-18 14.92 -2513.31
  9.888  -7.852 1.37e-17 1.08e-17 7.06e-18 14.20 -2513.01
  9.889  -7.850 1.61e-17 1.55e-17 6.70e-18  6.46 -2513.14
  9.890  -7.853 1.62e-17 1.34e-17 7.19e-18 13.94 -2513.23
  9.891  -7.855 2.35e-17 1.26e-17 8.42e-18 13.82 -2513.06
  9.892  -7.851 1.74e-17 1.19e-17 7.06e-18 12.68 -2513.02
  9.896  -7.838 1.73e-17 1.23e-17 8.94e-18 11.20 -2513.12
  9.899  -7.906 1.84e-17 1.12e-17 7.29e-18 14.46 -2513.14
  9.910  -7.861 1.33e-17 1.30e-17 6.97e-18 15.46 -2513.02
  9.917  -7.811 1.69e-17 1.58e-17 9.68e-18 11.77 -2513.12
  9.921  -7.916 1.87e-17 1.06e-17 7.65e-18 18.15 -2513.14
  9.984  -7.810 1.27e-17 1.18e-17 7.53e-18 18.74 -2512.91
