x y flux0 flux1 flux2 width rv
 11.636   0.391 2.08e-17 1.47e-17 9.17e-18 18.79 -2131.03
 11.668   0.302 2.49e-17 1.68e-17 1.32e-17 13.20 -2131.15
 11.671   0.329 1.88e-17 1.35e-17 8.08e-18 14.05 -2131.14
 11.675   0.312 1.82e-17 1.40e-17 9.81e-18 13.76 -2131.06
 11.677   0.333 2.30e-17 1.55e-17 9.24e-18 12.70 -2130.96
 11.679   0.316 1.72e-17 1.17e-17 8.06e-18 13.62 -2131.18
 11.680   0.319 2.11e-17 1.67e-17 9.77e-18 13.35 -2131.08
 11.680   0.319 2.72e-17 1.56e-17 1.12e-17 16.79 -2130.87
 11.682   0.307 2.66e-17 1.57e-17 1.23e-17 17.45 -2131.18
 11.682   0.319 2.38e-17 1.65e-17 1.24e-17 13.46 -2131.11
 11.685   0.329 2.56e-17 1.77e-17 1.02e-17  8.20 -2131.28
 11.686   0.304 1.62e-17 1.06e-17 7.35e-18 15.36 -2131.13
 11.686   0.307 2.11e-17 1.70e-17 1.14e-17 24.74 -2131.21
 11.688   0.314 2.21e-17 1.56e-17 1.33e-17 15.31 -2130.98
 11.693   0.295 2.43e-17 1.47e-17 1.20e-17 17.29 -2131.07
 11.706   0.333 2.24e-17 1.88e-17 1.31e-17 16.51 -2130.94
 11.720   0.369 2.25e-17 1.34e-17 1.09e-17 18.40 -2130.79
 11.722   0.341 2.34e-17 1.64e-17 1.52e-17 19.70 -2131.09
