x y flux0 flux1 flux2 width rv
 43.437 -43.213 2.29e-17 1.24e-17 7.33e-18 15.37 -2406.74
 43.699 -43.209 2.06e-17 1.35e-17 9.51e-18 17.28 -2406.64
 43.806 -43.243 1.69e-17 1.29e-17 1.33e-17 14.54 -2406.67
 43.859 -43.397 1.78e-17 1.12e-17 1.17e-17 12.19 -2406.83
 43.867 -43.363 1.37e-17 1.08e-17 4.79e-18 15.98 -2406.75
 43.913 -43.153 2.18e-17 1.14e-17 8.47e-18 14.29 -2406.57
 43.931 -43.283 1.66e-17 1.16e-17 8.76e-18  8.44 -2406.93
 44.006 -43.474 1.68e-17 1.37e-17 1.11e-17 14.12 -2406.80
 44.019 -43.452 1.50e-17 1.05e-17 8.34e-18  8.44 -2406.72
 44.020 -43.513 1.79e-17 1.23e-17 1.01e-17 11.32 -2407.06
 44.034 -43.631 2.12e-17 1.24e-17 1.02e-17  8.71 -2406.67
 44.040 -43.501 1.41e-17 1.02e-17 7.19e-18 10.49 -2406.72
 44.041 -43.466 1.88e-17 1.53e-17 8.10e-18 16.36 -2406.61
 44.043 -43.482 1.95e-17 1.67e-17 7.48e-18 12.39 -2406.80
 44.044 -43.469 2.78e-17 1.66e-17 1.23e-17 17.16 -2406.50
 44.045 -43.474 2.36e-17 1.19e-17 9.89e-18 15.66 -2406.61
 44.047 -43.503 2.30e-17 1.45e-17 8.59e-18 15.60 -2406.63
 44.047 -43.470 1.14e-17 1.01e-17 6.10e-18 20.67 -2406.77
 44.049 -43.471 1.74e-17 1.19e-17 6.07e-18 12.95 -2406.87
 44.051 -43.456 1.42e-17 1.15e-17 5.73e-18 13.99 -2406.61
 44.075 -43.553 1.75e-17 1.11e-17 1.03e-17 10.64 -2406.59
 44.090 -43.419 2.49e-17 1.35e-17 8.49e-18 12.01 -2406.72
 44.109 -43.484 1.60e-17 1.26e-17 6.71e-18 10.20 -2406.62
 44.125 -43.557 1.69e-17 1.12e-17 1.13e-17 15.22 -2406.53
 44.220 -43.443 1.85e-17 1.19e-17 8.39e-18 13.20 -2406.80
 44.229 -43.456 2.50e-17 1.69e-17 8.31e-18  8.06 -2406.74
 44.261 -43.685 1.80e-17 1.62e-17 7.52e-18 13.43 -2406.43
 44.397 -43.877 1.80e-17 1.41e-17 1.01e-17 16.00 -2406.78
