x y flux0 flux1 flux2 width rv
-10.812 -17.772 2.44e-17 1.30e-17 1.10e-17 23.18 -1773.85
-10.800 -17.667 4.71e-17 2.09e-17 1.45e-17 24.43 -1773.79
-10.795 -17.805 3.03e-17 2.44e-17 1.93e-17 18.74 -1773.83
-10.783 -17.761 3.26e-17 1.96e-17 1.50e-17 15.01 -1773.90
-10.754 -17.776 2.24e-17 1.89e-17 1.07e-17  8.48 -1773.93
-10.750 -17.759 2.12e-17 2.12e-17 1.17e-17 24.22 -1773.74
-10.750 -17.760 3.20e-17 1.89e-17 1.41e-17 18.79 -1773.96
-10.750 -17.757 2.10e-17 1.28e-17 1.00e-17 24.80 -1773.92
-10.747 -17.763 2.99e-17 3.02e-17 1.48e-17 18.93 -1773.87
-10.745 -17.771 2.03e-17 1.76e-17 1.67e-17 20.09 -1773.94
-10.745 -17.769 2.80e-17 2.03e-17 1.82e-17 16.94 -1773.84
-10.743 -17.753 3.80e-17 2.75e-17 1.86e-17 14.82 -1773.97
-10.743 -17.763 2.72e-17 1.77e-17 9.95e-18 30.43 -1773.76
-10.742 -17.764 2.88e-17 2.56e-17 1.68e-17 13.10 -1773.83
-10.742 -17.762 3.84e-17 2.51e-17 1.48e-17 17.74 -1773.82
-10.741 -17.759 3.49e-17 2.48e-17 2.00e-17 16.29 -1773.91
-10.741 -17.759 3.53e-17 2.63e-17 1.14e-17 21.89 -1773.66
-10.741 -17.759 2.25e-17 1.85e-17 1.30e-17 18.19 -1773.81
-10.741 -17.759 3.28e-17 2.38e-17 1.48e-17 22.22 -1773.91
-10.735 -17.771 3.35e-17 2.70e-17 1.71e-17 21.15 -1773.89
-10.734 -17.756 5.56e-17 2.56e-17 1.78e-17 24.60 -1773.84
-10.731 -17.776 3.04e-17 1.68e-17 1.74e-17 19.93 -1773.81
-10.731 -17.749 3.59e-17 2.25e-17 1.61e-17 15.96 -1773.70
-10.731 -17.761 2.52e-17 2.03e-17 1.06e-17 18.71 -1774.01
-10.730 -17.765 3.49e-17 2.13e-17 1.61e-17 11.82 -1773.82
-10.728 -17.782 1.80e-17 1.65e-17 8.92e-18 23.93 -1773.77
-10.723 -17.755 3.19e-17 3.00e-17 1.93e-17 30.98 -1774.04
-10.720 -17.778 2.31e-17 1.59e-17 1.18e-17 10.70 -1773.93
-10.717 -17.762 3.65e-17 2.41e-17 1.88e-17 16.78 -1773.91
-10.715 -17.748 2.73e-17 1.46e-17 1.11e-17 16.50 -1773.79
-10.698 -17.766 2.82e-17 2.85e-17 1.39e-17 17.82 -1773.78
-10.688 -17.754 3.11e-17 2.90e-17 9.53e-18 24.93 -1773.86
