x y flux0 flux1 flux2 width rv
-12.242 -30.863 2.15e-17 1.33e-17 8.72e-18 14.43 -2228.49
-12.224 -30.887 1.92e-17 1.38e-17 9.72e-18 11.49 -2228.47
-12.209 -30.894 3.15e-17 2.19e-17 1.25e-17 19.24 -2228.43
-12.196 -30.891 2.11e-17 1.64e-17 1.33e-17 16.20 -2228.56
-12.189 -30.874 1.66e-17 1.02e-17 5.45e-18 10.72 -2228.59
-12.189 -30.898 2.02e-17 1.25e-17 6.68e-18 15.01 -2228.56
-12.186 -30.900 2.07e-17 1.09e-17 7.07e-18 21.90 -2228.40
-12.185 -30.897 1.49e-17 1.34e-17 7.22e-18 14.97 -2228.39
-12.178 -30.964 1.44e-17 2.13e-17 1.14e-17 14.80 -2228.42
-12.176 -30.904 2.77e-17 1.34e-17 7.95e-18 15.30 -2228.34
-12.171 -30.867 2.20e-17 1.67e-17 9.59e-18 13.47 -2228.47
-12.166 -30.905 1.56e-17 1.57e-17 4.89e-18 18.54 -2228.31
-12.162 -30.911 1.50e-17 1.34e-17 8.17e-18 12.57 -2228.50
-12.151 -30.779 2.13e-17 1.29e-17 7.62e-18 21.74 -2228.34
-12.143 -30.885 2.68e-17 1.49e-17 1.11e-17 11.57 -2228.57
-12.068 -30.887 1.90e-17 1.28e-17 8.56e-18 11.52 -2228.34
-11.971 -30.809 2.05e-17 1.46e-17 8.54e-18 16.49 -2228.34
-11.829 -30.989 1.95e-17 1.18e-17 7.29e-18 14.29 -2228.42
 -3.025 -36.327 4.95e-17 2.15e-17 2.45e-17 23.38 -1652.03
 -2.663 -36.140 2.39e-17 1.65e-17 1.59e-17 30.73 -1652.19
 -2.565 -36.099 2.60e-17 2.31e-17 1.03e-17 19.43 -1652.00
 -2.559 -36.470 4.35e-17 3.28e-17 2.20e-17 33.17 -1652.06
 -2.485 -36.662 2.77e-17 1.78e-17 1.32e-17 18.00 -1652.07
 -2.472 -36.659 5.58e-17 1.90e-17 1.78e-17 13.85 -1652.40
 -2.447 -36.652 3.34e-17 2.10e-17 1.74e-17 16.13 -1652.30
 -2.439 -36.747 2.63e-17 2.20e-17 1.59e-17 22.43 -1652.16
 -2.422 -36.628 5.43e-17 2.53e-17 1.88e-17 23.58 -1652.49
 -2.413 -36.614 3.46e-17 2.73e-17 1.37e-17 23.18 -1652.32
 -2.408 -36.715 5.09e-17 2.12e-17 1.74e-17 15.35 -1652.42
 -2.403 -36.818 3.15e-17 3.13e-17 2.11e-17 18.83 -1652.30
 -2.402 -36.520 3.28e-17 2.68e-17 1.89e-17 16.83 -1652.25
 -2.387 -36.604 3.72e-17 3.15e-17 1.82e-17 33.40 -1652.25
 -2.374 -36.606 2.52e-17 1.98e-17 1.40e-17 30.40 -1652.11
 -2.365 -36.614 5.08e-17 3.56e-17 1.86e-17 26.60 -1652.10
 -2.364 -36.591 2.77e-17 2.74e-17 1.56e-17 13.74 -1652.49
 -2.328 -36.583 3.78e-17 3.36e-17 1.53e-17 33.70 -1652.07
 -2.317 -36.623 3.71e-17 2.85e-17 2.66e-17 15.15 -1652.21
 -2.300 -36.752 3.09e-17 2.15e-17 1.51e-17 19.03 -1652.36
 -2.241 -36.508 2.93e-17 2.68e-17 1.96e-17 31.68 -1652.32
 -2.237 -36.652 3.64e-17 2.78e-17 1.56e-17 23.77 -1652.11
 -2.217 -36.521 3.21e-17 3.78e-17 1.75e-17 18.90 -1651.93
 -2.197 -36.686 2.34e-17 1.80e-17 1.02e-17 21.05 -1652.18
 -2.172 -36.614 3.79e-17 4.57e-17 1.52e-17 24.74 -1652.11
