x y flux0 flux1 flux2 width rv
-29.992 -24.209 1.80e-17 1.25e-17 6.30e-18 12.34 -2475.99
-29.981 -24.190 2.02e-17 1.43e-17 9.03e-18  8.24 -2475.92
-29.976 -24.164 1.78e-17 1.10e-17 8.76e-18 13.00 -2476.28
-29.974 -24.203 1.66e-17 1.21e-17 7.77e-18  9.48 -2476.11
-29.970 -24.084 1.83e-17 1.34e-17 8.63e-18 11.97 -2475.77
-29.961 -24.193 1.28e-17 1.06e-17 9.14e-18  8.75 -2476.01
-29.956 -24.183 1.02e-17 1.37e-17 6.17e-18 16.64 -2475.76
-29.955 -24.188 2.03e-17 1.08e-17 1.01e-17 14.33 -2475.99
-29.955 -24.159 1.70e-17 1.12e-17 8.39e-18 11.87 -2475.93
-29.945 -24.154 1.48e-17 1.20e-17 6.23e-18 17.30 -2476.05
-29.943 -24.342 1.30e-17 1.01e-17 6.79e-18 11.83 -2475.86
-29.925 -24.135 1.01e-17 1.14e-17 6.71e-18 11.34 -2475.95
-29.923 -24.174 1.23e-17 1.25e-17 5.40e-18 12.60 -2475.99
-29.912 -24.149 2.04e-17 1.89e-17 1.11e-17 12.82 -2475.88
-29.909 -24.195 1.54e-17 1.30e-17 6.81e-18 13.94 -2476.08
-29.907 -24.164 1.25e-17 1.03e-17 6.77e-18 14.70 -2475.99
-29.902 -24.123 1.22e-17 1.13e-17 7.29e-18 12.98 -2476.08
-29.895 -24.175 1.69e-17 1.29e-17 7.38e-18 11.37 -2476.01
-29.891 -24.161 2.11e-17 1.10e-17 7.98e-18 14.13 -2475.97
-29.847 -24.251 2.04e-17 1.14e-17 7.87e-18 15.03 -2476.07
-29.810 -24.126 1.17e-17 1.21e-17 7.10e-18 10.85 -2475.98
-23.445 -26.987 1.47e-16 1.30e-16 7.18e-17 50.57 -813.42
-23.362 -26.694 1.29e-16 1.02e-16 5.38e-17 39.79 -813.45
-23.248 -26.954 1.19e-16 1.17e-16 7.91e-17 32.03 -813.27
-23.135 -26.975 1.38e-16 1.05e-16 6.89e-17 45.91 -813.47
-23.110 -27.058 1.52e-16 1.14e-16 7.06e-17 29.16 -813.35
-23.107 -27.016 1.51e-16 9.35e-17 6.56e-17 46.37 -813.39
-23.103 -26.998 1.33e-16 1.12e-16 7.32e-17 42.04 -813.30
-23.101 -27.042 2.08e-16 1.06e-16 5.35e-17 38.56 -813.34
-23.097 -27.085 1.47e-16 1.01e-16 6.11e-17 21.91 -813.51
-23.091 -27.068 1.74e-16 8.23e-17 9.28e-17 57.88 -813.34
-23.091 -26.953 1.70e-16 1.03e-16 7.81e-17 39.75 -813.52
-23.086 -26.829 9.59e-17 7.64e-17 5.99e-17 39.42 -813.37
-23.083 -27.034 1.18e-16 8.66e-17 6.87e-17 31.91 -813.39
-23.078 -26.990 1.95e-16 1.34e-16 6.61e-17 42.00 -813.39
-23.075 -27.027 1.39e-16 8.38e-17 7.50e-17 34.15 -813.30
-23.064 -26.944 1.79e-16 9.48e-17 5.28e-17 31.91 -813.43
-23.061 -27.058 1.79e-16 9.50e-17 6.76e-17 35.59 -813.25
-23.012 -27.045 1.56e-16 1.25e-16 8.27e-17 40.78 -813.24
-23.000 -26.961 1.91e-16 1.33e-16 7.64e-17 36.44 -813.43
-22.989 -26.862 1.40e-16 8.52e-17 6.42e-17 36.15 -813.36
-22.985 -27.007 1.51e-16 1.13e-16 5.93e-17 25.93 -813.31
-22.966 -27.332 1.22e-16 1.02e-16 6.37e-17 29.47 -813.25
-22.922 -27.039 1.04e-16 9.57e-17 6.41e-17 38.06 -813.46
-22.914 -27.015 1.37e-16 7.39e-17 5.39e-17 18.27 -813.27
-22.663 -27.274 1.65e-16 1.17e-16 7.38e-17 52.58 -813.39
