x y flux0 flux1 flux2 width rv
-24.338 -19.777 1.09e-16 6.21e-17 5.16e-17 39.67 -1056.08
-23.965 -19.774 8.84e-17 4.78e-17 4.77e-17 36.87 -1055.96
-23.933 -19.724 7.85e-17 5.57e-17 5.09e-17 47.23 -1055.99
-23.929 -19.638 1.03e-16 6.68e-17 5.33e-17 39.67 -1055.91
-23.923 -19.614 8.12e-17 6.77e-17 4.81e-17 27.40 -1055.97
-23.901 -19.697 7.44e-17 6.08e-17 4.38e-17 42.24 -1055.95
-23.898 -19.599 1.13e-16 6.20e-17 4.39e-17 21.28 -1056.29
-23.891 -19.573 7.84e-17 6.54e-17 6.20e-17 36.23 -1056.08
-23.891 -19.601 9.87e-17 5.64e-17 4.96e-17 29.89 -1056.11
-23.880 -19.598 1.21e-16 7.76e-17 4.95e-17 29.64 -1056.09
-23.877 -19.668 1.00e-16 5.55e-17 4.25e-17 17.43 -1055.86
-23.875 -19.690 9.72e-17 9.11e-17 6.52e-17 27.45 -1055.88
-23.875 -19.651 1.16e-16 5.61e-17 6.63e-17 37.52 -1055.91
-23.869 -19.658 1.29e-16 7.38e-17 3.73e-17 29.02 -1056.14
-23.868 -19.476 9.29e-17 5.91e-17 4.44e-17 36.91 -1056.10
-23.867 -19.670 8.45e-17 5.09e-17 4.46e-17 32.28 -1056.08
-23.862 -19.663 7.88e-17 7.63e-17 4.52e-17 22.14 -1055.86
-23.861 -19.771 1.02e-16 8.09e-17 4.57e-17 23.22 -1056.10
-23.858 -19.638 1.03e-16 6.53e-17 4.08e-17 45.38 -1056.04
-23.856 -19.665 6.61e-17 5.65e-17 3.67e-17 27.50 -1056.05
-23.855 -19.659 8.01e-17 6.54e-17 3.19e-17 40.42 -1055.83
-23.854 -19.665 6.17e-17 6.02e-17 4.12e-17 26.37 -1056.23
-23.852 -19.666 9.09e-17 5.71e-17 4.15e-17 50.41 -1056.21
-23.850 -19.662 7.99e-17 7.10e-17 4.77e-17 27.29 -1056.00
-23.846 -19.661 9.13e-17 5.22e-17 4.01e-17 30.55 -1056.03
-23.846 -19.679 8.11e-17 6.24e-17 4.27e-17 25.79 -1056.08
-23.831 -19.650 1.01e-16 7.53e-17 3.54e-17 29.60 -1056.14
-23.821 -19.665 7.56e-17 5.54e-17 3.19e-17 29.94 -1056.01
-23.809 -19.667 8.41e-17 8.75e-17 4.02e-17 24.73 -1055.95
-23.780 -19.670 8.79e-17 7.19e-17 4.54e-17 33.25 -1055.86
-23.746 -19.560 9.44e-17 9.65e-17 6.32e-17 31.71 -1056.14
-23.729 -19.460 7.87e-17 7.06e-17 3.24e-17 47.00 -1056.10
-23.714 -19.870 8.60e-17 7.60e-17 3.51e-17 24.05 -1055.83
