x y flux0 flux1 flux2 width rv
 31.823  -0.944 3.46e-15 3.72e-15 1.27e-15 186.07 -188.09
 32.748 -12.947 1.78e-17 1.18e-17 7.51e-18 14.83 -2489.80
 32.767 -12.871 1.75e-17 1.19e-17 8.00e-18  9.64 -2489.71
 32.801 -12.834 1.56e-17 1.28e-17 7.25e-18 14.59 -2489.76
 32.806 -12.826 1.42e-17 1.14e-17 9.75e-18 13.83 -2489.53
 32.806 -12.844 1.76e-17 1.64e-17 6.80e-18 18.11 -2489.51
 32.806 -12.761 1.44e-17 1.11e-17 8.56e-18 17.75 -2489.74
 32.810 -12.841 2.14e-17 1.36e-17 9.51e-18 13.71 -2489.76
 32.816 -12.843 1.41e-17 1.26e-17 8.41e-18 11.99 -2489.81
 32.823 -12.815 1.51e-17 1.54e-17 6.96e-18 14.55 -2489.64
 32.824 -12.821 1.51e-17 1.15e-17 7.64e-18 10.35 -2489.68
 32.830 -12.810 1.92e-17 1.11e-17 7.15e-18 12.26 -2489.81
 32.831 -12.816 1.95e-17 1.19e-17 8.56e-18 14.93 -2489.76
 32.871 -12.896 1.36e-17 1.05e-17 7.70e-18  7.46 -2489.69
 32.888 -12.870 1.80e-17 1.16e-17 7.76e-18 13.54 -2489.68
 35.067  -8.841 1.36e-17 1.34e-17 7.43e-18 18.93 -2182.76
 35.272  -8.993 1.60e-17 1.13e-17 9.56e-18 14.93 -2182.89
 35.319  -9.162 2.25e-17 1.57e-17 9.41e-18 16.44 -2183.04
 35.395  -9.243 2.81e-17 2.32e-17 1.19e-17 16.14 -2183.10
 35.396  -9.118 2.19e-17 1.72e-17 1.04e-17 21.07 -2183.14
 35.404  -9.109 1.70e-17 1.20e-17 8.85e-18 20.72 -2183.05
 35.404  -9.118 1.75e-17 1.68e-17 8.66e-18 15.89 -2183.00
 35.404  -9.097 2.12e-17 1.61e-17 1.10e-17 18.25 -2182.98
 35.410  -9.099 1.26e-17 1.13e-17 6.02e-18 14.95 -2182.97
 35.414  -9.119 2.91e-17 1.67e-17 1.03e-17 16.97 -2183.19
 35.434  -8.923 1.82e-17 1.26e-17 8.94e-18 15.96 -2183.02
 35.448  -9.073 2.05e-17 1.53e-17 1.14e-17 13.03 -2183.16
 35.452  -8.898 2.43e-17 1.65e-17 1.14e-17 18.54 -2183.14
 35.455  -9.078 2.88e-17 1.81e-17 1.04e-17 11.40 -2183.07
 35.463  -9.108 2.49e-17 1.40e-17 1.51e-17 17.19 -2182.89
 35.468  -9.061 1.92e-17 1.17e-17 1.11e-17  9.95 -2183.05
 35.483  -9.042 2.63e-17 2.05e-17 1.20e-17 13.59 -2182.93
 35.506  -9.138 2.79e-17 1.67e-17 9.81e-18 16.36 -2183.17
 35.562  -9.185 2.20e-17 1.80e-17 9.38e-18 15.84 -2183.09
 35.845  -9.439 2.29e-17 1.57e-17 9.90e-18 17.22 -2182.96
 39.441  -7.309 4.00e-17 2.44e-17 2.54e-17 24.70 -1470.30
 39.468  -7.379 4.11e-17 3.53e-17 2.40e-17 19.16 -1470.26
 39.471  -7.349 3.08e-17 3.02e-17 1.97e-17 22.77 -1470.17
 39.477  -7.406 4.38e-17 3.39e-17 2.40e-17 24.21 -1470.21
 39.479  -7.400 4.60e-17 3.66e-17 2.54e-17 20.81 -1470.26
 39.488  -7.350 5.08e-17 2.81e-17 1.77e-17 19.49 -1470.33
 39.489  -7.402 2.75e-17 2.17e-17 1.32e-17 26.15 -1470.32
 39.492  -7.365 4.55e-17 4.20e-17 2.56e-17 22.78 -1470.23
 39.492  -7.365 4.44e-17 3.71e-17 2.43e-17 14.59 -1470.42
 39.495  -7.357 4.55e-17 3.81e-17 3.14e-17 27.07 -1470.30
 39.496  -7.373 4.67e-17 2.59e-17 2.52e-17 27.75 -1470.28
 39.499  -7.387 4.20e-17 3.07e-17 1.70e-17 20.81 -1470.22
 39.499  -7.364 5.74e-17 4.22e-17 2.96e-17 18.39 -1470.41
 39.500  -7.070 5.13e-17 3.74e-17 2.43e-17 23.21 -1470.28
 39.503  -7.362 2.51e-17 1.89e-17 1.41e-17 33.06 -1470.22
 39.504  -7.369 3.34e-17 2.10e-17 1.64e-17 26.51 -1470.22
 39.504  -7.390 4.71e-17 4.04e-17 2.55e-17 25.01 -1470.29
 39.548  -7.345 4.35e-17 2.75e-17 1.74e-17 31.34 -1470.26
 39.552  -7.386 5.72e-17 5.29e-17 1.75e-17 24.15 -1470.38
 39.617  -7.435 3.38e-17 2.71e-17 1.76e-17 20.35 -1470.30
