Time,Flux
0.0,1.071603318065606
1.0,1.0069551885499854
2.0,0.9915309790253052
3.0,0.9900521025764528
4.0,1.0123529737692032
5.0,1.0098891519531434
6.0,0.997484368510258
7.0,1.062906620068462
8.0,1.0461627365810666
9.0,1.0807589123459147
10.0,1.0148960622753436
11.0,1.0776969578055617
12.0,1.0891933313868474
13.0,1.0803293186170646
14.0,1.0859865387350036
15.0,1.067468388670102
16.0,1.1014697889808844
17.0,1.094167312723038
18.0,1.1139744452657117
19.0,1.1110721433879722
20.0,1.1000767742718163
21.0,1.1139698060612602
22.0,1.123851169937791
23.0,1.1372638651081672
24.0,1.119370938715286
25.0,1.1552240582191753
26.0,1.1626477450603048
27.0,1.1537914703711052
28.0,1.164745554941537
29.0,1.1723734495981721
30.0,1.1965194961843175
31.0,1.2100465246100238
32.0,1.182136844501981
33.0,1.2022915961784602
34.0,1.2043995768446987
35.0,1.2278254756270828
36.0,1.22094633219379
37.0,1.218987500113899
38.0,1.2492679708495573
39.0,1.2813893373772554
40.0,1.2509095610427883
41.0,1.2344719396947026
42.0,1.2059325618985304
43.0,1.192939014475389
44.0,1.169080345475325
45.0,1.1766441525010132
46.0,1.1618896203782192
47.0,1.118392523482159
48.0,1.0893556403669042
49.0,1.085107302007008
50.0,1.0519909156238225
51.0,1.0453323930612597
52.0,1.0558705058259512
53.0,1.017832577547947
54.0,1.0051107514479714
55.0,0.9884517705106153
56.0,1.0255558824111919
57.0,1.029580520455249
58.0,1.0259635453436444
59.0,1.0190362814446243
60.0,1.055656155266319
61.0,1.0172731890600206
62.0,1.0721250620087617
63.0,1.0557380086326562
64.0,1.087732471642837
65.0,1.0643442286491236
66.0,1.079892393846742
67.0,1.0767697506019853
68.0,1.0872839379876371
69.0,1.113379481149968
70.0,1.114803409961027
71.0,1.107977023412753
72.0,1.1082850581003694
73.0,1.1421245004269427
74.0,1.126679802546539
75.0,1.1705607377441267
76.0,1.1725203692782633
77.0,1.1469924381040542
78.0,1.1742937739749586
79.0,1.181909395457108
80.0,1.1560005961298623
81.0,1.1639386320427927
82.0,1.2061464758404015
83.0,1.212802873477951
84.0,1.200162127540846
85.0,1.2170655785082756
86.0,1.181978019233211
87.0,1.1994448049184256
88.0,1.223498973876459
89.0,1.2559499013815805
90.0,1.2449625915390254
91.0,1.2199177437759725
92.0,1.2590448411545976
93.0,1.2256688290905586
94.0,1.2225895189170548
95.0,1.2238409636177663
96.0,1.1597901347309463
97.0,1.1612462351501582
98.0,1.1840927497044866
99.0,1.1311641990267807
100.0,1.1089356258019445
101.0,1.1069555884779196
102.0,1.0986252418738414
103.0,1.0559292759119825
104.0,1.0283857153119413
105.0,0.9947766402634366
106.0,0.987843453087589
107.0,1.0384403741621975
108.0,1.0115939268726866
109.0,1.0132165407343365
110.0,0.992166497854269
111.0,1.0477532365137874
112.0,1.0477313668400658
113.0,1.0457621160320167
114.0,1.0464526583696165
115.0,1.0624008518315702
116.0,1.079905833161648
117.0,1.0775728208774813
118.0,1.0742318244241842
119.0,1.0845594636100702
