name x y flux1 flux2 flux3 par rv
P00002 -36.429  26.121 1.05e-15 6.03e-16 2.43e-16  -0.000    8.23
P01398 -36.483  27.773 3.73e-16 2.09e-16 1.00e-16  -0.000    8.05
P03425 -35.651  25.044 2.25e-14 2.32e-14 1.78e-14   0.000    7.68
P05560 -34.970  24.426 5.30e-16 2.82e-16 1.37e-16   0.001    7.30
P05799 -35.074  26.116 7.91e-16 4.12e-16 1.96e-16  -0.001    7.95
P05906 -35.008  25.543 5.27e-15 1.05e-14 1.53e-14  -0.000    8.20
P05765 -34.627  26.252 2.13e-14 1.16e-14 5.48e-15   0.001    7.63
P03779 -34.384  24.880 4.99e-16 2.41e-16 1.30e-16   0.001    8.38
P00595 -34.170  24.431 7.28e-16 3.69e-16 1.70e-16  -0.001    7.93
P03933 -34.029  24.653 9.73e-16 5.43e-16 2.55e-16  -0.001    8.53
P03092 -34.122  24.976 3.29e-14 2.18e-14 1.18e-14  -0.000    8.42
P04951 -33.856  24.060 1.86e-16 1.14e-16 5.74e-17   0.001    7.01
P05577 -33.849  24.742 4.32e-16 2.28e-16 1.12e-16   0.001    8.12
P04270 -33.766  24.681 2.07e-17 1.54e-17 8.38e-18   0.000    8.50
P00428 -33.669  24.518 3.31e-14 2.29e-14 1.48e-14  -0.000    8.47
P06232 -33.570  24.772 3.15e-14 2.59e-14 1.76e-14  -0.001    8.12
P03560 -33.485  24.502 9.02e-16 4.50e-16 2.12e-16  -0.001    8.78
P00722 -33.523  23.900 8.15e-17 5.19e-17 2.81e-17   0.001    8.35
P02282 -33.480  23.871 4.56e-17 2.95e-17 1.55e-17  -0.000    7.41
P02583 -33.450  24.425 4.22e-17 3.60e-16 1.83e-15  -0.001    8.96
P03512 -33.463  23.659 1.40e-17 9.25e-18 6.09e-18   0.000    6.73
P00830 -33.304  24.599 2.90e-14 1.67e-14 8.98e-15  -0.001    7.83
P01556 -33.224  22.860 1.03e-17 8.28e-18 5.48e-18  -0.000    5.94
P05503 -33.261  23.593 3.58e-16 1.88e-16 9.28e-17  -0.001    6.32
P04107 -33.182  23.824 1.50e-15 6.93e-16 3.34e-16  -0.000    7.42
P05855 -33.210  24.404 2.05e-16 1.12e-16 6.28e-17  -0.001    8.01
P04759 -33.254  24.073 2.57e-14 2.48e-14 1.99e-14   0.001    7.90
P00271 -33.093  24.344 3.20e-14 2.47e-14 1.63e-14   0.000    9.79
P05409 -33.118  24.158 1.14e-15 5.96e-16 2.74e-16   0.000    9.02
P00063 -33.214  24.385 2.32e-17 1.66e-17 9.30e-18   0.000    7.91
P03889 -33.152  24.080 1.10e-16 6.49e-17 3.52e-17   0.000    9.56
P00608 -33.091  24.173 6.23e-17 3.86e-17 2.13e-17  -0.000    9.32
P03796 -33.151  24.087 3.09e-14 2.12e-14 1.23e-14   0.001   10.36
P04255 -33.031  23.816 1.29e-15 4.29e-15 8.55e-15   0.003    6.87
P02987 -33.118  25.232 3.35e-16 1.95e-16 8.88e-17   0.001    6.59
P00833 -33.066  24.065 4.57e-17 3.00e-17 1.69e-17   0.001    9.23
P02600 -33.050  23.935 1.41e-15 6.63e-16 3.09e-16  -0.001    9.03
P01875 -32.855  23.677 2.20e-17 1.52e-17 9.75e-18   0.000    6.60
P00451 -32.880  24.036 1.06e-15 5.54e-16 2.47e-16   0.001    7.98
P03302 -33.012  23.825 8.84e-17 5.38e-17 2.90e-17   0.000    7.23
P03836 -32.987  23.969 1.19e-16 7.23e-17 3.51e-17   0.001   12.63
P01963 -32.882  24.000 7.50e-15 1.38e-14 1.71e-14   0.001   11.12
P02995 -32.800  24.001 3.13e-16 1.82e-16 8.57e-17   0.001   12.32
P02918 -32.878  23.923 2.42e-16 1.29e-16 6.41e-17   0.001   10.79
P04009 -32.864  23.889 2.60e-14 1.45e-14 7.36e-15  -0.000    7.70
P05595 -32.878  23.888 1.31e-16 8.11e-17 4.09e-17   0.000   11.99
P05645 -32.836  24.144 9.26e-17 5.37e-17 2.75e-17  -0.001    6.96
P03847 -32.869  23.775 5.52e-16 2.75e-16 1.37e-16   0.001   13.31
P00133 -32.936  23.807 3.34e-14 2.56e-14 1.63e-14   0.000   15.63
P01650 -32.866  23.910 2.34e-17 1.58e-17 9.39e-18   0.001    8.14
P04206 -32.783  23.881 3.01e-14 1.94e-14 1.13e-14   0.001    8.04
P02684 -32.850  23.858 1.36e-16 8.18e-17 4.39e-17  -0.000    9.46
P02739 -32.722  23.925 3.45e-16 1.90e-16 9.27e-17  -0.000   17.88
P04856 -32.840  24.598 3.59e-16 1.84e-16 9.16e-17   0.001    6.28
P02512 -32.868  23.656 4.24e-17 2.67e-17 1.50e-17   0.000  -18.28
P02906 -32.727  23.791 7.33e-16 3.82e-16 1.89e-16  -0.001    7.31
P02009 -32.673  23.821 1.26e-14 6.33e-15 2.82e-15  -0.001    5.24
P02176 -32.777  23.763 3.40e-16 1.74e-16 8.68e-17   0.000   -8.63
P00889 -32.611  23.829 1.42e-17 1.01e-17 6.44e-18   0.001   15.18
P00738 -32.716  23.749 3.48e-16 1.85e-16 8.69e-17  -0.000    0.31
P04825 -32.748  23.566 2.72e-16 1.64e-16 7.78e-17  -0.000    5.57
P04561 -32.750  23.998 2.13e-17 1.55e-17 9.05e-18   0.000   14.13
P06123 -32.793  23.965 2.18e-14 1.11e-14 5.80e-15   0.002   20.26
P02902 -32.762  23.615 1.57e-14 1.94e-14 1.97e-14   0.001    5.48
P05197 -32.806  23.906 9.21e-17 5.68e-17 2.94e-17  -0.001    5.21
P01205 -32.748  24.352 1.92e-14 2.40e-14 2.06e-14  -0.001    6.18
P03097 -32.801  24.080 2.92e-14 2.63e-14 1.88e-14  -0.001    8.93
P01820 -32.812  23.870 7.53e-16 3.87e-16 1.77e-16  -0.000   42.02
P03681 -32.683  23.719 1.45e-17 1.09e-17 7.18e-18  -0.001    0.80
P04351 -32.726  23.857 5.48e-16 2.89e-16 1.41e-16  -0.001    1.21
P02999 -32.789  23.470 2.42e-14 1.48e-14 8.35e-15   0.001    5.44
P01961 -32.640  23.818 1.53e-15 8.08e-16 3.33e-16   0.000 -123.12
P03635 -32.824  23.892 1.02e-16 5.99e-17 3.05e-17  -0.001   -0.02
P05076 -32.659  23.694 1.78e-14 9.89e-15 4.25e-15   0.001    1.16
P00561 -32.575  23.702 1.26e-15 6.30e-16 2.88e-16   0.000    3.24
P04476 -32.730  23.574 9.27e-16 4.50e-16 2.07e-16  -0.001    4.76
P00346 -32.752  24.069 2.39e-14 1.41e-14 7.52e-15  -0.000    5.90
P02506 -32.638  23.880 2.64e-16 1.42e-16 7.56e-17  -0.001    3.91
P01749 -32.596  23.874 5.09e-17 3.44e-17 1.88e-17   0.001    0.82
P05173 -32.603  23.736 1.53e-14 2.03e-14 1.98e-14  -0.000   -0.01
P01042 -32.601  23.528 5.76e-17 3.61e-17 1.95e-17  -0.001    4.83
P01076 -32.607  23.774 2.43e-14 1.41e-14 7.61e-15  -0.000    1.95
P03930 -32.516  23.815 2.75e-14 2.69e-14 1.97e-14  -0.000    1.58
P04729 -32.600  24.838 5.38e-17 3.76e-17 2.04e-17  -0.003    6.18
P04604 -32.619  23.403 3.39e-17 2.28e-17 1.28e-17   0.001    4.26
P06137 -32.635  23.283 1.43e-15 7.57e-16 3.12e-16   0.000    5.01
P02784 -32.464  23.676 4.22e-17 3.08e-17 1.64e-17  -0.001    0.73
P00795 -32.533  23.799 2.71e-14 2.36e-14 2.08e-14   0.001    0.33
P05245 -32.595  22.516 2.01e-16 1.06e-16 5.54e-17   0.001    5.35
P02497 -32.593  23.539 2.33e-17 1.64e-17 9.80e-18  -0.000    4.11
P03505 -32.689  23.540 2.76e-14 1.71e-14 1.08e-14   0.000    2.97
P04254 -32.511  23.299 5.51e-17 3.35e-17 1.97e-17  -0.002    4.97
P04082 -32.402  23.703 1.57e-17 1.16e-17 6.89e-18  -0.000    1.60
P01644 -32.577  23.840 1.30e-16 7.85e-17 3.62e-17   0.002    4.09
P04553 -32.373  23.504 1.20e-14 6.13e-15 2.91e-15  -0.001    1.87
P02305 -32.362  23.673 2.11e-15 8.78e-16 4.17e-16  -0.000    3.53
P03748 -32.436  23.920 4.88e-16 2.59e-16 1.22e-16   0.001    5.24
P05664 -32.294  23.653 1.05e-15 5.34e-16 2.66e-16   0.001    2.92
P02193 -32.183  23.265 9.42e-16 4.97e-16 2.09e-16   0.001    3.53
P04267 -32.055  23.627 1.01e-14 1.58e-14 1.92e-14  -0.000    4.03
P05615 -32.073  23.717 7.33e-17 4.33e-17 2.44e-17  -0.000    3.72
P05024 -32.053  23.992 3.18e-14 2.28e-14 1.46e-14  -0.000    4.88
P02924 -32.021  23.247 1.13e-16 6.86e-17 3.57e-17   0.001    2.91
P02576 -32.016  23.755 1.70e-14 8.36e-15 3.99e-15  -0.001    4.46
P00352 -32.074  23.171 2.37e-17 1.68e-17 9.97e-18  -0.001    4.16
P00752 -31.977  23.008 9.74e-16 4.74e-16 2.20e-16  -0.001    4.18
P02835 -31.972  23.142 2.55e-17 1.69e-17 1.06e-17  -0.001    3.86
P03842 -31.870  23.520 3.19e-17 2.19e-17 1.24e-17  -0.001    3.57
P02202 -31.908  23.305 2.88e-17 1.89e-17 1.06e-17   0.000    3.00
P01833 -31.803  22.983 1.74e-14 9.23e-15 4.15e-15   0.000    3.70
P02102 -31.823  23.163 5.43e-16 2.92e-16 1.27e-16   0.001    3.26
P04817 -31.733  23.591 7.34e-17 4.54e-17 2.34e-17  -0.000    3.98
P01279 -31.450  23.387 1.48e-17 1.07e-17 6.64e-18   0.001    3.62
P00919 -31.451  23.466 3.30e-16 1.88e-16 9.76e-17   0.000    4.52
P02314 -31.137  22.448 1.41e-16 8.35e-17 4.15e-17   0.000    4.10
P00282 -31.101  22.889 6.21e-17 4.77e-16 2.12e-15   0.000    3.53
P05447 -30.876  24.626 1.87e-14 2.75e-14 2.13e-14  -0.001    5.34
P01029 -30.667  21.446 5.81e-17 3.58e-17 1.97e-17  -0.002    4.39
P01705 -30.746  24.636 1.00e-11 4.92e-12 2.53e-12   0.050    5.52
P04772 -30.655  22.092 1.40e-16 8.25e-17 4.18e-17  -0.001    3.72
P01395 -30.347  21.984 1.47e-14 8.21e-15 3.71e-15   0.002    3.71
P00912 -30.113  22.694 2.40e-16 1.46e-16 7.17e-17  -0.000    3.90
