x y flux0 flux1 flux2 width rv
 30.716 -18.755 1.92e-16 1.00e-16 7.29e-17 52.99 -801.63
 30.788 -18.890 1.35e-16 7.02e-17 9.51e-17 47.33 -801.57
 30.808 -18.765 1.42e-16 1.41e-16 8.33e-17 49.19 -801.70
 30.831 -18.769 1.64e-16 1.39e-16 9.02e-17 34.62 -801.55
 30.844 -18.776 2.09e-16 1.15e-16 6.77e-17 26.29 -801.46
 30.844 -18.782 1.19e-16 9.72e-17 9.64e-17 49.34 -801.72
 30.847 -18.776 1.26e-16 1.21e-16 7.95e-17 25.98 -801.33
 30.850 -18.766 2.03e-16 1.58e-16 1.16e-16 41.38 -801.40
 30.852 -18.792 1.65e-16 1.43e-16 9.06e-17 37.73 -801.39
 30.853 -18.802 1.69e-16 1.12e-16 7.17e-17 54.64 -801.71
 30.857 -18.731 1.47e-16 1.20e-16 7.25e-17 44.74 -801.43
 30.857 -18.773 1.72e-16 1.46e-16 9.78e-17 46.86 -801.44
 30.857 -18.773 1.60e-16 1.26e-16 9.59e-17 42.21 -801.76
 30.857 -18.779 1.33e-16 1.05e-16 5.98e-17 26.60 -801.50
 30.858 -18.748 1.74e-16 1.07e-16 7.51e-17 35.02 -801.57
 30.862 -18.791 1.80e-16 1.23e-16 9.12e-17 49.12 -801.54
 30.862 -18.774 1.42e-16 1.04e-16 9.55e-17 42.54 -801.60
 30.895 -18.722 1.74e-16 1.39e-16 5.78e-17 41.63 -801.68
 30.897 -18.805 1.45e-16 1.25e-16 6.56e-17 39.88 -801.60
 30.903 -18.848 1.51e-16 9.56e-17 5.91e-17 35.56 -801.44
 30.930 -18.816 3.10e-16 1.75e-16 1.05e-16 66.94 -801.58
 44.014 -27.627 3.27e-17 2.14e-17 1.33e-17 12.94 -1794.99
 44.046 -27.547 3.20e-17 3.23e-17 1.32e-17 17.16 -1794.96
 44.064 -27.573 2.23e-17 1.72e-17 1.19e-17 21.07 -1794.96
 44.067 -27.506 3.95e-17 2.33e-17 1.21e-17 21.05 -1794.96
 44.071 -27.474 2.69e-17 2.06e-17 1.76e-17 24.07 -1794.95
 44.075 -27.530 4.77e-17 2.14e-17 1.34e-17 12.91 -1794.87
 44.077 -27.486 4.44e-17 2.50e-17 1.70e-17 24.23 -1794.75
 44.087 -27.448 3.71e-17 1.93e-17 1.61e-17 18.28 -1794.86
 44.090 -27.411 2.69e-17 1.58e-17 1.39e-17 22.38 -1794.98
 44.090 -27.437 3.06e-17 2.30e-17 1.36e-17 12.39 -1794.81
 44.102 -27.485 4.31e-17 2.28e-17 1.62e-17 10.47 -1794.90
 44.102 -27.478 2.42e-17 1.66e-17 1.38e-17 18.44 -1794.99
 44.102 -27.469 2.43e-17 2.22e-17 1.80e-17 22.93 -1794.77
 44.106 -27.481 3.50e-17 2.10e-17 1.44e-17 16.53 -1794.82
 44.107 -27.470 2.98e-17 2.13e-17 1.73e-17 30.49 -1794.92
 44.109 -27.477 2.40e-17 1.78e-17 1.10e-17 18.82 -1794.74
 44.111 -27.481 3.21e-17 1.45e-17 1.07e-17 14.83 -1794.94
 44.113 -27.494 2.61e-17 2.16e-17 1.04e-17 26.35 -1794.84
 44.114 -27.480 3.11e-17 1.97e-17 1.24e-17 18.09 -1794.97
 44.115 -27.469 2.09e-17 1.65e-17 1.18e-17 19.98 -1794.91
 44.118 -27.457 2.29e-17 1.65e-17 7.80e-18 14.32 -1794.91
 44.120 -27.480 1.83e-17 2.08e-17 1.07e-17 22.51 -1794.97
 44.123 -27.488 3.00e-17 2.99e-17 1.73e-17 14.98 -1794.95
 44.185 -27.448 3.97e-17 2.31e-17 1.51e-17 18.75 -1795.09
 44.206 -27.293 2.39e-17 2.08e-17 1.13e-17 18.67 -1794.98
