x y flux0 flux1 flux2 width rv
-39.548 -28.826 1.33e-17 1.01e-17 4.47e-18 13.83 -2613.39
-39.520 -28.808 1.23e-17 1.34e-17 5.12e-18 14.67 -2613.20
-39.517 -28.829 1.73e-17 1.54e-17 9.25e-18 10.30 -2613.30
-39.514 -28.818 1.02e-17 1.06e-17 4.78e-18 12.59 -2613.48
-39.511 -28.827 1.58e-17 1.36e-17 8.33e-18 17.22 -2613.38
-39.509 -28.830 1.37e-17 1.04e-17 7.82e-18 10.38 -2613.29
-39.508 -28.782 1.61e-17 1.20e-17 9.27e-18 15.78 -2613.36
-39.507 -28.826 1.80e-17 1.39e-17 7.57e-18 18.05 -2613.44
-39.507 -28.789 1.49e-17 1.04e-17 5.80e-18 11.66 -2613.42
-39.505 -28.823 1.74e-17 1.10e-17 7.12e-18 11.50 -2613.20
-39.503 -28.831 1.56e-17 1.16e-17 8.68e-18 15.01 -2613.21
-39.498 -28.785 1.60e-17 1.12e-17 8.18e-18 11.20 -2613.21
-39.474 -28.795 1.61e-17 1.19e-17 1.01e-17 13.98 -2613.31
-39.440 -28.708 1.88e-17 1.05e-17 6.31e-18 12.24 -2613.44
-36.025 -25.226 1.08e-16 6.64e-17 4.22e-17 22.78 -1047.03
-35.896 -24.678 8.54e-17 6.12e-17 5.02e-17 20.70 -1047.07
-35.853 -24.598 9.63e-17 1.16e-16 5.28e-17 39.02 -1047.00
-35.852 -24.614 7.42e-17 8.33e-17 3.73e-17 28.98 -1047.01
-35.849 -24.676 8.59e-17 4.98e-17 3.87e-17 42.09 -1047.03
-35.848 -24.644 1.18e-16 1.08e-16 5.12e-17 27.49 -1046.96
-35.843 -24.644 1.06e-16 7.34e-17 6.28e-17 45.81 -1046.96
-35.838 -24.669 9.47e-17 4.95e-17 4.24e-17 43.03 -1047.03
-35.835 -24.585 1.04e-16 6.98e-17 5.12e-17 42.05 -1046.81
-35.833 -24.659 8.31e-17 7.87e-17 3.82e-17 31.13 -1046.78
-35.832 -24.642 6.82e-17 5.85e-17 4.10e-17 31.14 -1046.89
-35.831 -24.655 1.10e-16 8.12e-17 4.18e-17 37.67 -1046.95
-35.828 -24.656 1.01e-16 6.37e-17 4.29e-17 27.76 -1046.95
-35.827 -24.676 7.73e-17 4.97e-17 4.23e-17 23.91 -1047.12
-35.818 -24.687 9.92e-17 6.91e-17 4.62e-17 33.40 -1047.05
-35.816 -24.685 1.15e-16 6.77e-17 6.62e-17 26.13 -1046.98
-35.799 -24.804 6.86e-17 4.90e-17 3.33e-17 36.76 -1046.98
-35.797 -24.620 1.00e-16 6.44e-17 4.32e-17 29.85 -1047.10
-35.776 -24.590 1.05e-16 6.35e-17 4.82e-17 28.21 -1046.83
-35.764 -24.643 5.51e-17 6.11e-17 3.97e-17 22.91 -1046.82
-35.756 -24.552 8.85e-17 7.56e-17 4.97e-17 24.10 -1046.94
-35.755 -24.401 1.12e-16 6.33e-17 5.77e-17 28.54 -1046.97
-35.728 -24.698 7.39e-17 4.89e-17 3.62e-17 42.85 -1046.94
-35.707 -24.544 1.03e-16 6.45e-17 4.48e-17 42.92 -1046.93
-35.632 -24.772 1.05e-16 7.68e-17 5.03e-17 36.28 -1046.87
-30.071 -25.264 2.07e-17 1.12e-17 1.06e-17 14.39 -2476.17
-30.060 -25.242 1.55e-17 1.66e-17 7.35e-18 13.87 -2476.01
-30.044 -25.112 1.83e-17 1.26e-17 6.79e-18 13.45 -2475.99
-30.032 -25.179 2.01e-17 1.40e-17 8.05e-18 14.17 -2476.03
-30.027 -25.187 9.02e-18 1.07e-17 5.33e-18 14.83 -2475.93
-30.006 -25.195 2.46e-17 1.70e-17 7.35e-18 14.18 -2475.97
-30.002 -25.132 1.46e-17 1.01e-17 8.11e-18 16.84 -2476.09
