x y flux0 flux1 flux2 width rv
 17.940 -22.833 2.66e-17 1.86e-17 1.02e-17 15.00 -1930.40
 17.964 -22.608 2.66e-17 2.41e-17 1.24e-17 25.01 -1930.22
 17.973 -22.993 2.15e-17 1.36e-17 1.23e-17 11.08 -1930.45
 18.027 -22.800 2.40e-17 1.57e-17 1.55e-17 20.54 -1930.34
 18.040 -22.708 3.18e-17 1.64e-17 1.20e-17 17.91 -1930.38
 18.046 -22.771 2.74e-17 1.80e-17 1.52e-17 20.09 -1930.37
 18.085 -22.852 3.10e-17 2.23e-17 1.21e-17 16.78 -1930.28
 18.105 -22.739 2.90e-17 1.43e-17 9.98e-18 21.83 -1930.42
 18.109 -22.770 2.28e-17 1.43e-17 1.07e-17 16.03 -1930.32
 18.113 -22.784 2.11e-17 1.39e-17 8.30e-18 20.53 -1930.25
 18.123 -22.785 2.46e-17 1.76e-17 1.31e-17 15.91 -1930.34
 18.128 -22.786 1.76e-17 1.11e-17 9.53e-18  8.95 -1930.37
 18.133 -22.768 2.41e-17 2.04e-17 1.09e-17 16.19 -1930.39
 18.134 -22.815 1.99e-17 2.05e-17 1.24e-17 16.91 -1930.57
 18.134 -22.711 2.93e-17 1.77e-17 8.11e-18 20.51 -1930.36
 18.134 -22.772 3.31e-17 2.01e-17 1.59e-17 16.70 -1930.42
 18.142 -22.839 2.01e-17 1.51e-17 1.09e-17 17.75 -1930.45
 18.160 -22.767 2.49e-17 1.70e-17 1.16e-17 17.86 -1930.42
 18.162 -22.750 2.61e-17 1.19e-17 1.22e-17 18.85 -1930.55
 18.164 -22.692 1.97e-17 2.07e-17 1.24e-17 15.89 -1930.28
 18.192 -22.773 2.21e-17 2.07e-17 9.81e-18 13.78 -1930.33
 18.197 -22.819 2.69e-17 1.82e-17 1.03e-17 17.05 -1930.41
 18.203 -22.900 2.73e-17 1.87e-17 1.85e-17 14.10 -1930.29
 18.373 -22.912 2.45e-17 1.98e-17 8.17e-18 19.05 -1930.61
 18.411 -22.780 2.16e-17 1.35e-17 9.93e-18 12.54 -1930.33
 20.110 -15.779 1.73e-17 1.45e-17 6.87e-18 11.50 -2125.59
 20.298 -15.893 1.55e-17 1.28e-17 1.01e-17 14.08 -2125.73
 20.384 -15.973 2.16e-17 1.72e-17 1.20e-17 18.40 -2125.55
 20.396 -15.939 1.64e-17 1.19e-17 1.30e-17 18.20 -2125.64
 20.400 -15.916 2.24e-17 1.81e-17 1.08e-17 17.68 -2125.72
 20.403 -15.857 1.82e-17 1.35e-17 8.71e-18 10.04 -2125.71
 20.405 -15.930 2.32e-17 2.07e-17 1.17e-17 18.22 -2125.79
 20.407 -15.933 2.43e-17 1.75e-17 1.40e-17 13.44 -2125.76
 20.414 -15.919 1.89e-17 1.96e-17 8.49e-18 12.60 -2125.70
 20.416 -15.966 1.88e-17 1.67e-17 1.04e-17 17.77 -2125.79
 20.458 -15.953 1.70e-17 1.12e-17 9.16e-18 13.70 -2125.72
 20.475 -15.904 1.86e-17 1.27e-17 1.46e-17 16.25 -2125.84
 20.480 -15.824 2.15e-17 1.74e-17 1.10e-17 18.57 -2125.65
 20.527 -15.983 1.96e-17 1.54e-17 8.52e-18 16.05 -2125.64
 20.592 -15.983 1.93e-17 2.11e-17 1.10e-17 14.25 -2125.89
 20.671 -15.995 1.81e-17 1.59e-17 1.04e-17 15.88 -2125.71
 28.835 -26.671 1.19e-17 1.10e-17 6.19e-18 11.09 -2471.52
 28.861 -26.658 2.07e-17 1.26e-17 8.52e-18  8.21 -2471.56
 28.868 -26.618 1.61e-17 1.43e-17 1.02e-17 11.80 -2471.47
 28.886 -26.669 1.77e-17 1.04e-17 7.72e-18 13.54 -2471.39
 28.898 -26.685 1.83e-17 1.42e-17 8.44e-18  9.81 -2471.45
 28.899 -26.690 1.60e-17 1.14e-17 7.72e-18  8.73 -2471.47
 28.900 -26.704 1.59e-17 1.54e-17 7.97e-18 10.73 -2471.47
 28.900 -26.750 1.79e-17 1.30e-17 7.71e-18 11.60 -2471.65
 28.901 -26.685 1.64e-17 1.54e-17 8.02e-18  8.42 -2471.52
 28.909 -26.694 1.61e-17 1.09e-17 7.92e-18 10.38 -2471.47
 28.910 -26.691 1.34e-17 1.25e-17 7.81e-18 11.74 -2471.51
 28.910 -26.684 1.43e-17 1.25e-17 5.89e-18 14.47 -2471.41
 28.911 -26.688 1.69e-17 1.54e-17 7.59e-18 12.23 -2471.58
 28.911 -26.688 1.95e-17 1.41e-17 7.05e-18 12.56 -2471.68
 28.913 -26.690 1.50e-17 1.21e-17 8.72e-18 11.68 -2471.71
 28.914 -26.688 1.77e-17 1.53e-17 7.48e-18 12.04 -2471.53
 28.914 -26.678 1.80e-17 1.31e-17 8.74e-18 13.13 -2471.53
 28.914 -26.690 1.79e-17 1.08e-17 7.39e-18 14.85 -2471.36
 28.920 -26.694 1.76e-17 1.09e-17 9.22e-18 15.91 -2471.42
 28.923 -26.721 1.39e-17 1.25e-17 9.41e-18 15.11 -2471.25
 28.926 -26.708 1.85e-17 1.28e-17 9.60e-18 13.41 -2471.53
 28.940 -26.571 1.82e-17 1.45e-17 7.75e-18 16.58 -2471.50
 28.940 -26.875 1.89e-17 1.15e-17 7.61e-18  7.40 -2471.39
 28.941 -26.728 2.27e-17 2.12e-17 1.13e-17 15.49 -2471.52
