Time,Flux
0.0,1.2139053575062178
1.0,1.2217072503824469
2.0,1.2401656562461467
3.0,1.2301257842808537
4.0,1.2306707290654508
5.0,1.254789482954813
6.0,1.2764529467706105
7.0,1.2831477613205948
8.0,1.285883450498162
9.0,1.289941138542365
10.0,1.29200901425662
11.0,1.2701116703618043
12.0,1.2163142485235527
13.0,1.2144698949722956
14.0,1.1846029767310566
15.0,1.1824427163239255
16.0,1.1577562913743884
17.0,1.139190762620543
18.0,1.1096888009047152
19.0,1.1014543534344707
20.0,1.0917393679161655
21.0,1.0864317892172417
22.0,1.0712407969713977
23.0,1.0373872955673713
24.0,1.0023107642617668
25.0,0.9896477512753445
26.0,0.977593597783926
27.0,1.0299627325565524
28.0,1.0420268743364132
29.0,1.0198451982725067
30.0,1.0157431339197585
31.0,1.0191297936948003
32.0,1.0478463595137313
33.0,1.0816050883624433
34.0,1.043003328581335
35.0,1.0733009882143314
36.0,1.0640562401959957
37.0,1.0747456799865929
38.0,1.0828784116156531
39.0,1.087069795742644
40.0,1.1175687081216552
41.0,1.0975817186551606
42.0,1.1026770091762808
43.0,1.1096119150911279
44.0,1.1420269873541251
45.0,1.1026454974591557
46.0,1.1254658092367102
47.0,1.1349151747784492
48.0,1.1387876254019142
49.0,1.1369782730392206
50.0,1.1817653599329285
51.0,1.178388446587894
52.0,1.1935560144738993
53.0,1.202726677330991
54.0,1.1787019186056167
55.0,1.2127376191492
56.0,1.216692469061073
57.0,1.2191485700819358
58.0,1.2244547547845512
59.0,1.2533033418285868
60.0,1.2520227550948584
61.0,1.241491744753859
62.0,1.2405529083641451
63.0,1.2875811274617661
64.0,1.2616448853098712
65.0,1.261654370469471
66.0,1.2695767665586244
67.0,1.2885577729191886
68.0,1.250892435924902
69.0,1.2410748825200886
70.0,1.201681339547883
71.0,1.2091526133121822
72.0,1.1967362460712174
73.0,1.145314373038006
74.0,1.1192001651845063
75.0,1.1193653763958167
76.0,1.1255828968910195
77.0,1.1074165719734386
78.0,1.053614560141094
79.0,1.0479530836097308
80.0,1.0175559251017863
81.0,1.0102916042278074
82.0,1.0207880252593469
83.0,1.003994056565264
84.0,0.9977194225005215
85.0,0.994135871142065
86.0,1.0217833684771642
87.0,1.010618735587478
88.0,1.0421268633354321
89.0,1.0248042662644206
90.0,1.1134084262243586
91.0,1.0657520489275703
92.0,1.0602918171773772
93.0,1.0632465011247068
94.0,1.0828081878388804
95.0,1.0777179188177959
96.0,1.104152782420296
97.0,1.0721820879275894
98.0,1.12969217477475
99.0,1.0873961826959053
100.0,1.1205887453892829
101.0,1.1192831272918284
102.0,1.1356464813791547
103.0,1.1734270591083913
104.0,1.15008369923344
105.0,1.1768028914140571
106.0,1.1702769251678853
107.0,1.1696293125304127
108.0,1.1827058462065585
109.0,1.1778005641032319
110.0,1.1925142063893985
111.0,1.173057641016744
112.0,1.2114676581541732
113.0,1.1989741091696393
114.0,1.2261770845479647
115.0,1.2112408545900848
116.0,1.2329243256135294
117.0,1.2186757856602073
118.0,1.2605861790781805
119.0,1.2415990652063136
