x y flux0 flux1 flux2 width rv
 20.595 -11.961 6.59e-17 4.65e-17 2.56e-17 28.78 -1149.42
 20.609 -11.807 9.08e-17 5.92e-17 4.14e-17 25.98 -1149.26
 20.609 -12.477 6.08e-17 4.60e-17 4.21e-17 28.81 -1149.46
 20.636 -11.743 7.85e-17 5.09e-17 5.26e-17 26.44 -1149.42
 20.673 -12.064 9.68e-17 4.63e-17 3.67e-17 30.67 -1149.50
 20.691 -11.280 6.26e-17 5.31e-17 3.27e-17 27.89 -1149.36
 20.716 -11.795 7.51e-17 5.93e-17 4.44e-17 35.42 -1149.61
 20.737 -11.795 8.30e-17 6.23e-17 4.06e-17 23.05 -1149.44
 20.765 -11.746 7.05e-17 5.08e-17 4.05e-17 24.39 -1149.57
 20.787 -11.584 5.83e-17 4.44e-17 2.76e-17 42.99 -1149.37
 20.793 -11.960 4.78e-17 3.96e-17 2.47e-17 31.55 -1149.38
 20.796 -11.849 7.57e-17 5.90e-17 3.48e-17 20.15 -1149.59
 20.803 -11.700 8.06e-17 4.76e-17 3.79e-17 43.94 -1149.51
 20.806 -11.822 7.51e-17 5.40e-17 3.26e-17 30.56 -1149.54
 20.815 -11.876 9.34e-17 6.34e-17 3.72e-17 25.85 -1149.46
 20.829 -11.734 7.86e-17 6.14e-17 3.52e-17 29.37 -1149.39
 20.845 -11.870 9.48e-17 5.03e-17 3.52e-17 30.74 -1149.62
 20.857 -11.839 6.07e-17 5.00e-17 2.22e-17 30.28 -1149.63
 20.861 -11.770 7.66e-17 6.97e-17 3.32e-17 37.87 -1149.57
 20.862 -11.857 7.70e-17 6.38e-17 3.45e-17 31.11 -1149.58
 20.863 -11.786 7.17e-17 5.30e-17 4.23e-17 27.94 -1149.93
 20.872 -11.838 6.82e-17 4.13e-17 3.59e-17 32.36 -1149.51
 20.885 -11.829 6.64e-17 5.58e-17 2.99e-17 40.94 -1149.72
 20.892 -11.589 8.15e-17 5.60e-17 3.32e-17 37.74 -1149.39
 20.904 -11.865 7.80e-17 6.47e-17 3.82e-17 22.64 -1149.51
 20.904 -12.130 7.21e-17 3.60e-17 3.28e-17 19.10 -1149.57
 20.944 -12.080 9.33e-17 6.00e-17 4.56e-17 49.08 -1149.57
 20.960 -11.834 5.45e-17 4.75e-17 2.85e-17 22.79 -1149.61
 20.967 -11.777 7.40e-17 6.08e-17 4.39e-17 31.61 -1149.54
 20.982 -11.458 7.69e-17 3.40e-17 3.10e-17 40.84 -1149.41
 21.027 -11.903 6.43e-17 5.76e-17 3.50e-17 29.67 -1149.57
 21.043 -11.814 6.75e-17 7.34e-17 3.16e-17 24.13 -1149.56
