Time,Flux
0.0,1.0840827276015061
1.0,1.0706356913089239
2.0,1.060276340180714
3.0,1.047006992007909
4.0,1.0210912885747474
5.0,1.0110054579003598
6.0,0.9997082505781348
7.0,1.0658443579810915
8.0,1.1044817202168062
9.0,1.1423314425510631
10.0,1.213629084309251
11.0,1.173447138000708
12.0,1.1469616139587124
13.0,1.1672893985767425
14.0,1.1488089132136212
15.0,1.1038765451461665
16.0,1.125588926027171
17.0,1.0664396374053986
18.0,1.0724446761967028
19.0,1.0394942423463964
20.0,1.0374576425692226
21.0,1.0165830641932807
22.0,1.0095124779519309
23.0,0.9852053840792082
24.0,1.0746195001502041
25.0,1.1250836498359447
26.0,1.154251572204787
27.0,1.198908385008724
28.0,1.174162184052236
29.0,1.1472367432417778
30.0,1.1225368681613497
31.0,1.1171427854322498
32.0,1.1220568681252978
33.0,1.1003285288982843
34.0,1.0641720790222398
35.0,1.0733099927339083
36.0,1.0762039035412048
37.0,1.03318009055371
38.0,1.0221479439760537
39.0,1.0325656625407258
40.0,1.0379661850723132
41.0,1.0937220799830754
42.0,1.1384441545036454
43.0,1.1705293863598178
44.0,1.1503342180460754
45.0,1.166619097478819
46.0,1.1494912066959744
47.0,1.1373670654419363
48.0,1.1268610034855169
49.0,1.129083994851262
50.0,1.1108424623362063
51.0,1.0679133315144784
52.0,1.0754398389221156
53.0,1.0272609167869655
54.0,1.0358528934519555
55.0,1.0300915636270072
56.0,0.974686421516684
57.0,1.0305695354344016
58.0,1.1090086171056945
59.0,1.1544266709053688
60.0,1.1901020839195249
61.0,1.1877299495446958
62.0,1.1674403566509994
63.0,1.174030928920597
64.0,1.1388096233941132
65.0,1.1069490690103534
66.0,1.085062107553106
67.0,1.07343487766018
68.0,1.036141430095356
69.0,1.0278237767285798
70.0,1.0365106226858996
71.0,1.030829053215577
72.0,0.9880451585434243
73.0,1.0184259775418831
74.0,1.0784427640536314
75.0,1.09619455718693
76.0,1.1856853149554838
77.0,1.1994668416628773
78.0,1.184710932731454
79.0,1.1663986547240206
80.0,1.1373205368201815
81.0,1.1196848929333847
82.0,1.1316153386950685
83.0,1.0869793718674838
84.0,1.1098197027131873
85.0,1.04509472819542
86.0,1.0235381103214687
87.0,1.0415210225132965
88.0,1.018419852150115
89.0,1.0035222736367393
90.0,1.0374485789230243
91.0,1.072917178186764
92.0,1.1678938721494647
93.0,1.1835308367394701
94.0,1.1821727909263682
95.0,1.1509068103826907
96.0,1.14480323082712
97.0,1.123158053448273
98.0,1.096667953927954
99.0,1.0903367396768482
100.0,1.1107082265217276
101.0,1.071072981153567
102.0,1.0615266874534732
103.0,1.0527272091418043
104.0,1.0401085833425872
105.0,0.9835457826362122
106.0,1.00276883283115
107.0,1.0605378944711619
108.0,1.06926795482628
109.0,1.1572169056602748
110.0,1.2029211281132723
111.0,1.162513658345535
112.0,1.135842520722508
113.0,1.158321730773013
114.0,1.1161724320609696
115.0,1.1184254954734465
116.0,1.1027594008489368
117.0,1.082121140070552
118.0,1.0785645961632622
119.0,1.0653159937695953
