x y flux0 flux1 flux2 width rv
-22.653  30.596 3.77e-17 2.81e-17 1.71e-17 24.35 -1649.21
-22.571  30.374 3.85e-17 2.80e-17 1.79e-17 25.00 -1649.17
-22.546  30.525 3.25e-17 2.26e-17 1.44e-17 19.06 -1649.31
-22.534  30.609 3.94e-17 2.59e-17 1.72e-17 15.73 -1649.06
-22.531  30.459 2.94e-17 2.01e-17 1.38e-17 18.86 -1649.12
-22.512  30.554 3.17e-17 2.50e-17 1.58e-17 28.94 -1649.22
-22.506  30.531 3.42e-17 2.51e-17 1.62e-17 18.71 -1649.00
-22.505  30.487 3.89e-17 2.66e-17 1.77e-17 25.22 -1649.22
-22.492  30.518 4.62e-17 3.20e-17 2.09e-17 28.06 -1649.15
-22.488  30.510 3.69e-17 2.57e-17 1.72e-17 17.38 -1648.96
-22.488  30.540 4.26e-17 3.34e-17 1.97e-17 15.62 -1649.00
-22.486  30.522 2.92e-17 1.97e-17 1.47e-17 27.64 -1649.20
-22.483  30.519 3.40e-17 2.40e-17 1.68e-17 21.18 -1649.13
-22.483  30.517 3.88e-17 2.81e-17 1.91e-17 22.21 -1649.07
-22.482  30.518 3.90e-17 3.01e-17 2.09e-17 14.63 -1649.02
-22.477  30.377 2.90e-17 2.23e-17 1.46e-17 25.23 -1649.21
-22.476  30.448 3.39e-17 2.45e-17 1.69e-17 15.80 -1649.01
-22.464  30.488 3.34e-17 2.42e-17 1.77e-17 15.18 -1649.19
-22.462  30.510 2.97e-17 2.24e-17 1.33e-17 24.51 -1649.22
-22.461  30.502 4.15e-17 2.83e-17 1.87e-17 14.50 -1649.07
-22.425  30.518 3.62e-17 2.80e-17 1.69e-17 19.05 -1649.06
-22.412  30.483 3.92e-17 2.69e-17 1.78e-17 25.97 -1649.17
-22.385  30.708 3.94e-17 2.84e-17 1.82e-17  9.56 -1649.15
-17.323  36.076 2.88e-17 1.80e-17 1.32e-17 19.41 -1797.89
-17.215  35.989 2.97e-17 2.43e-17 1.54e-17 22.95 -1798.03
-17.209  35.909 3.05e-17 2.14e-17 1.29e-17 11.12 -1798.12
-17.201  35.923 2.95e-17 2.26e-17 1.54e-17 15.99 -1797.80
-17.199  36.032 3.28e-17 2.26e-17 1.54e-17 22.62 -1797.92
-17.196  36.059 2.97e-17 2.21e-17 1.55e-17 10.84 -1798.04
-17.194  35.972 3.01e-17 2.26e-17 1.49e-17 14.41 -1797.93
-17.192  36.053 2.56e-17 1.85e-17 1.16e-17 13.15 -1798.04
-17.188  35.991 2.51e-17 1.86e-17 1.22e-17 16.90 -1798.01
-17.186  36.019 3.67e-17 2.72e-17 1.76e-17 24.68 -1798.03
-17.182  36.075 2.86e-17 2.13e-17 1.39e-17 22.35 -1797.86
-17.179  35.943 3.46e-17 2.47e-17 1.67e-17 17.64 -1797.85
-17.177  35.950 3.17e-17 2.40e-17 1.56e-17 23.13 -1798.02
-17.177  36.057 3.65e-17 2.44e-17 1.71e-17 10.85 -1797.90
-17.176  36.033 2.27e-17 1.64e-17 1.08e-17 20.65 -1798.06
-17.171  36.039 3.20e-17 2.06e-17 1.56e-17 18.92 -1797.93
-17.171  36.036 3.26e-17 2.26e-17 1.54e-17 14.10 -1797.84
-17.169  36.031 3.12e-17 2.07e-17 1.39e-17 19.62 -1798.01
-17.162  36.029 3.46e-17 2.64e-17 1.62e-17 18.79 -1798.05
-17.162  36.030 2.93e-17 2.20e-17 1.50e-17 17.93 -1797.91
-17.160  36.032 2.91e-17 2.16e-17 1.38e-17 14.35 -1797.93
-17.154  36.038 2.57e-17 1.64e-17 1.17e-17 21.11 -1797.84
-17.149  36.021 3.58e-17 2.49e-17 1.61e-17 19.93 -1797.91
-17.130  36.031 2.86e-17 1.98e-17 1.38e-17 19.86 -1797.94
-17.125  36.006 2.86e-17 1.91e-17 1.42e-17 18.35 -1797.78
-17.096  35.944 2.97e-17 2.20e-17 1.44e-17 22.45 -1797.77
-17.094  36.080 2.42e-17 1.87e-17 1.16e-17 17.14 -1797.83
-17.060  36.038 2.79e-17 1.92e-17 1.31e-17 26.73 -1797.78
-17.055  36.181 3.80e-17 2.85e-17 1.70e-17 19.83 -1797.88
-16.781  36.071 3.10e-17 2.20e-17 1.44e-17 20.41 -1797.81
