x y flux0 flux1 flux2 width rv
  0.004  20.605 2.62e-17 1.76e-17 1.20e-17 18.73 -1804.26
  0.010  20.447 3.14e-17 2.02e-17 1.62e-17 17.02 -1804.53
  0.012  20.545 2.84e-17 1.48e-17 1.42e-17 19.18 -1804.42
  0.037  20.552 2.57e-17 1.61e-17 1.24e-17 17.32 -1804.34
  0.085  20.592 2.41e-17 1.80e-17 1.42e-17 19.42 -1804.35
  0.253  20.483 3.35e-17 2.51e-17 1.24e-17 16.54 -1804.34
  6.653  22.674 2.50e-17 1.42e-17 1.02e-17 16.72 -2426.25
  6.826  22.368 1.42e-17 1.06e-17 8.15e-18 16.21 -2426.18
  6.881  22.476 1.67e-17 1.02e-17 7.24e-18 14.61 -2426.25
  6.907  22.476 1.57e-17 1.28e-17 9.49e-18 16.98 -2426.13
  6.925  22.534 1.95e-17 1.69e-17 8.64e-18 17.97 -2426.14
  6.931  22.465 1.17e-17 1.10e-17 5.66e-18  9.26 -2426.28
  6.932  22.549 1.27e-17 1.04e-17 7.29e-18 18.10 -2426.30
  6.966  22.482 1.77e-17 1.35e-17 8.99e-18 12.47 -2426.26
  7.004  22.576 2.07e-17 1.30e-17 9.33e-18  9.62 -2426.24
  7.026  22.448 1.44e-17 1.20e-17 9.12e-18 14.23 -2426.24
  7.107  22.467 2.06e-17 1.16e-17 9.32e-18 11.89 -2426.27
