x y flux0 flux1 flux2 width rv
-42.261 -37.353 5.02e-17 3.77e-17 2.20e-17 20.99 -1549.58
-42.192 -37.398 3.90e-17 2.52e-17 1.95e-17 14.75 -1549.51
-42.159 -37.654 4.90e-17 3.04e-17 2.15e-17 21.94 -1549.47
-42.149 -37.431 5.07e-17 3.14e-17 2.66e-17 23.30 -1549.68
-42.129 -37.347 4.68e-17 3.80e-17 2.47e-17 25.33 -1549.65
-42.123 -37.242 4.44e-17 3.49e-17 2.11e-17 24.97 -1549.45
-42.120 -37.274 5.44e-17 4.21e-17 2.60e-17 14.81 -1549.66
-42.104 -37.321 5.19e-17 3.03e-17 2.08e-17 28.73 -1549.81
-42.103 -36.856 5.09e-17 3.52e-17 2.13e-17 30.97 -1549.32
-42.097 -37.302 6.08e-17 3.48e-17 2.70e-17 18.44 -1549.59
-42.096 -37.275 6.59e-17 3.57e-17 2.38e-17 24.37 -1549.53
-42.093 -37.285 3.45e-17 3.01e-17 1.48e-17 23.98 -1549.72
-42.088 -37.333 5.10e-17 4.21e-17 2.35e-17 16.90 -1549.59
-42.065 -37.326 3.93e-17 1.83e-17 1.63e-17 23.98 -1549.69
-42.049 -37.257 3.10e-17 2.70e-17 1.44e-17 24.16 -1549.83
-42.028 -37.253 4.90e-17 3.53e-17 1.65e-17 33.07 -1549.48
-41.989 -37.033 3.15e-17 3.03e-17 2.41e-17 22.15 -1549.57
-41.914 -37.270 5.55e-17 3.70e-17 2.04e-17 22.86 -1549.68
-41.844 -37.124 4.56e-17 3.08e-17 1.92e-17 27.08 -1549.81
