x y flux0 flux1 flux2 width rv
 -5.446 -10.855 1.68e-17 1.25e-17 9.45e-18 12.55 -2408.07
 -5.154 -11.239 1.82e-17 1.23e-17 8.74e-18 13.11 -2408.34
 -5.092 -11.271 2.10e-17 1.56e-17 8.41e-18 14.18 -2408.29
 -5.002 -11.150 1.82e-17 1.29e-17 9.04e-18  8.53 -2408.29
 -4.982 -10.933 1.84e-17 1.24e-17 9.14e-18 15.48 -2408.16
 -4.964 -11.230 1.53e-17 1.07e-17 7.53e-18 11.44 -2408.40
 -4.954 -11.232 1.52e-17 1.17e-17 9.81e-18 16.95 -2408.38
 -4.949 -11.208 2.05e-17 1.23e-17 1.04e-17 13.82 -2408.28
 -4.944 -11.222 1.45e-17 1.17e-17 8.43e-18  9.38 -2408.35
 -4.936 -11.221 1.80e-17 1.25e-17 8.52e-18 12.26 -2408.33
 -4.936 -11.216 1.55e-17 1.45e-17 1.20e-17 14.98 -2408.31
 -4.925 -11.176 1.53e-17 1.34e-17 8.78e-18 15.59 -2408.27
 -4.912 -11.183 1.63e-17 1.33e-17 8.09e-18 14.01 -2408.47
 -4.891 -11.120 1.70e-17 1.07e-17 8.86e-18 17.28 -2408.36
 -4.876 -11.254 1.80e-17 1.09e-17 7.13e-18 10.04 -2408.15
 -4.869 -11.233 1.44e-17 1.19e-17 6.28e-18 11.35 -2408.34
 -4.866 -11.156 1.95e-17 1.22e-17 1.12e-17 14.94 -2408.19
 -4.860 -11.186 1.52e-17 1.31e-17 7.64e-18 13.02 -2408.33
 -4.603 -11.075 1.44e-17 1.05e-17 5.25e-18 16.30 -2408.17
 -4.593 -11.338 1.98e-17 1.22e-17 8.80e-18 11.94 -2408.37
