x y flux0 flux1 flux2 width rv
-29.383   5.025 1.91e-17 1.36e-17 7.89e-18 21.90 -2164.92
-29.357   4.907 2.22e-17 1.31e-17 9.10e-18 14.03 -2164.86
-29.337   5.147 2.33e-17 1.46e-17 8.14e-18 18.49 -2164.53
-29.324   4.820 1.74e-17 1.19e-17 7.60e-18 11.48 -2164.84
-29.312   4.889 1.99e-17 1.66e-17 1.05e-17 13.68 -2164.83
-29.296   4.910 2.75e-17 1.65e-17 1.24e-17 17.07 -2164.76
-29.276   4.871 1.72e-17 1.42e-17 8.83e-18 13.08 -2164.70
-29.259   4.854 1.76e-17 1.65e-17 8.76e-18 21.79 -2164.83
-29.252   4.685 2.10e-17 1.18e-17 8.76e-18 14.16 -2164.72
-29.245   5.404 3.10e-17 2.16e-17 1.41e-17 16.27 -2164.60
-29.244   4.937 1.85e-17 1.25e-17 7.05e-18 16.74 -2164.71
-29.234   4.814 1.78e-17 1.35e-17 9.76e-18  5.69 -2164.59
-29.231   4.899 1.68e-17 1.27e-17 7.27e-18 14.21 -2164.87
-29.231   4.895 2.08e-17 1.27e-17 8.83e-18 14.68 -2164.85
-29.226   4.907 1.41e-17 1.17e-17 6.13e-18 17.20 -2164.84
-29.226   4.890 2.30e-17 1.96e-17 1.32e-17 24.98 -2164.89
-29.225   4.905 2.63e-17 1.84e-17 1.34e-17 17.80 -2164.76
-29.225   4.907 1.61e-17 1.54e-17 7.32e-18 11.54 -2164.87
-29.225   4.902 1.54e-17 1.37e-17 8.16e-18 13.72 -2164.76
-29.224   4.904 2.47e-17 1.78e-17 1.17e-17 19.26 -2164.79
-29.224   4.904 2.51e-17 1.37e-17 8.96e-18 12.87 -2164.64
-29.223   4.904 1.91e-17 1.52e-17 9.90e-18 13.64 -2164.90
-29.219   4.901 1.56e-17 1.05e-17 1.05e-17 13.89 -2164.77
-29.215   4.921 2.01e-17 1.76e-17 1.27e-17 19.36 -2164.71
-29.214   4.836 2.10e-17 1.55e-17 1.06e-17 11.97 -2164.84
-29.204   4.895 2.23e-17 1.10e-17 9.33e-18 19.00 -2164.71
-29.195   4.889 2.60e-17 1.41e-17 1.06e-17 12.73 -2164.78
-29.191   4.908 1.69e-17 1.24e-17 1.03e-17 14.75 -2164.72
-29.173   4.663 1.60e-17 1.37e-17 1.00e-17 16.03 -2164.77
-29.173   5.187 2.25e-17 1.44e-17 1.09e-17 13.69 -2164.83
-29.163   4.849 2.34e-17 1.71e-17 1.07e-17 23.26 -2164.82
-29.153   4.693 2.42e-17 1.84e-17 9.81e-18 18.78 -2164.73
-29.130   4.801 2.31e-17 1.55e-17 1.29e-17 16.94 -2164.84
-29.038   4.805 2.06e-17 1.55e-17 1.07e-17 15.44 -2164.87
-29.028   4.883 2.17e-17 1.42e-17 1.04e-17 14.61 -2164.72
