x y flux0 flux1 flux2 width rv
  5.164 -34.067 3.22e-17 2.58e-17 1.99e-17 14.32 -1747.33
  5.220 -34.222 3.59e-17 2.23e-17 1.57e-17 18.51 -1747.33
  5.272 -34.082 3.75e-17 2.18e-17 1.06e-17 25.47 -1747.27
  5.319 -34.344 2.97e-17 1.50e-17 1.38e-17 16.67 -1747.40
  5.362 -34.479 2.98e-17 2.71e-17 1.26e-17 20.82 -1747.40
  5.366 -34.245 3.99e-17 2.17e-17 2.06e-17 15.76 -1747.32
  5.370 -33.933 3.35e-17 1.31e-17 1.40e-17 20.68 -1747.18
  5.378 -34.175 3.04e-17 2.24e-17 1.52e-17 17.11 -1747.31
  5.379 -34.267 1.99e-17 1.73e-17 1.09e-17 21.16 -1747.51
  5.386 -34.392 3.33e-17 2.48e-17 1.87e-17 18.36 -1747.40
  5.386 -34.102 2.78e-17 1.76e-17 1.20e-17 12.75 -1747.32
  5.387 -34.084 3.69e-17 2.24e-17 1.63e-17 14.77 -1747.43
  5.388 -34.130 2.57e-17 2.07e-17 1.15e-17 12.81 -1747.23
  5.403 -34.417 2.43e-17 1.81e-17 1.07e-17 19.02 -1747.23
  5.403 -34.208 2.62e-17 2.17e-17 1.49e-17 20.70 -1747.43
  5.407 -34.228 3.26e-17 2.61e-17 1.54e-17 25.86 -1747.25
  5.413 -34.226 2.04e-17 2.23e-17 1.24e-17 17.01 -1747.28
  5.413 -34.227 3.02e-17 2.51e-17 1.55e-17 15.24 -1747.35
  5.413 -34.229 2.84e-17 1.86e-17 1.34e-17 20.17 -1747.31
  5.417 -34.221 3.63e-17 2.50e-17 1.51e-17 14.38 -1747.47
  5.426 -34.226 5.43e-17 2.47e-17 1.39e-17 25.21 -1747.27
  5.439 -34.204 3.12e-17 1.93e-17 1.29e-17 16.97 -1747.44
  5.452 -34.237 3.28e-17 1.85e-17 1.41e-17 26.57 -1747.11
  5.461 -34.254 3.08e-17 2.30e-17 1.08e-17 21.73 -1747.31
  5.562 -34.253 3.03e-17 2.75e-17 1.48e-17 18.77 -1747.41
  5.834 -34.399 2.64e-17 1.58e-17 8.70e-18 15.92 -1747.27
