x y flux0 flux1 flux2 width rv
 19.410 -43.225 1.58e-17 1.23e-17 9.68e-18 17.04 -2574.50
 19.410 -43.225 1.60e-17 1.09e-17 7.02e-18 13.71 -2574.51
 19.410 -43.225 1.94e-17 1.16e-17 9.18e-18  9.37 -2574.41
 19.410 -43.225 1.44e-17 1.00e-17 6.19e-18 13.38 -2574.24
 19.410 -43.225 1.11e-17 1.30e-17 5.15e-18 14.05 -2574.60
 19.410 -43.225 1.58e-17 1.16e-17 9.22e-18 10.02 -2574.51
 19.410 -43.225 1.25e-17 1.20e-17 7.19e-18  8.24 -2574.33
 19.410 -43.225 1.15e-17 1.33e-17 8.41e-18 10.46 -2574.41
 19.410 -43.225 2.19e-17 1.03e-17 6.80e-18 13.64 -2574.37
 19.410 -43.225 1.85e-17 1.33e-17 7.15e-18 13.13 -2574.35
 19.410 -43.225 1.35e-17 1.46e-17 7.28e-18 18.44 -2574.28
 19.410 -43.225 1.46e-17 1.57e-17 5.83e-18 13.51 -2574.50
 19.410 -43.225 1.56e-17 1.05e-17 7.04e-18 13.83 -2574.48
 19.410 -43.225 1.60e-17 1.16e-17 7.53e-18 10.50 -2574.37
 19.596 -36.370 1.07e-17 1.09e-17 9.27e-18 11.77 -2457.45
 19.726 -36.334 1.43e-17 1.32e-17 6.86e-18  9.02 -2457.34
 19.749 -36.344 1.80e-17 1.72e-17 1.04e-17 13.71 -2457.27
 19.768 -36.345 1.52e-17 1.18e-17 7.65e-18  9.64 -2457.32
 19.771 -36.298 1.60e-17 1.18e-17 8.63e-18 12.15 -2457.43
 19.778 -36.354 1.94e-17 1.40e-17 8.23e-18 16.60 -2457.31
 19.780 -36.342 1.54e-17 1.19e-17 8.17e-18 16.11 -2457.31
 19.782 -36.374 1.76e-17 1.43e-17 6.55e-18 15.59 -2457.41
 19.784 -36.358 1.92e-17 1.08e-17 7.24e-18 13.62 -2457.38
 19.786 -36.351 1.80e-17 1.73e-17 8.41e-18 10.20 -2457.26
 19.787 -36.359 3.51e-17 1.56e-17 9.77e-18 12.74 -2457.29
 19.789 -36.351 1.75e-17 1.05e-17 7.61e-18 10.23 -2457.42
 19.790 -36.352 2.14e-17 1.08e-17 8.04e-18 16.02 -2457.46
 19.790 -36.348 2.07e-17 1.07e-17 9.88e-18 10.55 -2457.47
 19.790 -36.346 1.84e-17 1.61e-17 1.23e-17 14.60 -2457.41
 19.791 -36.348 1.64e-17 1.19e-17 7.82e-18 11.57 -2457.44
 19.791 -36.348 1.74e-17 1.55e-17 7.44e-18 22.54 -2457.25
 19.794 -36.349 1.58e-17 1.14e-17 8.16e-18 16.16 -2457.45
 19.804 -36.348 9.65e-18 1.30e-17 8.35e-18 10.73 -2457.46
 19.806 -36.346 1.75e-17 1.01e-17 1.06e-17 11.88 -2457.36
 19.811 -36.351 1.49e-17 1.32e-17 6.46e-18 13.85 -2457.40
 19.814 -36.361 1.56e-17 1.32e-17 8.12e-18 15.71 -2457.34
 19.818 -36.387 1.43e-17 1.11e-17 7.48e-18 14.97 -2457.33
